areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00045662,90.3,2.3,3.1,4.3
E00045663,94.3,2.7,1.1,1.9
E00045664,93.1,4.4,0.6,1.9
E00045665,92.3,3.7,1.3,2.7
E00045666,91.5,3.4,1.7,3.4
E00045667,92.1,2.9,3.1,2
E00045668,90.8,4.8,2.2,2.2
E00045670,86.2,3.7,6.1,3.9
E00045671,94.4,1.3,1.3,2.9
E00045672,93.9,3.8,0.8,1.5
E00045673,93.3,2.9,1.9,1.9
E00045674,86.9,5.8,2.6,4.7
E00045675,89.6,7.7,1.2,1.5
E00045676,88.9,6.5,2.8,1.9
E00045677,91.4,3.2,1.9,3.5
E00045678,91.4,3.4,1.9,3.4
E00045679,90.9,3.6,2.4,3.2
E00045680,89,5.4,2.2,3.5
E00045681,95.8,1.1,2,1.1
E00045682,93.2,4,1.7,1.1
E00045683,89,3.9,1.9,5.2
E00045684,89.6,3.5,4.5,2.5
E00045685,89.7,3.8,1.9,4.6
E00045686,87.7,5.9,1.8,4.6
E00045687,92.2,3.1,2.4,2.4
E00045688,94.3,2.5,0.7,2.5
E00045689,88.8,8.2,1.1,1.9
E00045690,88.5,4.9,2.9,3.7
E00045691,89.8,4.2,3.2,2.8
E00045692,84,9.7,1.7,4.6
E00045693,92.2,4.3,1.2,2.3
E00045694,91,4.2,1.7,3.1
E00045695,90.6,4.7,1.9,2.8
E00045696,90.2,2,3.9,3.9
E00045697,88.2,3.5,3.1,5.2
E00045698,92.9,2.4,1.2,3.6
E00045699,89.6,4.7,2,3.7
E00045700,90.5,2.9,4,2.6
E00045701,90.2,3.1,1.6,5.1
E00045702,91.5,3.6,1.6,3.3
E00045703,86.6,5,3.5,5
E00045705,90,3.3,1.4,5.3
E00045706,95,2.8,0.9,1.2
E00045708,89.4,4,3.1,3.4
E00045710,90.5,3,3,3.6
E00045711,87.4,3.9,5.8,2.9
E00045712,92.4,1.8,2.9,2.9
E00045713,90.2,3.2,2.9,3.7
E00045716,91.6,2.3,1.6,4.4
E00045718,93.3,2.6,1.4,2.6
E00045719,90.4,3.5,3.5,2.6
E00045720,94.2,2.2,1.2,2.4
E00045721,91.4,5.4,0.7,2.5
E00045722,88.9,6.8,1.9,2.5
E00045724,85.8,9.3,0.9,3.9
E00045726,96.1,2.3,0.8,0.8
E00045727,87.6,3,5.2,4.3
E00045728,86.6,8.5,1.8,3.2
E00045729,91.5,3.1,2.2,3.3
E00045731,91.9,4.4,1.8,1.8
E00045732,91.4,6.3,0.4,2
E00045734,91.8,6.5,0.6,1.2
E00045735,93.5,2.4,2.4,1.7
E00045736,96.2,2.7,0,1.1
E00045737,89.9,3.5,2.7,3.9
E00045739,89.8,6.3,0.8,3.1
E00045740,92.1,3.4,3,1.5
E00045741,95.1,3.3,1.2,0.4
E00045742,88.4,4.6,4.3,2.6
E00045743,93,3.5,1.6,1.9
E00045744,95.9,1.2,0.6,2.3
E00045745,92.9,1.8,3.2,2.1
E00046051,88.8,4.2,2.5,4.5
E00046052,91.8,4.6,2.1,1.5
E00046053,87.6,5.3,2.8,4.2
E00046056,90.9,3.5,2,3.5
E00046057,92.9,2.5,2.3,2.3
E00046058,90.4,2.3,3.6,3.8
E00046059,86.9,4.3,4.3,4.6
E00046060,90.6,3.1,2.8,3.5
E00046061,90.5,2.3,3.9,3.4
E00046062,92.5,2.5,3.3,1.7
E00046063,92.5,2.3,1.6,3.6
E00046064,91.7,4,0.9,3.4
E00046065,92.6,1.7,1.4,4.4
E00046066,90.9,4.3,1.5,3.4
E00046067,86.4,5.7,3.6,4.2
E00046068,92.5,2.7,1.7,3.1
E00046069,91.1,2.5,3.2,3.2
E00046070,93.9,2.1,2.4,1.5
E00046071,93.4,2.1,2.7,1.8
E00046073,95,1.1,2.5,1.4
E00046074,93.4,0.8,2.1,3.7
E00046075,90.5,2.8,3.1,3.6
E00046080,91.6,4,2.3,2
E00046082,91.3,2.4,2.9,3.4
E00046083,94.9,2.5,1.4,1.1
E00046085,92.7,2.3,2,3.1
E00046086,91.1,2.4,2.6,3.9
E00046087,93.7,1.8,0.9,3.6
E00046088,90.7,5,2.8,1.6
E00046089,92.7,1.8,3.1,2.4
E00046090,92.9,2.3,2.3,2.6
E00046093,93.2,1.5,1.9,3.4
E00046094,90.9,2,2.8,4.3
E00046095,87.5,5.2,2.9,4.4
E00046096,93.1,2,2.4,2.4
E00046097,92.4,2.1,2.3,3.1
E00046098,94.9,2.8,1.1,1.1
E00046099,91,3.7,1.3,4
E00046100,90.9,3.8,1,4.3
E00046101,93.6,3.5,1.3,1.5
E00046102,92.3,4.4,1.6,1.8
E00046103,92.2,2.1,2.3,3.4
E00046104,92.6,3.2,1.8,2.5
E00046105,94.1,2.2,1.9,1.9
E00046106,86.8,7.9,2,3.4
E00046107,90.2,4.3,2.3,3.3
E00046108,90.7,2.8,3,3.5
E00046109,86.6,5.6,3.9,3.9
E00046110,88.5,4.5,3.1,3.8
E00046111,91.1,3,2.5,3.4
E00046112,92.1,3.9,1.8,2.3
E00046113,92.4,1.6,3.3,2.7
E00046114,87,6.9,3.6,2.4
E00046115,91.3,4.8,1.3,2.6
E00046116,91.1,1.9,3.7,3.3
E00046117,92.4,2,2.7,2.9
E00046118,91.8,4.8,2,1.4
E00046119,92.5,3.1,3.1,1.3
E00046120,93.4,2.9,1.6,2.1
E00046121,91.5,3.6,2.3,2.6
E00046122,85.7,2.3,2.9,9.1
E00046124,92,1.8,2.2,4
E00046125,93.4,2,2,2.7
E00046126,90,1.9,3,5.2
E00046127,87.1,3.4,3.6,5.9
E00046128,88.3,5,2.6,4.1
E00046129,92.2,3.8,2.1,1.9
E00046130,90.6,1.4,2.8,5.2
E00046131,93.1,2,2.8,2
E00046132,87.5,5.1,2.2,5.1
E00046133,87.3,4.5,3.7,4.5
E00046134,85.6,2.5,4.2,7.7
E00046135,91.6,3.4,0.8,4.2
E00046136,90.2,2.8,2.5,4.5
E00046137,92.1,3.2,1.9,2.9
E00046138,87.6,3.3,5.5,3.6
