geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00001663,0.8,27.6,39.8,31.7
E00001667,4.6,5.4,73.1,16.9
E00001680,13.8,33.8,37.7,14.6
E00001681,1.5,5.3,64.1,29
E00001682,0,6.3,54.3,39.4
E00001683,1.6,13.7,68.5,16.1
E00001684,1,28.9,64.9,5.2
E00002081,21.1,43.3,25.6,10
E00002090,1.1,1.1,58.2,39.6
E00002091,0,15,38,47
E00002093,1.8,14.5,50,33.6
E00002094,1.4,4.2,33.1,61.3
E00002095,0,6.1,43.5,50.4
E00002097,0,5.9,45.8,48.3
E00002099,10.9,5.8,51.1,32.1
E00002100,1.4,19.6,43.5,35.5
E00002103,5.1,34.8,17.4,42.8
E00002106,5.5,45.7,31.5,17.3
E00003116,0,6.2,11.5,82.3
E00003117,2.2,13.3,23,61.5
E00003118,50.4,46.1,3.5,0
E00003119,20.1,15.7,11.9,52.2
E00003120,0,5.8,68.3,25.8
E00003122,3.8,5.4,14.6,76.2
E00003123,3.5,14,42,40.6
E00003126,0,1.7,24.1,74.1
E00003127,22.6,30.1,43,4.3
E00003128,2.9,10.9,8.7,77.5
E00003129,2.3,21.4,29,47.3
E00003130,1.6,4.8,8.8,84.8
E00003131,0.7,5.2,18.5,75.6
E00003132,7.6,31.2,25.5,35.7
E00003133,0.8,6.1,3,90.2
E00003134,5.1,22.4,17.9,54.5
E00003135,1.5,22.1,16.8,59.5
E00003136,13.9,28.7,35.2,22.2
E00003137,43.9,50.9,4.4,0.9
E00003138,6.7,19.2,50.8,23.3
E00003139,5.2,18.8,16.9,59.1
E00003140,1.4,31.1,44.6,23
E00003141,1.5,11.8,46.3,40.4
E00003142,4.5,45.5,45.5,4.5
E00003143,4.2,16.9,21.7,57.2
E00003144,29.4,38.1,26.9,5.6
E00003145,0,5.3,40.2,54.5
E00003232,23.6,41.8,25,9.6
E00003233,0,0,41.4,58.6
E00003234,1,4.2,43.8,51
E00003235,0.7,2.1,45.8,51.4
E00003236,30.3,42.2,14.7,12.8
E00003241,0,37.1,33.7,29.2
E00003242,21.4,55.5,15.5,7.7
E00003243,6.7,30.4,25.8,37.1
E00003244,1,2,35.3,61.8
E00003245,33.1,46.3,9.6,11
E00003246,22.1,37.6,24.8,15.4
E00003247,40.4,37.8,18.6,3.2
E00003248,16,26.4,18.9,38.7
E00003249,32.4,30.9,18.7,18
E00003250,39.3,53.4,5.6,1.7
E00003251,16,51.4,23.4,9.1
E00003253,11.4,43,38.6,7
E00003254,35.3,44.9,15.9,3.9
E00003255,41.7,38.4,14.7,5.2
E00003256,16,51.4,30.6,2.1
E00003257,8.7,50.7,37,3.6
E00003258,9.8,14.3,28.6,47.4
E00003259,1,7.9,20.8,70.3
E00003260,26.5,49,22.4,2
E00003261,20.8,60,16,3.2
E00003262,1.1,3.4,29.9,65.5
E00003263,4.4,23.5,52.9,19.1
E00003265,1.4,19,59.2,20.4
E00003266,10.8,72.6,14.6,1.9
E00003281,2.1,17.1,51.4,29.5
E00003282,17.6,41.9,25.7,14.7
E00003284,55.8,20.2,20.2,3.9
E00003329,7.2,32.6,26.8,33.3
E00003330,17,45,12.4,25.7
E00003333,0,0.7,34.3,65
E00003334,2.5,31.7,58.3,7.5
E00003335,0,16.8,51.2,32
E00003336,0,2.2,67.6,30.2
E00003337,1.2,18.2,28.5,52.1
E00003338,7.6,53.4,10.7,28.2
E00003339,1.4,9.1,34.3,55.2
E00003340,12.8,47.7,20.8,18.8
E00003341,4.8,57.8,23.1,14.3
E00003342,0.8,3.2,13.7,82.3
E00003343,19.7,34.4,21.3,24.6
E00003346,2.2,32.6,51.1,14.1
E00003347,16,32.8,42.4,8.8
E00003348,4.3,67.5,25.6,2.6
E00003349,9.9,49.6,29.8,10.6
E00003350,0,7.1,66.4,26.5
E00003351,0.8,2.3,68.7,28.2
E00003352,0.9,10.3,59,29.9
E00003354,3.6,4.3,44.2,47.8
E00003356,38.4,24,33.6,4.1
E00003357,14.2,13.4,41,31.3
E00003358,0,16.1,44.1,39.8
E00003359,16.6,49.7,29,4.8
E00003360,2.3,72,18.9,6.8
E00003361,10.5,20.2,50,19.4
E00003362,0.7,7.1,29.1,63.1
E00003363,12.7,37.3,11.8,38.2
E00003364,12.8,15,27.1,45.1
E00003365,0,4.4,30.1,65.5
E00003366,0,3.6,30.4,66.1
E00003367,0.8,3.1,29.9,66.1
E00003368,1.8,13.9,16.3,68.1
E00003369,20.9,23.9,23.9,31.3
E00003370,30.2,19,9.5,41.3
E00003371,2.4,29.1,19.7,48.8
E00003372,7.4,26.4,39.7,26.4
E00003373,2.8,9.2,21.3,66.7
E00003374,8.7,22.4,13,55.9
E00003375,6.5,38.7,18.5,36.3
E00003376,1.6,7.8,26.6,64.1
E00003805,0,14.5,59.8,25.6
E00003806,11.5,45.9,38.5,4.1
E00003807,6.7,34.2,53.3,5.8
E00003808,3.8,11.3,65.4,19.5
E00003809,31,46.6,21.6,0.9
E00003810,7.1,46.8,44.4,1.6
E00003811,0,23.4,71.8,4.8
E00003812,6.6,33.6,39.3,20.5
E00003813,0.7,23.2,50,26.1
E00003814,3.9,12.6,19.4,64.1
E00003815,11.2,50.7,29.9,8.2
E00003816,30.7,41.2,26.3,1.8
E00003817,61.7,11.2,23.4,3.7
E00003818,2.8,33.3,55.3,8.5
E00003819,1.4,16.9,65.5,16.2
E00003820,28.6,20.6,46.8,4
E00003821,2.3,43.6,50.4,3.8
E00003822,7.8,47.7,41.4,3.1
E00003823,10.2,27.1,55.9,6.8
E00003824,2.5,36.1,53.3,8.2
E00003825,66,22.4,10.3,1.3
E00003826,14.2,40.2,42.5,3.1
E00003827,12,16,66.4,5.6
E00003828,20.8,40,32.8,6.4
E00003829,2.4,47.6,43.7,6.3
E00003830,9.9,36.9,48.9,4.3
E00003831,0.7,24.6,69.4,5.2
E00003832,20,33.6,39.2,7.2
E00003833,20.8,42.3,33.1,3.8
E00003834,0,4.7,67,28.3
E00003835,8,52.7,18.8,20.5
E00003836,2.2,28.9,48.1,20.7
E00003837,7.3,53.2,20.2,19.4
E00003838,13.3,4.2,49.2,33.3
E00003839,12,22.2,23.1,42.6
E00003991,40.3,18.8,38.9,2.1
E00003992,4.4,58.4,32.8,4.4
E00003993,17.3,30.6,25.5,26.5
E00003994,13.2,7.4,19.1,60.3
E00003995,4.5,13.6,17.4,64.4
E00003996,14.6,18.8,20.8,45.8
E00003997,35.2,43.7,9.2,12
E00003998,22.6,46.3,17.9,13.2
E00003999,25.7,43.4,20.4,10.5
E00004000,5.6,44.4,10.6,39.4
E00004001,10.4,34.1,18.3,37.2
E00004002,26.9,30,21.9,21.3
E00004003,0.6,2.5,67.5,29.3
E00004004,6.9,53.4,30.2,9.5
E00004005,52.3,39.8,5.1,2.8
E00004006,0,2.6,87.2,10.3
E00004007,1.6,7.3,75,16.1
E00004008,0,5.7,52.4,41.9
E00004009,0.9,8.8,79.6,10.6
E00004010,2.8,31.1,60.4,5.7
E00004011,0.8,4,62.7,32.5
E00004012,11.4,68.9,18.9,0.8
E00004013,4.1,10.5,44.4,40.9
E00004014,7.4,9.9,57,25.6
E00004015,47.1,49.4,2.4,1.2
E00004016,15.2,49.5,29.5,5.7
E00004017,2.6,27.7,56.9,12.8
E00004018,0.9,1.8,78.1,19.3
E00004020,6.8,56.4,30.8,6
E00004022,4.3,41.9,41,12.8
E00004023,0.9,4.7,41.5,52.8
E00004024,7.8,28.2,13.6,50.5
E00004025,38.1,3.1,7.2,51.5
E00004026,3,49.5,39.4,8.1
E00004027,16.7,30,37.5,15.8
E00004028,68.5,22.8,3.3,5.4
E00004029,7.2,23.2,25.4,44.2
