geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00001663,88.3,11.7
E00001667,90.4,9.6
E00001680,85.7,14.3
E00001681,90.5,9.5
E00001682,87,13
E00001683,88.8,11.2
E00001684,91.4,8.6
E00002081,81.8,18.2
E00002090,87.1,12.9
E00002091,86.7,13.3
E00002093,88.7,11.3
E00002094,91.2,8.8
E00002095,89.8,10.2
E00002097,90.9,9.1
E00002099,86.1,13.9
E00002100,91.2,8.8
E00002103,83.7,16.3
E00002106,80.7,19.3
E00003116,79.5,20.5
E00003117,79.4,20.6
E00003118,67.4,32.6
E00003119,79.8,20.2
E00003120,82,18
E00003122,76.4,23.6
E00003123,85.7,14.3
E00003126,77.7,22.3
E00003127,77.7,22.3
E00003128,78.8,21.2
E00003129,77.5,22.5
E00003130,84.9,15.1
E00003131,81.9,18.1
E00003132,76.8,23.2
E00003133,77.3,22.7
E00003134,79.4,20.6
E00003135,81.3,18.7
E00003136,83.5,16.5
E00003137,58.8,41.2
E00003138,79.5,20.5
E00003139,78.8,21.2
E00003140,80.6,19.4
E00003141,84.2,15.8
E00003142,83.8,16.2
E00003143,76.8,23.2
E00003144,74.6,25.4
E00003145,75.5,24.5
E00003232,67.4,32.6
E00003233,87.7,12.3
E00003234,86.9,13.1
E00003235,78.9,21.1
E00003236,48,52
E00003241,66.2,33.8
E00003242,67.9,32.1
E00003243,78,22
E00003244,86.6,13.4
E00003245,63.3,36.7
E00003246,74.5,25.5
E00003247,48.8,51.2
E00003248,80.8,19.2
E00003249,71.1,28.9
E00003250,54,46
E00003251,64.9,35.1
E00003253,77.8,22.2
E00003254,54.3,45.7
E00003255,44.5,55.5
E00003256,58.8,41.2
E00003257,71.7,28.3
E00003258,71.3,28.7
E00003259,77.9,22.1
E00003260,69.4,30.6
E00003261,68.5,31.5
E00003262,69.9,30.1
E00003263,84.2,15.8
E00003265,82.1,17.9
E00003266,53.9,46.1
E00003281,79.9,20.1
E00003282,68.5,31.5
E00003284,82.3,17.7
E00003329,81.1,18.9
E00003330,87.4,12.6
E00003333,81.9,18.1
E00003334,87,13
E00003335,84.7,15.3
E00003336,89.7,10.3
E00003337,78.3,21.7
E00003338,86.4,13.6
E00003339,81.9,18.1
E00003340,86.7,13.3
E00003341,71.3,28.7
E00003342,81.4,18.6
E00003343,77.5,22.5
E00003346,84.5,15.5
E00003347,79.3,20.7
E00003348,86.2,13.8
E00003349,85,15
E00003350,86.4,13.6
E00003351,87.2,12.8
E00003352,85.8,14.2
E00003354,83.4,16.6
E00003356,82.1,17.9
E00003357,88.2,11.8
E00003358,89.1,10.9
E00003359,84,16
E00003360,81.4,18.6
E00003361,84.5,15.5
E00003362,77.2,22.8
E00003363,75.5,24.5
E00003364,88.8,11.2
E00003365,87.4,12.6
