geography_code,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00001663,5,28.1,66.9
E00001667,1.6,20.9,77.5
E00001680,6.8,30.1,63.2
E00001681,5.3,19.7,75
E00001682,4.8,19.2,76
E00001683,0.8,16.8,82.4
E00001684,4,21,75
E00002081,6.7,39.3,53.9
E00002090,10.9,14.1,75
E00002091,10.9,10.9,78.2
E00002093,5.5,25.5,69.1
E00002094,4.9,9.7,85.4
E00002095,5.3,15.3,79.4
E00002097,8.4,14.3,77.3
E00002099,5.1,25,69.9
E00002100,7.4,22.1,70.6
E00002103,8.2,25.4,66.4
E00002106,6.3,24.2,69.5
E00003116,5.4,17.8,76.7
E00003117,5.2,16.3,78.5
E00003118,4,59.5,36.6
E00003119,3.8,25.2,71
E00003120,5.1,14.4,80.5
E00003122,7.5,27.6,64.9
E00003123,5.5,17.9,76.6
E00003126,1.7,19.1,79.1
E00003127,1.1,52.2,46.7
E00003128,5.1,16.7,78.3
E00003129,7.5,28.4,64.2
E00003130,8.7,11,80.3
E00003131,8,17.4,74.6
E00003132,11.6,23.2,65.2
E00003133,6.8,13.6,79.5
E00003134,5.2,21.4,73.4
E00003135,4.6,23.7,71.8
E00003136,5.5,30.9,63.6
E00003137,2.6,41,56.4
E00003138,5.8,24.2,70
E00003139,5.1,25,69.9
E00003140,4.6,19.2,76.2
E00003141,7.1,15,77.9
E00003142,3,18.2,78.8
E00003143,4.8,24.2,70.9
E00003144,4,33.3,62.6
E00003145,5.4,27.7,66.9
E00003232,6.2,36.2,57.6
E00003233,5.4,16.2,78.4
E00003234,6.4,13.8,79.8
E00003235,5.7,15,79.3
E00003236,9.8,34.8,55.4
E00003241,9.2,31,59.8
E00003242,5.9,38.5,55.7
E00003243,5,31.8,63.2
E00003244,4.9,12.6,82.5
E00003245,10.2,29.9,59.9
E00003246,5.3,32.5,62.3
E00003247,8.9,45.6,45.6
E00003248,3,26.7,70.3
E00003249,10,32.9,57.1
E00003250,4.5,46.3,49.2
E00003251,8.5,38.1,53.4
E00003253,0,25.2,74.8
E00003254,8.7,40.1,51.2
E00003255,8.6,35.2,56.2
E00003256,11.3,24.8,63.8
E00003257,9.9,25.5,64.5
E00003258,9.8,22.7,67.4
E00003259,8.9,22.8,68.3
E00003260,5.1,28.3,66.7
E00003261,7.8,34.1,58.1
E00003262,10.2,14.8,75
E00003263,5.9,21.5,72.6
E00003265,6.8,19,74.1
E00003266,11.3,30.2,58.5
E00003281,6.7,14.8,78.5
E00003282,18,31.6,50.4
E00003284,6.2,68.2,25.6
E00003329,5.1,26.8,68.1
E00003330,3.2,49.1,47.7
E00003333,3.6,20.1,76.3
E00003334,5,20.2,74.8
E00003335,4.8,17.6,77.6
E00003336,4.3,14.3,81.4
E00003337,4.3,14,81.7
E00003338,3.9,27.9,68.2
E00003339,6.3,22.5,71.1
E00003340,4.1,43.9,52
E00003341,4.8,37.9,57.2
E00003342,4.9,23.6,71.5
E00003343,4.9,44.7,50.4
E00003346,8,24.1,67.9
E00003347,6.3,27.8,65.9
E00003348,4.2,29.7,66.1
E00003349,3.6,34.3,62.1
E00003350,6.9,13.8,79.3
E00003351,6.9,15.3,77.9
E00003352,6,18.8,75.2
E00003354,0,21.2,78.8
E00003356,4.8,52.4,42.8
E00003357,5.2,29.9,64.9
E00003358,0.8,24.4,74.8
E00003359,3.4,39.5,57.1
E00003360,3.8,36.9,59.2
E00003361,4.8,34.7,60.5
E00003362,10.6,19,70.4
E00003363,7.3,40.9,51.8
E00003364,3.7,26.7,69.6
E00003365,2.6,15.7,81.7
E00003366,1.8,20.4,77.9
E00003367,6.3,18.1,75.6
E00003368,5.4,18.6,76
E00003369,6,42.5,51.5
E00003370,7.1,29.4,63.5
E00003371,4.7,24.2,71.1
E00003372,5.7,24.4,69.9
E00003373,4.3,20,75.7
E00003374,2.5,47.5,50
E00003375,4.8,27.8,67.5
E00003376,3,16.5,80.5
E00003805,5.9,14.3,79.8
E00003806,11.1,27.8,61.1
E00003807,12.8,23.1,64.1
E00003808,3.8,20.6,75.6
E00003809,6.7,36.1,57.1
E00003810,5.6,29.4,65.1
E00003811,7.9,28.3,63.8
E00003812,9,26.2,64.8
E00003813,8.6,20.1,71.2
E00003814,12.4,17.1,70.5
E00003815,8.8,27.2,64
E00003816,5.3,43.4,51.3
E00003817,2.8,59.4,37.7
E00003818,8.6,26.4,65
E00003819,8.6,15.1,76.3
E00003820,10.2,35.2,54.7
E00003821,6.7,19.4,73.9
E00003822,8.4,30.5,61.1
E00003823,14.2,29.2,56.6
E00003824,11.5,22.1,66.4
E00003825,3.2,54.8,41.9
E00003826,5.4,35.7,58.9
E00003827,10.4,28.8,60.8
E00003828,6.4,32.8,60.8
E00003829,9.5,23,67.5
E00003830,10,27.1,62.9
E00003831,7.5,21.6,70.9
E00003832,10.5,41.9,47.6
E00003833,2.3,36.2,61.5
E00003834,6.7,10.5,82.9
E00003835,5.4,25.9,68.8
E00003836,10.4,23,66.7
E00003837,4.8,41.1,54
E00003838,11.6,37.2,51.2
E00003839,12,21.3,66.7
E00003991,4.1,47.9,47.9
E00003992,7.2,27.5,65.2
E00003993,7,31,62
E00003994,7.2,33.3,59.4
E00003995,9.8,23.5,66.7
E00003996,2.1,32,66
E00003997,6.3,44.1,49.7
E00003998,6.3,38,55.7
E00003999,2.6,35.3,62.1
E00004000,5.6,25.9,68.5
E00004001,5.6,26.3,68.1
E00004002,7.5,30.4,62.1
E00004003,8.3,21.7,70.1
E00004004,6,30.2,63.8
E00004005,4.5,50.3,45.2
E00004006,5.9,18.6,75.4
E00004007,10.7,21.3,68
E00004008,10.3,18.7,71
E00004009,0.9,32.5,66.7
E00004010,1.9,32.7,65.4
E00004011,5.6,13.6,80.8
E00004012,8.6,25.8,65.6
E00004013,5.9,24.1,70
E00004014,11.6,24.8,63.6
E00004015,2.4,52.4,45.2
E00004016,9.3,28,62.6
E00004017,13.3,18.5,68.2
E00004018,7,18.3,74.8
E00004020,9.5,21.6,69
E00004022,6.6,22.1,71.3
E00004023,9.2,28.4,62.4
E00004024,6.8,19.4,73.8
E00004025,7.3,43.8,49
E00004026,2.1,28.9,69.1
E00004027,10.1,30.3,59.7
E00004028,0,64.1,35.9
E00004029,8.5,21.8,69.7
E00004030,7.7,27.3,65
E00004031,6.5,29,64.5
E00004032,3.5,41.3,55.2
E00004033,6.9,25.4,67.7
E00004034,6.4,22.5,71.1
E00004035,5.7,19.5,74.8
E00004036,7.4,35.2,57.4
E00004037,9.9,14.2,75.9
E00004038,7.1,40.8,52.2
E00004039,5.8,33.6,60.6
E00004040,5.3,35.9,58.8
E00004041,2,32.7,65.3
E00004042,6.9,38.9,54.2
E00004043,0.7,34.8,64.5
E00004052,3,19.4,77.6
E00004053,6.3,26.9,66.9
E00004070,4.7,36.4,58.9
E00004071,6.3,19.8,73.8
E00004074,7.6,9.8,82.6
E00007932,6.3,18.3,75.4
E00007933,9.3,27.9,62.8
E00007934,7.4,32.6,60
E00007935,10.9,21,68.1
E00007936,10.4,23.2,66.4
