areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00082187,92.7,3.6,1.8,1.8
E00082369,88.1,6.1,1.7,4.1
E00082375,92.2,6.1,0.9,0.7
E00082377,95.4,2.8,0.9,0.9
E00083858,91,4,1.9,3.1
E00083860,91.6,4.3,1.8,2.3
E00083864,93.3,2.2,1.9,2.6
E00083869,92.8,3.1,0.9,3.1
E00083871,97.1,1.7,0.2,1
E00083872,96.5,2.6,0.3,0.6
E00084002,93.2,4.2,0.7,2
E00084008,95.1,3.1,0.3,1.5
E00084189,95.3,4.7,0,0
E00084195,90.2,4.3,3,2.6
E00084196,93.7,4.2,0.9,1.2
E00084197,89.8,5.1,2.9,2.2
E00084199,88.7,4.7,1.5,5.1
E00084232,91.8,6.7,0.9,0.6
E00084233,92.4,4.9,0.9,1.8
E00084234,89.2,7.1,2.7,1
E00084235,89.7,5.3,1.5,3.5
E00084236,90,5.5,1.5,3
E00084237,92.5,2.4,2,3.2
E00084238,92.5,5.9,0.3,1.3
E00114351,96.1,3.3,0,0.7
E00114352,92.5,5.3,1.2,0.9
E00114353,94.4,3.1,1.6,0.9
E00114358,90.1,6.8,1.4,1.8
E00114361,91.5,7.1,0.5,0.9
E00114362,92.7,4,1.7,1.7
E00114363,91.4,5.6,1.2,1.8
E00114364,94.2,3.3,1.7,0.8
E00114365,89.5,4,3.1,3.4
E00114370,91.6,5.5,0.4,2.6
E00114371,87.7,9,0.5,2.8
E00114373,92.2,5.6,0.7,1.5
E00114375,93.1,5.3,0.9,0.6
E00114376,91.4,5.2,1.8,1.6
E00114388,90.6,6.2,1.1,2.1
E00114390,91.1,6.4,0.5,2
E00114391,96.2,1.9,1.1,0.8
E00116150,96.8,1.9,0,1.3
E00116153,90.9,4.3,2.4,2.4
E00116156,93.9,3.9,0.7,1.5
E00116157,92.7,4.9,0.7,1.7
E00116158,92.4,4.4,0.4,2.9
E00116246,91.1,6.5,1.5,0.9
E00116247,90.3,4.3,0.4,5
E00116248,88,5.3,1.3,5.3
E00116249,91.6,6.9,0.8,0.8
E00116250,92.7,4.2,2.7,0.4
E00116251,96.4,2.6,0.4,0.7
E00116253,91.9,4.4,1.2,2.6
E00116254,94.6,4.2,0.4,0.8
E00116255,87.2,7.5,3.2,2.1
E00116256,89.7,5.3,2,3
E00116257,89.8,7.1,0,3.1
E00116258,93,4.4,1.3,1.3
E00116259,92.3,3.8,1,2.8
E00116260,93.3,3.1,1.6,2
E00116261,90.5,5.8,0.4,3.3
E00116262,89.1,8.7,0.4,1.8
E00116285,90.3,7.1,0.4,2.2
E00116286,93.3,4.4,0.3,2
E00167036,92.4,5.6,0,2
E00167037,95,4.1,0,0.8
E00167038,91.9,4.1,2,2
E00167043,91.6,4.9,2.3,1.3
E00167048,95.2,2.9,1.2,0.7
E00167049,92.6,5.3,1.1,1.1
E00167893,93.8,3.3,0.5,2.4
E00167894,93.2,4.3,1.3,1.3
E00167895,89.6,5.9,0.9,3.6
E00167896,93.5,3,3,0.6
E00167897,93.9,3.4,0.3,2.4
E00167899,90.7,6.9,1.1,1.3
E00167902,94.5,4.3,0.6,0.6
E00172654,95,2.1,2.1,0.8
E00184842,93.5,4.1,2.4,0
E00184846,93.9,2.9,0.8,2.5
E00184858,86.5,4.8,3.8,4.8
E00184864,90.7,4.1,1,4.1
E00184892,94.2,4,0.8,1
E00184946,96.2,2.1,1,0.8
E00184970,91.7,5.5,0.5,2.3
E00184986,86.3,4,1.1,8.6
E00184994,94.1,3.1,1.7,1
E00188347,96.4,2.2,0.7,0.7
E00188355,92.6,4.5,0.4,2.5
E00188369,97.6,1.5,0.9,0
E00188374,98.9,0,1.1,0
E00188397,96.5,0.3,1.7,1.4
E00188404,93.8,4.1,1,1
E00188424,92.7,4.6,1.1,1.6
E00188449,97.3,1.7,0,1
E00188461,95.9,2,0.3,1.7
E00188465,96.5,2.5,0,1.1
E00188481,94.8,3.3,0.3,1.5
E00188482,95.8,2.6,0,1.6
E00188493,93.2,3.8,0.6,2.4
E00188503,93.7,4.6,1.1,0.7
E00188516,95,2.5,0.6,1.9
E00188525,93.9,3.4,0.8,1.9
