areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00032499,97.1,2,0.8
E00032501,98.5,1.5,0
E00032502,100,0,0
E00032504,95,3.6,1.4
E00032505,95.5,2.9,1.7
E00032506,80.2,15.7,4.1
E00032507,97.7,1.4,0.9
E00032561,99.4,0.6,0
E00032562,100,0,0
E00032563,99.7,0.3,0
E00032564,99.5,0.5,0
E00032566,98.9,0.4,0.7
E00032567,98.6,1,0.3
E00032627,97.6,1.8,0.6
E00032628,97.5,1.8,0.7
E00032637,96.5,2.3,1.2
E00032639,93.8,5.9,0.3
E00032640,96.9,2.2,0.9
E00032641,88.9,9.1,2
E00032644,98.7,1.3,0
E00032645,93.2,5.9,0.9
E00032646,96.6,3.4,0
E00032647,96.8,3.2,0
E00032649,95.7,3.8,0.5
E00032650,92.5,6.8,0.7
E00032651,95.4,4.1,0.4
E00032652,94.5,3.4,2.1
E00032653,98.2,1.8,0
E00032654,94.7,3.6,1.6
E00032656,94.9,3.3,1.8
E00032657,99,1,0
E00032659,99.1,0.9,0
E00032660,96.6,2.9,0.5
E00032661,97.4,2.6,0
E00032662,89.7,8.8,1.6
E00032663,92.2,6.5,1.3
E00032664,97,2.6,0.3
E00032665,88.4,10.9,0.7
E00032666,97.9,1.4,0.7
E00032667,92.4,6.4,1.2
E00032668,95.6,4.4,0
E00032686,99,1,0
E00032687,97.9,1.6,0.5
E00032688,96.5,1.2,2.3
E00032689,93.2,4.5,2.4
E00032690,99.4,0.6,0
E00032691,95.5,4,0.5
E00032692,100,0,0
E00032693,93.5,5.9,0.6
E00032694,99.2,0.8,0
E00032695,98.5,1.5,0
E00032696,98.5,0.7,0.7
E00032697,98.9,0.7,0.4
E00032698,98.4,1.3,0.3
E00032699,99.1,0.9,0
E00032700,98.9,1.1,0
E00032701,97.6,2.1,0.3
E00032702,94.1,5.5,0.3
E00032703,99,1,0
E00032704,98.9,0.4,0.7
E00032705,99.2,0.8,0
E00032706,96,2.5,1.5
E00032707,98.8,1.2,0
E00032708,98.5,1.5,0
E00032709,99.2,0.8,0
E00032752,97,2.7,0.2
E00032753,99.6,0.4,0
E00032754,100,0,0
E00032755,99,1,0
E00032756,92.9,5.8,1.3
E00032772,99,1,0
E00032775,91.5,6.7,1.9
E00032776,95.1,3,1.9
E00032777,94.8,4.7,0.5
E00032778,93.4,3.7,2.8
E00032779,99.7,0.3,0
E00032780,98.6,1.4,0
E00032782,93.9,4.2,1.9
E00032783,93.8,6.2,0
E00032784,97.3,2,0.8
E00032785,83.7,14.5,1.8
E00032787,93.5,5.7,0.8
E00032790,98.6,0.9,0.5
E00032791,95.1,3.6,1.3
E00032792,91.7,6.7,1.5
E00032793,95.1,4.9,0
E00032795,99.7,0.3,0
E00032796,98.8,0.9,0.3
E00032797,99.3,0.7,0
E00032798,99.6,0,0.4
E00032799,99.6,0.4,0
E00032800,99.3,0.5,0.2
E00032801,97,1.8,1.1
E00032802,99.7,0.3,0
E00032803,99,0,1
E00032804,99.4,0.6,0
E00032805,100,0,0
E00032806,98.3,1.7,0
E00032807,99.6,0.4,0
E00032808,97.4,1.2,1.4
E00032809,100,0,0
E00032810,98.1,1.5,0.4
E00032811,96.9,2.4,0.7
E00032812,100,0,0
E00032813,99.6,0.4,0
E00032814,99.2,0.8,0
E00032815,100,0,0
E00032816,98.5,1.5,0
E00032817,98.3,1.5,0.2
E00032818,99.1,0.9,0
E00032819,98.1,1.7,0.2
E00032820,98.4,0.7,0.9
E00032821,97.3,2.8,0
E00032822,96.4,3.6,0
E00032823,98.7,1.3,0
E00032824,94.8,3.4,1.7
E00032825,96.9,2.4,0.8
E00032826,99,0.8,0.3
E00032827,97.2,1.8,0.9
E00032828,100,0,0
E00032829,98.4,0.8,0.8
E00032830,97,3,0
E00032831,99.2,0.8,0
E00032832,98.6,1.4,0
E00032833,99.2,0.4,0.4
E00032834,100,0,0
E00032835,98.6,1,0.3
E00032836,99,0,1
E00032837,97,1.7,1.3
E00032838,96.7,1.8,1.5
E00032839,99.2,0.8,0
E00032840,96.3,3.2,0.6
E00032841,99.4,0.6,0
E00032842,100,0,0
E00032843,97.4,1.6,1
E00032844,95.6,3.6,0.8
E00032845,92.9,7.1,0
E00032846,96.9,3.1,0
E00032847,97.1,1.1,1.8
E00032848,98.4,1.6,0
E00032849,99.2,0.8,0
E00032850,97.4,1.5,1.1
E00032851,99.4,0.3,0.3
E00032852,97.7,2,0.3
E00032853,98.9,0.4,0.7
E00032854,97.4,2.6,0
E00032855,100,0,0
E00032856,99,1,0
E00032857,93.4,4.3,2.3
E00032858,100,0,0
E00032859,99.4,0.6,0
E00032860,99.6,0.4,0
E00032861,99.6,0.4,0
E00032862,100,0,0
E00032863,99,1,0
E00032864,100,0,0
E00032865,100,0,0
E00032866,98,1.6,0.4
E00032867,97.4,2.2,0.4
E00032868,97.7,1.5,0.8
E00032869,100,0,0
E00032870,98.3,1.4,0.3
E00032871,100,0,0
E00032872,99.7,0,0.3
E00032873,100,0,0
E00032874,99.3,0.4,0.4
E00032875,98.8,0.6,0.6
E00032876,99.6,0.4,0
