areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00032499,19.5,46.9,29.2,3.5,0.9
E00032501,15.2,30.4,50,4.5,0
E00032502,17.4,42.6,35.7,4.3,0
E00032504,29.2,30.8,34.6,4.6,0.8
E00032505,28.1,32.2,37.2,2.5,0
E00032506,1.9,54.8,40,3.2,0
E00032507,25.5,35.5,34.5,4.5,0
E00032561,68.7,16.8,13.7,0.8,0
E00032562,57,31.4,11.6,0,0
E00032563,43.2,41.6,13.5,1.6,0
E00032564,25.5,57.8,16.7,0,0
E00032566,61,31.7,7.3,0,0
E00032567,59.5,30.2,9.5,0.8,0
E00032627,38.9,42.7,16.8,1.5,0
E00032628,21.6,46.6,25,6.9,0
E00032637,27.5,43,27.5,2,0
E00032639,50.9,36.8,9.4,2.8,0
E00032640,20.7,30,45.7,2.9,0.7
E00032641,34.7,50.6,14.2,0.6,0
E00032644,27.9,33.7,32.7,5.8,0
E00032645,34.1,42.1,21.3,2.4,0
E00032646,35.5,39.3,23.4,1.9,0
E00032647,35.8,37.7,22.6,3.8,0
E00032649,36.2,33.3,25.5,4.3,0.7
E00032650,32.8,41.4,22.4,3.4,0
E00032651,31.4,47.9,17.4,3.3,0
E00032652,4.2,51.7,41.7,1.7,0.8
E00032653,28.2,36.4,33.6,1.8,0
E00032654,36.9,32.8,24.6,5.7,0
E00032656,31.2,43.2,20.8,4,0.8
E00032657,25.9,25,49.1,0,0
E00032659,17.3,40.2,39.4,3.1,0
E00032660,31.3,29.6,36.5,2.6,0
E00032661,29.1,27.4,38.5,4.3,0.9
E00032662,41.5,33.3,22.2,3,0
E00032663,31.5,37.8,26,3.1,1.6
E00032664,32.5,35.8,27.6,3.3,0.8
E00032665,36.7,37.5,22.5,3.3,0
E00032666,18.4,45.6,32.4,3.7,0
E00032667,24.8,39.7,30.5,4.3,0.7
E00032668,33,30.1,33,3.9,0
E00032686,42.7,34.7,19.4,3.2,0
E00032687,45.6,36.4,16.9,0.5,0.5
E00032688,49.6,29.4,17.6,3.4,0
E00032689,25.8,35.2,31.3,7.8,0
E00032690,27.2,27.2,42.4,2.2,1.1
E00032691,51.3,30.2,16.4,2.1,0
E00032692,46.1,37.4,14.8,1.7,0
E00032693,62,26.9,9.5,1.7,0
E00032694,54.6,26.9,17.6,0.9,0
E00032695,50.4,30.1,16.8,2.7,0
E00032696,37.8,29.1,32.3,0,0.8
E00032697,39.5,34.2,22.8,3.5,0
E00032698,49.6,31.4,14,3.3,1.7
E00032699,17.6,37,40.7,4.6,0
E00032700,57.7,28.5,11.4,2.4,0
E00032701,41,39.3,14.8,4.1,0.8
E00032702,32,36.8,27.2,1.6,2.4
E00032703,14.7,37.5,42.6,4.4,0.7
E00032704,16.1,46,31.4,6.6,0
E00032705,46.3,39,12.2,1.2,1.2
E00032706,24.6,44.4,26.2,4,0.8
E00032707,43,36,17.5,3.5,0
E00032708,38.8,31.6,27.6,2,0
E00032709,60.3,21.5,16.5,0.8,0.8
E00032752,60.6,31,8.4,0,0
E00032753,50.5,30.3,14.1,5.1,0
E00032754,52.9,31.1,14.3,1.7,0
E00032755,48,30.4,21.6,0,0
E00032756,70.5,23.2,5.4,0.9,0
E00032772,57.6,28.8,13.6,0,0
E00032775,32.7,35.3,24.8,4.6,2.6
E00032776,33.9,32.2,28.7,4.3,0.9
E00032777,36.9,24.3,36.9,1.9,0
E00032778,17.6,33.8,41.9,4.7,2
E00032779,38.8,32.8,26.7,1.7,0
E00032780,46.8,30.2,21.4,0.8,0.8
E00032782,31.3,44.3,20,4.3,0
E00032783,11.8,37.8,40.2,10.2,0
E00032784,33.1,36.4,27.3,3.3,0
E00032785,45.9,32,19.7,2.5,0
E00032787,21.2,50.4,22.1,6.2,0
E00032790,25.6,38.8,34.1,1.6,0
E00032791,22.7,35.6,35.6,5.3,0.8
E00032792,18.9,42.7,34.3,4.2,0
E00032793,29.1,41.8,22.8,6.3,0
E00032795,63.1,23.8,13.1,0,0
E00032796,53.1,36.4,9.1,0,1.4
E00032797,48.8,36,12,3.2,0
E00032798,54.3,31.9,12.1,1.7,0
E00032799,69.6,19.6,8.8,2,0
E00032800,54.1,26.8,19.1,0,0
E00032801,45,34.5,19.9,0.6,0
E00032802,46.2,40,11.5,2.3,0
E00032803,66.2,28.6,5.3,0,0
E00032804,51.3,34.5,13.4,0.8,0
E00032805,63.6,25.7,10.7,0,0
E00032806,61.9,24.8,11.5,1.8,0
E00032807,51.7,33.3,14.2,0.8,0
E00032808,70.7,18.6,7.9,2.9,0
E00032809,65,27,8,0,0
E00032810,50.8,29.2,20,0,0
E00032811,49.1,37.9,12.9,0,0
E00032812,55.9,31.5,10.2,2.4,0
E00032813,64.4,22.9,11.9,0.8,0
E00032814,53.9,33.3,11.8,1,0
E00032815,49.2,33.1,16.9,0,0.8
E00032816,7.2,82.5,9.3,1,0
E00032817,53.4,33.5,11.9,1.3,0
E00032818,57.1,32,10.9,0,0
E00032819,68.6,24.2,5.8,1.3,0
E00032820,62.5,25,11.6,0.9,0
E00032821,66.9,22.1,9.7,1.3,0
E00032822,33.3,31.6,30.7,2.6,1.8
E00032823,14.9,47.5,30.5,5.7,1.4
E00032824,21,51.3,24.4,3.4,0
E00032825,43.3,36.2,17.3,2.4,0.8
E00032826,32.1,43.3,21.9,2.7,0
E00032827,31.1,41.1,21.1,5.6,1.1
E00032828,9.2,53.8,33.6,2.5,0.8
E00032829,32.7,30.4,33.9,2.4,0.6
E00032830,23.8,28.1,43.1,4.4,0.6
E00032831,37,32.4,28.9,1.7,0
E00032832,29.4,51,18.2,1.4,0
E00032833,38.7,39.5,17.6,4.2,0
E00032834,43.8,26.7,26.7,2.9,0
E00032835,34.4,41.2,22.9,1.5,0
E00032836,42.9,32.5,20.6,4,0
E00032837,25.5,35.5,34,5,0
E00032838,39.9,34.3,22.4,3.5,0
E00032839,36.7,38.5,21.1,2.8,0.9
E00032840,31.4,40.5,24.2,3.9,0
E00032841,36.5,41.6,18.2,3.6,0
E00032842,32.5,24.6,42.9,0,0
E00032843,41.9,38.8,14.7,3.9,0.8
E00032844,37.5,37.5,18.8,5.4,0.9
E00032845,26.7,28,38.7,6.7,0
