areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00032499,1.6,2,2.8,93.6,0
E00032501,0,2,3.5,94.5,0
E00032502,0,0,0.4,99.6,0
E00032504,0,1,2,96.9,0
E00032505,2,0,0,98,0
E00032506,0,0.5,0.5,98.5,0.5
E00032507,1.3,0.9,1.3,96,0.4
E00032561,0,0,1.1,97.2,1.7
E00032562,0,0.9,0.4,98.7,0
E00032563,0.8,0.3,1.5,97.2,0.3
E00032564,0,0,0,99.5,0.5
E00032566,1.5,0.2,3.1,95.2,0
E00032567,0,1,1.3,95.3,2.3
E00032627,0.3,0.3,2.3,96.6,0.6
E00032628,0,0,0,100,0
E00032637,0.3,5.9,0.8,92.4,0.6
E00032639,4.8,0,2.5,92.7,0
E00032640,2.1,0.8,5.1,91.9,0
E00032641,1.2,7.3,1.7,88.6,1.2
E00032644,1.2,0,2.7,96.1,0
E00032645,1.7,0,3.7,93.4,1.1
E00032646,0.8,0.4,1.9,97,0
E00032647,0.9,1.3,1.7,95.7,0.4
E00032649,3.3,2,1.5,91.5,1.8
E00032650,1.7,0,2.4,95.9,0
E00032651,0.4,0.4,2,95.3,2
E00032652,0,0.4,0.8,98.9,0
E00032653,4,0,0.9,95.1,0
E00032654,0.3,4.1,0,93.4,2.2
E00032656,2,0,1.1,96.8,0
E00032657,0,0,1,99,0
E00032659,0.5,1.4,1.8,96.3,0
E00032660,0,0.5,3.2,96.4,0
E00032661,0,1.1,2.5,96.5,0
E00032662,0,0.9,0.3,98.5,0.3
E00032663,2.9,0,4.1,90.9,2.2
E00032664,1.6,0,4.4,93.4,0.6
E00032665,3,1.3,3,89.8,3
E00032666,0,2,0,97.7,0.3
E00032667,2.3,0,2.1,95.6,0
E00032668,0,0,2.9,97.1,0
E00032686,0,0,0.3,99.7,0
E00032687,0.2,0.7,1.8,97.1,0.2
E00032688,3,0,1.5,95.1,0.4
E00032689,2.9,0,1.6,93.6,1.9
E00032690,0,0,4.2,95.8,0
E00032691,2.9,2.9,4.3,87,2.9
E00032692,1.5,0,0.4,97.8,0.4
E00032693,4.4,1.3,3.6,88.9,1.8
E00032694,0.8,0,0.8,98,0.4
E00032695,1.1,0,2.2,96.3,0.4
E00032696,0,0,2.2,96.4,1.4
E00032697,0.4,0.4,0.4,98.9,0
E00032698,1.3,0.3,2.2,95.5,0.6
E00032699,0,0.4,0.9,97.8,0.9
E00032700,2.1,0.4,3.2,93.9,0.4
E00032701,0,0.3,1.8,96.5,1.5
E00032702,2,0.7,2,95.3,0
E00032703,2.2,2.5,2.2,93,0
E00032704,1,0,2.4,96.6,0
E00032705,0,1.3,1.9,96.2,0.5
E00032706,2.1,0,1.8,96.1,0
E00032707,1.9,1.9,0.4,95.8,0
E00032708,4.3,0.5,1.9,93.3,0
E00032709,1.2,1.9,3.1,93.8,0
E00032752,7.8,0.2,1.7,90.2,0
E00032753,0,0,2,97.6,0.4
E00032754,1.4,0.3,1.7,96.6,0
E00032755,1,0.6,0,97.7,0.6
E00032756,12.7,0,4.1,81.3,1.9
E00032772,0.7,0.3,0.7,98.3,0
E00032775,1.5,0,0,98.5,0
E00032776,1.8,2.9,0.4,90.3,4.7
E00032777,3.5,2,0,94.5,0
E00032778,0.8,2.2,0.5,96.2,0.3
E00032779,0,0,0.3,99.3,0.3
E00032780,0.3,0,2,95.7,2
E00032782,2.6,2.2,0.7,92.7,1.8
E00032783,2.3,0.3,0,95.2,2.3
E00032784,0,0,0.8,99.2,0
E00032785,6.5,6.9,1.7,80.8,4.1
E00032787,5.3,1.9,0.4,91.3,1.1
E00032790,0,0.9,0.9,95.4,2.7
E00032791,2.5,3.1,0,94.1,0.3
E00032792,2.6,0.6,1.2,92.8,2.9
E00032793,2.1,3.1,2.6,92.1,0
E00032795,0.7,0.3,3.4,95.6,0
E00032796,0,0,0.9,99.1,0
E00032797,1.3,0,0.7,97.1,1
E00032798,0,0,1,99,0
E00032799,0,1.7,0,98.3,0
E00032800,1.2,0,1.2,97.4,0.2
E00032801,2.4,0.2,3.5,94,0
E00032802,1.3,0,2.7,94,2
E00032803,3.7,0,2.5,92.3,1.5
E00032804,2.5,0.3,2.8,94.1,0.3
E00032805,1.7,0,0.6,97.4,0.3
E00032806,0,1.4,1.7,96.6,0.3
E00032807,1.5,0.4,1.5,95.9,0.7
E00032808,1.7,0,3.7,94.6,0
E00032809,0,1.3,0.3,98.1,0.3
E00032810,0.4,0,2.2,97.1,0.4
E00032811,1,0.3,2,96.7,0
E00032812,0.3,0,0.3,99.4,0
E00032813,1.9,0,6.8,91.3,0
E00032814,1.6,0,0.8,97.2,0.4
E00032815,1,0,0,99,0
E00032816,1.5,0.8,0,97.7,0
E00032817,2.1,0,2.8,94.3,0.8
E00032818,1.2,0.3,1.8,96.8,0
E00032819,2,0.2,1.1,96.6,0.2
E00032820,0.2,0.2,1.7,97.8,0.2
E00032821,5.3,0.2,1.7,91.4,1.4
E00032822,0,2.2,0,97.4,0.4
E00032823,0,3.4,0.9,95.7,0
E00032824,0,0.4,0,99.2,0.4
E00032825,3.4,2.3,2.3,92,0
E00032826,3.4,0.2,1.9,94.2,0.2
E00032827,2.2,1.3,0,96.4,0
E00032828,0,0,0,99.6,0.4
E00032829,0.5,0.3,1.5,95.6,2.1
E00032830,0,1.9,0.5,97.6,0
E00032831,0.6,0,0.3,98.1,1.1
E00032832,1.3,0,2.3,96,0.3
E00032833,0.4,0,2.9,96.8,0
E00032834,0,1.6,1.6,96.7,0
E00032835,1.6,0,2,96.4,0
E00032836,0,0,1.7,98.3,0
E00032837,1.3,2.2,3.8,91.4,1.3
E00032838,2.3,0.3,2.1,95.3,0
E00032839,0,0.4,1.1,98.5,0
E00032840,0.3,0.3,1.1,96.4,1.9
E00032841,0.9,0.6,1.6,96.9,0
E00032842,0,0,1.2,98.8,0
E00032843,2.2,0,1.2,95,1.6
E00032844,1.1,0.4,0.4,95.4,2.7
E00032845,1.4,4.7,0.9,93,0
E00032846,6.8,0,1,92.2,0
E00032847,3.5,0,2.5,93.7,0.4
E00032848,1.9,0,0,98.1,0
E00032849,0,0.8,3.6,95.2,0.4
E00032850,0,0,1.4,98.6,0
E00032851,0,0,0.9,98.7,0.3
E00032852,0.6,2.5,1.3,95,0.6
E00032853,0,0.4,0.4,98.9,0.4
E00032854,2.9,0,1.7,95.4,0
E00032855,0,0,0,99.6,0.4
E00032856,0,0.5,1,98.5,0
E00032857,1.7,0.7,1.7,95.2,0.7
E00032858,0.4,0,1.8,97.9,0
E00032859,0.3,0,2,97.4,0.3
E00032860,0,0,0.7,98.9,0.4
E00032861,0.4,0.8,0,98.3,0.4
E00032862,0,0,0,99.7,0.3
E00032863,1,0,1.3,97.8,0
E00032864,0,1.9,1.9,96.2,0
E00032865,0,0.4,0.8,98.1,0.8
E00032866,4.6,1.5,0,93.5,0.4
E00032867,2.9,1.2,2.1,92.1,1.7
E00032868,0,0,1.5,98.5,0
E00032869,0,0,1.9,98.1,0
E00032870,0.3,1.4,2.4,93.9,2
E00032871,0,0,0.9,99.1,0
E00032872,0.6,1.3,2.8,95,0.3
E00032873,0,0,3.4,96.6,0
E00032874,0,0,0.7,99.3,0
E00032875,0,1.8,2.4,95.5,0.3
E00032876,0,0,1.5,98.5,0
E00032877,0.3,0,1.3,98.4,0
E00032878,0,0,1.1,98.9,0
E00032879,0,0,3.8,96.2,0
E00032880,0.3,1.3,1,97.5,0
E00032882,0,0.3,1.2,98.5,0
E00032883,3.8,0,0.6,94.2,1.5
E00032884,0.4,0,0,99.6,0
E00032885,0,0,1,99,0
E00032886,0,0,2,98,0
E00033265,0,2.8,5.3,91.9,0
E00033266,4.6,3.6,1,90.7,0
E00033271,14.1,2.1,0.3,82.6,0.9
E00033272,1.4,0,0,95.2,3.5
E00033274,0.4,3.4,4.2,92,0
E00033275,0,0.4,1.2,98.5,0
E00033277,0,1.1,3.8,95,0
E00033289,0.9,0,2.2,96.5,0.4
E00033290,5.6,0.8,2,91.6,0
E00033291,2.4,2,1.7,93.5,0.4
E00033292,0,0,1.5,98.5,0
E00033293,1,2.6,0,96,0.3
E00033294,15.6,1.7,1.7,81,0
E00033295,0.3,2.1,2.1,95.5,0
E00033296,0,0,0,100,0
E00033297,3.9,1.2,5.1,89.8,0
E00033301,1.8,2.2,5.8,88.5,1.8
E00033302,3.3,2.7,3,88.3,2.7
E00033304,0,1.2,2.3,96.2,0.4
E00033305,4.7,0,1.4,92.8,1.1
E00033307,1.8,2.4,4.9,89.4,1.5
E00033308,0.9,1.4,0.5,97.3,0
E00033309,0.3,0,3.1,95.2,1.4
E00033310,1.7,0,5.9,90.8,1.7
E00033313,0,2.3,1.3,95.8,0.6
E00033314,8.3,1.9,0,89.8,0
E00033316,2.6,1.4,1.7,94.3,0
E00033317,3.4,0,3.9,91.3,1.4
E00033320,2.6,1.9,2.9,90.9,1.6
E00033322,7.9,0,2.4,87.3,2.4
E00033323,1.7,0,1.7,96.3,0.3
E00033324,0.3,2,2,93.5,2.3
E00033326,0.4,1.8,0,97.5,0.4
E00033327,0.4,0.4,1.5,97.7,0
E00033331,3.7,0.3,2.5,93.6,0
E00033332,7.7,0.3,1.4,90.6,0
E00033333,8.3,0,3.3,87.3,1
E00033334,2.8,0.4,2.8,92.3,1.8
E00033335,3.9,2.3,2,90.2,1.6
E00033336,6.9,0,2.9,88.2,2
E00033337,0,0.5,1,98.5,0
E00033339,14.5,1.3,1.3,79.5,3.4
E00033340,6.8,0.7,3,89.5,0
E00033341,2.7,0.6,1.8,94.8,0
E00033342,0,0.3,1.3,98.4,0
E00033343,5.4,0,3.5,90.7,0.4
E00033344,4.7,0.3,0.9,94.1,0
E00033345,4.8,0.9,3,91.2,0
E00033346,2.6,0,4.1,90,3.3
E00033347,5.4,0,3.2,91.1,0.3
E00033348,4,0.3,2.5,92.9,0.3
E00033349,5.2,0.3,2.4,91.7,0.3
E00033350,0,0,1.3,97.4,1.3
E00033352,2,0,4.3,92.4,1.3
E00033353,1.6,0.4,4.4,93.6,0
E00033355,2.6,5.2,1.4,90.7,0
E00033361,2.8,1.8,2.3,91.2,2
E00033362,0,0.7,1.8,96.7,0.7
E00033363,3.6,0,0.5,95.9,0
E00033364,1.6,2.7,2.4,91.8,1.4
E00033365,3,1.4,3.2,90.9,1.6
E00033366,2.7,0.8,0,96.6,0
E00033375,8.8,0.3,3.3,84.2,3.5
E00033376,1.9,0,4.2,92.5,1.3
E00033377,4,1.8,2.9,90.6,0.7
E00033381,5.3,0.5,4.4,89.8,0
E00033418,7,0.5,2.1,89,1.4
E00033422,12.7,1.2,2.7,81.3,2.2
E00033528,0,0,0.4,95.5,4.1
E00033537,1.3,0.3,3.5,92.7,2.2
E00033552,0.9,0,1.3,94.3,3.5
E00033553,2.6,0,0,96,1.4
E00033554,2.6,0,1.3,92.8,3.3
E00033556,0.6,0.3,2.3,96.8,0
E00033557,0,0,0.3,99.7,0
E00033558,1.5,0,1.2,95.7,1.5
E00033559,4.2,0.4,1.5,93.8,0
E00033570,1.3,0,1.3,96.1,1.3
E00033573,0,1.6,2.7,95.6,0
E00033624,0,0,2.4,97.6,0
E00033625,3.9,1.9,2.3,90.7,1.3
E00033626,18.9,1.2,0,77.9,2
E00033627,11.6,2.9,2,81.4,2
E00033628,3,0,2,95,0
E00033629,6.2,0,3.2,88.6,2
E00033631,0,1.5,3,93.5,2
E00033632,3.1,7.8,4.5,82.9,1.7
E00033633,0,0.4,0.9,98.2,0.4
E00033634,2.2,4.2,1.6,92,0
E00033635,3.6,0.4,0.8,95.2,0
E00033636,2.7,7,1.9,86.5,1.9
E00033637,11.2,7.8,5.5,75.2,0.2
E00033639,3.3,3.7,2.8,89.8,0.4
E00033640,7,4.3,3.3,82.5,3
E00033641,4.8,0,1,94.2,0
E00033642,0,0,0,98.6,1.4
E00033643,1.7,0,2.1,96.3,0
E00033644,3.6,5.3,2.7,87.8,0.6
E00033645,2.2,0,1.1,96.8,0
E00033646,0.6,2.4,4.2,86.8,6
E00033647,7.2,1.4,2.4,87,2
E00033648,2.2,1.8,1.1,94.9,0
E00033649,22.2,0,3.6,71.6,2.6
E00033650,2.4,1.2,1.5,94.4,0.6
E00033651,5.9,1.6,2.2,87.1,3.2
E00033652,1.7,0.3,3.7,90.5,3.7
E00033653,9.6,2,1.7,86.7,0
E00033654,4.6,0,2.1,90.7,2.6
E00033655,4.4,5.5,0.7,86.4,3
E00033656,1.9,0.5,4.2,88.4,5.1
E00033657,0,0,1.8,75.7,22.6
E00033658,3.6,3.9,2.7,87.7,2.1
E00033662,0,1.9,1.9,94,2.2
E00033663,3.7,2.8,0,93.5,0
E00033664,5.5,0,0,94.5,0
E00033665,6.6,1.7,2.4,88.4,0.9
E00033666,4.3,5.1,2.7,83.6,4.3
E00033667,6.6,0,3.2,88.6,1.6
E00033668,4.2,0.4,1.9,92.4,1.1
E00033669,3.1,3.7,1.6,91.6,0
E00033992,1.5,0,1.1,95.2,2.2
E00033993,3.4,0,4.6,90.2,1.7
E00033997,0.8,1.1,4.6,93.5,0
E00033998,1.1,1.5,1.5,95.8,0
E00033999,4.4,0,2,93.5,0
E00034000,0,0.4,2.6,97.1,0
E00034001,2,0.2,3.7,93.3,0.7
E00034002,0,1.3,2.5,96.2,0
E00034003,2.6,0.5,5.2,91.2,0.5
E00034004,0.8,2.8,2,92,2.4
E00034005,2.8,0.3,5,91.9,0
E00034006,1.4,0,4,94.6,0
E00034007,0,0,3.4,94.5,2.1
E00034008,3.2,1.4,1.8,93.5,0
E00034009,1.8,0,7,91.2,0
E00034010,1.6,0,0.8,91.9,5.7
E00034011,0,0.9,3.2,94.1,1.8
E00034012,0.9,2.1,1.7,95.3,0
E00034013,0.3,0,4.2,95.5,0
E00034015,0.9,1.6,2.7,94.9,0
E00034016,0,0.8,0.8,97.7,0.8
E00034315,1.9,0,1.6,96.5,0
E00034316,0,0,1.6,98.4,0
E00034317,1.9,0,3.2,93.5,1.3
E00034318,3.7,0,2.4,93.9,0
E00034319,3.4,0.9,5.2,90.5,0
E00034320,0,0,5.6,94.4,0
E00034321,1.7,0,2.8,95.6,0
E00034322,1.6,2.8,3.7,91.6,0.3
E00034323,0.4,0,2.9,96.7,0
E00034324,0,1.1,4.8,91.1,3
E00034325,0,0,2.5,97.5,0
E00034326,4.9,2.3,1.9,90.9,0
E00034327,4.5,0,4,91.1,0.4
E00034328,12.3,2.6,1.9,83.1,0
E00034329,1.2,0,2.5,96.3,0
E00034330,2,0,4.7,92.9,0.4
E00034331,4.1,0.8,6.3,88.8,0
E00034332,0,2.9,1.6,94.5,1
E00034333,1.7,1.7,2,94.5,0
E00034335,4,1.8,2.2,91.3,0.7
E00034336,0.4,2.1,3,93.2,1.3
E00034337,0.3,0,0.3,98.7,0.6
E00034338,0,0.4,2.4,96.8,0.4
E00034339,4.9,0,0,94.8,0.3
E00034340,0,0,0,100,0
E00034341,0,2.3,3.4,94.4,0
E00034342,0.4,0,1.3,98.3,0
E00034343,5.1,1.4,1.8,91.7,0
E00034344,10.9,0.4,2.7,84,1.9
E00034345,34.4,0,2.2,63.4,0
E00034346,3.1,0,2.6,93.3,1
E00034347,0.8,2.9,2.9,93.3,0
E00034348,5.9,0,2.5,89.8,1.7
E00034443,3.9,0.4,5,90.8,0
E00034444,1.1,0,2.7,95.8,0.4
E00034446,6.1,1.6,1.4,88.9,1.9
E00034449,1.6,0.5,0,97.3,0.5
E00034457,4.3,0,0,95.3,0.4
E00034458,4.4,0,3.6,92.1,0
E00034459,0,0.7,2.4,96.5,0.3
E00034460,10.8,0,0,86.4,2.8
E00034461,11.7,3.4,0.6,83.8,0.6
E00034462,1.2,0,2.4,95.9,0.4
E00034463,5.4,1.2,1.6,88.3,3.5
E00034464,1.2,0,2.8,96,0
E00034465,9.8,3.7,2.4,83.7,0.4
E00034466,0,0,1.1,98.9,0
E00034467,2.8,0,2.1,95.1,0
E00034468,1.9,0.3,4.1,93.1,0.6
E00034469,3.4,1.1,1.5,93.3,0.7
E00034470,13,0,1.6,82.3,3.1
E00165758,2.8,0,0,97.2,0
E00165759,4.3,1.9,1.9,91.9,0
E00165760,1.2,0,0.4,92.7,5.6
E00172022,0.3,1.2,0,98.5,0
E00172037,4.7,2.9,2.1,89.7,0.6
E00172038,0,2,1.6,96.2,0.2
E00172128,0,1.9,2.3,95.3,0.5
E00176598,4.7,0,1.9,92.2,1.2
E00176599,1.9,0,0.5,97.6,0
E00176600,8.5,2,1.5,88.1,0
E00176601,12.7,3.5,1,82.1,0.6
E00176677,2,3.3,1.3,93.3,0
E00176678,3.4,0,3.1,93.5,0
E00176750,0,1.2,1.6,97.3,0
E00176754,1.9,7,2.2,86.3,2.6
E00176755,1.3,3,1.3,94.4,0
E00176771,2.5,1.7,3.6,91.4,0.8
E00176772,3.9,0.4,3.1,91.5,1.2
E00182960,6,0.5,3.8,87,2.7
E00182963,6.8,0,2.8,87.5,2.8
E00182977,3.8,2.4,5.6,88.2,0
E00182982,12.2,0,2.3,84.6,1
E00183011,0,0,0,100,0
E00185149,0,4.4,0.7,94.8,0
E00185157,2,3.3,1.6,93.1,0
E00185160,8,0,1,90.7,0.3
E00185161,0,1.3,3.1,95.4,0.3
E00185162,8.4,2.5,2.1,84.2,2.7
E00185165,6.7,7.3,6,78.7,1.3
E00185166,10.8,4.4,4.8,78.6,1.5
E00185167,1.9,1.1,3,91.5,2.6
