geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00027920,64.5,2.5,33
E00027921,67.1,2.3,30.6
E00027922,55.3,2.3,42.3
E00027924,65,0,35
E00027925,51.6,1.9,46.5
E00027926,62.4,1.7,35.9
E00027929,66.2,2.9,30.9
E00027930,76.4,3,20.7
E00027931,57.1,0.5,42.3
E00027932,51.7,2.1,46.3
E00027934,65,2.5,32.5
E00027950,64.2,1.8,33.9
E00027951,57.2,1.5,41.3
E00027952,54.4,2.5,43.2
E00027953,60.7,0.4,38.9
E00027954,52,4,44
E00027955,62.5,1.3,36.2
E00027956,57.1,2.7,40.2
E00027957,56.7,4.7,38.6
E00027958,47.7,3.6,48.7
E00027959,66.5,3.6,29.9
E00027960,63.8,2.3,33.8
E00054845,64.3,1.9,33.7
E00054846,67.1,1,31.8
E00054847,65.1,3,31.9
E00054848,64.1,1.9,34
E00054849,49.7,4.6,45.7
E00054850,67.5,0,32.5
E00054851,63,6,31
E00054852,59.9,0.6,39.5
E00054853,59.1,3.2,37.7
E00054854,51.7,4,44.4
E00054855,62.9,2.2,34.8
E00054856,64.2,0,35.8
E00054857,52.8,6.2,41
E00054858,50.7,4,45.3
E00054859,58.4,2,39.6
E00054860,48,2.2,49.8
E00054861,51.3,4.2,44.5
E00054865,57.4,3.8,38.8
E00054866,59.9,1.4,38.7
E00054867,35.4,0,64.6
E00054868,55,1.3,43.7
E00054869,61.4,2.1,36.5
E00054870,51.6,2.1,46.3
E00054871,66.4,3.7,29.9
E00054872,67.9,1.2,31
E00054873,43.3,1.2,55.5
E00054874,51.6,2.8,45.7
E00054875,59.5,3.9,36.6
E00054876,60.7,2.3,36.9
E00054877,55.9,2.8,41.2
E00054878,53.1,2.6,44.3
E00054879,46.5,1.5,52
E00054880,57.9,4.3,37.8
E00054882,70.7,1.1,28.2
E00055030,52.3,3.4,44.4
E00055031,65.2,2.1,32.8
E00055033,54.2,1.9,43.9
E00055034,59,1.5,39.6
E00055035,59.5,0,40.5
E00055037,39.8,4,56.2
E00055038,62.4,3.5,34.1
E00055039,67.4,4.2,28.4
E00055043,58.2,3,38.8
E00055044,57.4,2.6,40
E00055045,62,2.9,35.1
E00055046,50.9,5,44.1
E00055047,59.2,3.8,37.1
E00055048,67,2.1,30.9
E00055049,60.4,4.6,35
E00055050,66.1,4.3,29.6
E00055051,54.9,2.4,42.7
E00055052,42.7,2.9,54.4
E00055053,41.3,1.3,57.4
E00055054,58.8,2.7,38.6
E00055055,61.3,0.8,37.8
E00055056,55.1,3.4,41.5
E00055057,42.3,1.4,56.4
E00055058,62.5,1.8,35.7
E00055059,49,3,47.9
E00055060,25.2,6.9,67.9
E00055061,52.9,2.6,44.5
E00055062,64.7,2.8,32.6
E00055063,57.5,2.6,39.9
E00055064,56.9,1,42.2
E00055065,59.2,3.2,37.6
E00055066,58.2,2,39.8
E00055208,53.4,2.2,44.4
E00055209,62.5,1.1,36.4
E00055210,63,2.3,34.7
E00055213,65.4,2.6,32
E00055215,64.5,1.3,34.3
E00055219,36.1,5,58.8
E00055220,48.1,3.8,48.1
E00055222,63.1,2.9,34
E00055225,58.1,2.2,39.6
E00055226,42.1,0.9,57
E00055228,61.4,3.1,35.5
E00055229,63.6,3.1,33.3
E00055230,55.9,1.4,42.7
E00055231,65,3.9,31.1
E00055233,66.9,1.8,31.3
E00055234,64.5,0.3,35.2
E00055236,69.2,1.1,29.6
E00055238,54.4,2.8,42.8
E00055239,65.6,3.1,31.3
E00055240,61.3,0.6,38.1
E00055241,56.9,2.2,40.9
E00055242,67.8,1,31.2
E00055244,61.9,2.7,35.4
E00055245,58.5,1.7,39.8
E00055356,54.7,0,45.3
E00055357,54.8,6.3,38.9
E00055358,59.8,3.8,36.4
E00055359,60.3,4.2,35.4
E00055360,58,1.6,40.4
E00055361,52.7,4.5,42.9
E00055363,53.2,4.8,42
E00055364,58.1,2.4,39.5
E00055365,61.8,3.8,34.4
E00055366,62.9,5,32.2
E00055367,54.7,7.2,38.1
E00055368,34,1.9,64.1
E00055369,62.2,2.1,35.6
E00055370,61.1,3.2,35.7
E00055371,52.7,2.6,44.7
E00055372,55.3,5.5,39.2
E00055374,54.7,1,44.3
E00055383,40.4,6.2,53.5
E00055384,53.2,5,41.8
E00055386,47.7,2.8,49.5
E00055387,54.2,4.9,40.9
E00055388,54.3,3,42.6
E00055389,60.2,2.9,36.9
E00168657,68.8,1.8,29.4
E00168658,75.1,5.7,19.2
E00168659,73.6,3.1,23.3
E00178692,51.7,1.1,47.2
E00178707,57.8,2.2,40.1
