geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00134648,16.3,41.8,30.5,11.3
E00134649,24.6,37.7,27.9,9.8
E00134650,30.3,38.6,24.1,6.9
E00134651,13,36.6,37.4,13
E00134652,24.4,51.1,18.3,6.1
E00134653,13,41.6,30.4,14.9
E00134654,15.8,43.2,33.1,7.9
E00134655,12.4,38.2,29.2,20.2
E00134656,8.7,37,33.9,20.5
E00134657,8.8,44.5,34.3,12.4
E00134684,7,23.3,39.5,30.2
E00134686,9.2,43.7,37.4,9.8
E00134687,9.9,40.4,34.8,14.9
E00134688,8.3,36.3,38.9,16.6
E00134689,3.3,39.7,48.8,8.3
E00134690,20.6,46.6,30.4,2.4
E00134691,6.2,33.3,40.3,20.2
E00134692,9,41.7,34.7,14.6
E00134693,5.1,28.3,53.6,13
E00134694,7.3,38.7,34.7,19.4
E00134695,3.2,38.1,44.4,14.3
E00134696,6.7,22.2,51.1,20
E00134697,5.1,28.8,46.3,19.8
E00134698,8.6,33.3,41.4,16.7
E00134699,6.3,37.3,38,18.3
E00134700,5.3,41.1,38.4,15.2
E00134701,4.4,33.1,33.1,29.4
E00134702,5.9,42.2,35.6,16.3
E00134703,11.6,48.1,31,9.3
E00134704,17.3,41.3,30.7,10.7
E00134705,13,48.9,32.1,6.1
E00134706,11.2,36.4,40.3,12.1
E00134707,10.5,55.2,25.9,8.4
E00134708,6.1,46.7,32.7,14.5
E00134709,6.1,38.9,42.7,12.2
E00134710,3.3,46.3,41.5,8.9
E00134711,11.1,45.8,28.8,14.4
E00134713,24.7,50.5,16.1,8.6
E00134714,10.9,43,28.9,17.2
E00134715,5.2,31.3,38.5,25
E00134716,14.4,41.2,27.8,16.5
E00134717,5.6,41.1,31.5,21.8
E00134719,3.6,30.6,40.5,25.2
E00134720,6.7,37.1,40.4,15.7
E00134721,1.1,37.9,36.8,24.1
E00134722,6.8,46,35.4,11.8
E00134723,14.2,29,40.1,16.7
E00134724,4,44.3,36.9,14.8
E00134725,0.8,23.3,48.3,27.5
E00134726,17.7,50.3,27.2,4.8
E00134727,6.4,44.7,32.6,16.3
E00134728,12.8,43.9,28,15.2
E00134729,7,31.7,47.9,13.4
E00134850,5,24.9,42.5,27.6
E00134851,10.1,29.2,45.8,14.9
E00134852,8.2,41.8,37.3,12.7
E00134853,8.3,33.1,40.7,17.9
E00134854,5.1,29.9,41,23.9
E00134855,8.6,33.6,41.4,16.4
E00134856,6.1,42.2,36.1,15.6
E00134857,12.7,47.1,33.8,6.4
E00134858,9.4,46.8,31.8,12
E00134890,3.7,36.2,42.3,17.8
E00134891,6.5,38.4,36.2,18.8
E00135053,5.5,36,43.9,14.6
E00135054,0,41.8,42.5,15.7
E00135055,14.8,43,28.9,13.3
E00135057,4.7,31.3,45.3,18.8
E00135060,7.8,23.5,46.1,22.5
E00135065,8.1,38.9,38.9,14.1
E00135067,19.8,33.1,32.2,14.9
E00135068,12.7,45.1,33.3,8.8
E00135069,11.2,42.7,32.6,13.5
E00135070,8,30.5,41.2,20.3
E00135071,9.9,50.5,27.5,12.1
E00135072,25.6,58.1,9.3,7
E00135073,10.7,45.5,24,19.8
E00135074,5.7,36.8,43.7,13.8
E00135075,17.3,39.7,35.9,7.1
E00135076,44.6,33.9,17.9,3.6
E00135077,6.3,47.6,28.6,17.5
E00135078,10.3,43.3,33,13.4
E00135079,9.5,54.1,29.7,6.8
E00135080,16.5,46.6,25.2,11.7
E00135081,8.5,43.9,34.1,13.4
E00135082,13.6,48.5,31.1,6.8
E00135083,14,49.3,22.1,14.7
E00135084,12.1,49.1,29.3,9.5
E00135085,8.9,46.4,33.9,10.7
E00135088,23,47.6,22.2,7.1
E00135089,6.4,41.6,40,12
E00135090,27.6,44.7,22.8,4.9
E00135091,16.9,51.7,24.6,6.8
E00135092,27.9,37.8,27,7.2
E00135093,20,37.5,35,7.5
E00135094,27.1,37.5,24,11.5
E00135095,9,41,29.5,20.5
E00135096,14.8,45.9,30.4,8.9
E00135097,38.5,41,15.4,5.1
E00135098,17.6,48.1,22.9,11.5
E00135099,7.5,48.3,32,12.2
E00135100,12.8,43.1,35.8,8.3
E00135101,12.6,46.2,32.8,8.4
E00135103,11.9,51.6,29.4,7.1
E00135104,18.3,42.6,33.9,5.2
E00135105,14.6,36.9,32,16.5
E00135106,13.9,47.6,30.1,8.4
E00135107,8.2,48.5,32.8,10.4
E00135108,19.1,50.4,22.6,7.8
E00135109,11,40.4,38.2,10.3
E00135110,16.1,36.3,36.3,11.3
E00135111,12.3,52.8,22.6,12.3
E00135112,26.7,47.5,20.8,5
E00135113,10.4,43.5,34.8,11.3
E00135114,16.7,48.6,23.9,10.9
E00135115,20.4,46.3,25,8.3
E00135116,19.5,51.1,21.8,7.5
E00135117,17.8,54.2,22.4,5.6
E00135118,15,40,32.9,12.1
E00135119,20.3,43.9,25,10.8
E00135120,11.4,55.3,28.8,4.5
E00135121,12.5,43.3,32.5,11.7
E00135122,6,51.8,33.1,9
E00135123,8.9,44.6,31.2,15.3
E00135124,22.2,48.5,21.2,8.1
E00135125,21.5,45.8,22.4,10.3
E00135126,16.5,45.2,30.4,7.8
E00135127,27.1,44.9,23.7,4.2
E00135128,26.6,45.2,25.8,2.4
E00135129,43,36.8,14,6.1
E00135130,27.4,46.2,18.8,7.7
E00135131,22.9,48.6,22.9,5.5
E00135132,18.2,48.9,17.5,15.3
E00135133,17.1,37.4,35,10.6
E00135134,18.9,46.5,21.3,13.4
E00135135,10.2,38.2,35,16.6
E00135136,15.2,49.5,24.8,10.5
E00135138,21.3,46.8,27.7,4.3
E00135139,30.4,36.8,24,8.8
E00135140,5.4,37.8,37.8,18.9
E00135141,63.2,29,6.5,1.3
E00135142,22.5,60,15.8,1.7
E00135143,36.6,51.4,9.2,2.8
E00135144,52.9,39,7,1.2
E00135145,55.3,36.2,6.6,2
E00135146,48.3,37.1,12.6,2.1
E00135147,53.9,32.3,13.8,0
E00135148,45.5,41.2,10.3,3
E00135149,26.8,63.8,7.1,2.4
E00135150,51.9,32.3,11.4,4.4
E00135151,58.3,33.5,6.8,1.5
E00135152,61.3,31,7,0.7
E00135153,54.8,37.7,6.8,0.7
E00135154,60.2,32.4,4.6,2.9
E00135155,30.1,48.5,15.4,5.9
E00135156,32.4,37.2,22.8,7.6
E00135157,43.6,35.8,16.4,4.2
E00135158,48,40,10,2
E00135159,15.8,50.4,25.9,7.9
E00135160,36.7,42.4,18,2.9
E00135161,32.2,42.4,18.6,6.8
E00135162,41.9,41.9,12.1,4
E00135163,24.8,49.6,21.6,4
E00135164,40.3,45.5,9.7,4.5
E00135165,39.7,52.7,7.6,0
E00135166,51.1,35.9,9.2,3.8
E00135167,14.3,35.3,35.3,15.1
E00135168,19.4,53.9,21.8,4.8
E00135169,34.6,40.9,16.5,7.9
E00135170,16.1,46.8,27.4,9.7
E00135171,34.6,44.9,14.2,6.3
E00135172,27.9,47.5,16.4,8.2
E00135173,14.2,41.7,31.5,12.6
E00135174,15,55.1,22.8,7.1
E00135175,34.7,49.6,9.9,5.8
E00135176,43.7,40.3,13.4,2.5
E00135177,24,49.6,18.2,8.3
E00135178,32.5,46.7,17.5,3.3
E00135179,36.4,37.2,19.8,6.6
E00135180,30.9,48.8,14.6,5.7
E00135181,50,35.7,11.9,2.4
E00135182,47.5,34.5,13.7,4.3
E00135183,25.9,46.3,18.5,9.3
E00135184,49.3,34.3,10.7,5.7
E00135185,47.3,38.8,12.4,1.6
E00135186,45.8,35,15.8,3.3
E00135187,53.3,36.9,6.6,3.3
E00135188,46.9,35.9,12.5,4.7
E00135189,31.1,37.7,21.3,9.8
E00135190,20.1,43,28.2,8.7
E00135191,45,41.9,10.1,3.1
E00135192,36.2,39.9,18.8,5.1
E00135193,29.6,54.2,14.8,1.4
E00135194,34.9,38.4,24,2.7
E00135195,7.4,45.9,29.5,17.2
E00135196,17.7,43.8,23.1,15.4
E00135197,15.4,41.3,30.8,12.4
E00135198,9.1,49.2,26.5,15.2
E00135199,18.2,47.4,26.6,7.8
E00135200,3.4,47.6,37.5,11.5
E00135201,8.1,39.9,37,15
E00135202,11.7,41.4,34.4,12.5
E00135203,17.3,48.1,23.2,11.4
E00135204,6.4,48.6,27.5,17.4
E00135205,6.9,31.4,35.3,26.5
E00135206,27,47.7,18.9,6.3
E00135207,13.6,43.2,33.1,10.2
E00135208,10,49,28,13
E00135209,7.2,37.6,34.4,20.8
E00135210,6.3,45,33.3,15.3
E00135211,7.9,30,42.6,19.5
E00135212,4.2,26.1,44.8,24.8
E00135213,5,40.8,40,14.2
E00135214,9.3,28.8,44.1,17.8
E00135215,3.6,34.1,39.1,23.2
E00135216,5.7,44.8,32.2,17.2
E00135217,5.6,26.9,40,27.5
E00135218,5.8,38,36.5,19.7
E00135219,26.2,54.9,15.6,3.3
E00135220,21,49,24.5,5.6
E00135221,27.8,46.8,21.4,4
E00135222,23.6,46.4,26.4,3.6
E00135223,12,43.2,34.4,10.4
E00135224,46.3,37.5,14,2.2
E00135225,16.1,41.9,34.7,7.3
E00135226,11.5,39.8,35.4,13.3
E00135227,11.5,48.4,27,13.1
E00135228,13.5,41.3,27.8,17.5
E00135229,17.9,47.8,27.6,6.7
E00135230,29.8,47.6,17.7,4.8
E00135232,14.2,47,28.4,10.4
E00135233,14.2,40.4,29.5,15.8
E00135234,7.1,39.4,40.2,13.4
E00135235,7.1,39.7,40.5,12.7
E00135236,11.2,55.2,28.4,5.2
E00135237,7.8,35.7,36.5,20
E00135238,6.8,44.9,35.6,12.7
E00135239,8.9,39.5,38.7,12.9
E00135240,5,40,35,20
E00135241,9.1,34.7,39.7,16.5
E00135242,6.2,41.5,23.1,29.2
E00135243,5.5,35.4,38.6,20.5
E00135244,19.6,38.4,29.5,12.5
E00135245,8.6,46.6,32.8,12.1
E00135246,27.5,46.4,21.7,4.3
E00135247,9.6,38.4,37.7,14.4
E00135248,12,40.1,28.7,19.2
E00135250,13.7,53.4,21.2,11.6
E00135251,7.2,37.6,33.6,21.6
E00135252,3.4,32.8,38.8,25
E00135253,42.1,36.5,18.3,3.2
E00135254,24.4,41.2,23.7,10.7
E00135255,11.9,45,33.9,9.2
E00135256,24.5,44.9,19.4,11.2
E00135257,16.5,41.7,30.1,11.7
E00135258,13,38.2,33.6,15.3
E00135259,26.2,41,23,9.8
E00135260,35.3,50.9,10.3,3.4
E00135261,39.8,40.7,15.4,4.1
E00135262,12.1,42.7,30.6,14.5
E00135263,30.8,42.7,23.1,3.4
E00135264,20.2,44.7,29.8,5.3
E00135265,41.2,43.7,12.6,2.5
E00135266,31.6,46.3,18.6,3.4
E00135267,31.9,46.2,20.2,1.7
E00135268,36.2,49.6,12.6,1.6
E00135269,26.4,44,21.6,8
E00135270,23,50,20,7
E00135271,38.4,32.1,20.5,8.9
E00135272,23.9,53.8,19.7,2.6
E00135273,23.1,44.6,20.8,11.5
E00135274,58.5,32.6,7.4,1.5
E00135275,31.3,50,17.5,1.3
E00135276,35.6,43.9,15.9,4.5
E00135277,26,39.4,27.6,7.1
E00135278,55.8,32.5,11.7,0
E00135279,59.1,31.2,7.1,2.6
E00135280,56.8,32,9.7,1.5
E00135281,43.6,35.3,16,5.1
E00135283,60.9,30.4,8,0.7
E00135284,52.2,31.8,14.6,1.3
E00135285,53.8,34.8,8.3,3
E00135286,55.3,31.7,10.6,2.4
E00135287,69.5,24.8,4.3,1.4
E00135288,60.9,28.8,7.7,2.6
E00135290,65.3,28.6,5.4,0.7
