geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00134648,52.8,31.7,0.7,14.8
E00134649,54.9,20.5,9,15.6
E00134650,33.1,11.7,33.1,22.1
E00134651,50,29.8,12.9,7.3
E00134652,48.9,16,6.9,28.2
E00134653,49.7,21.7,11.2,17.4
E00134654,40.3,28.8,0,30.9
E00134655,23.6,22.5,47.2,6.7
E00134656,62.2,29.1,5.5,3.1
E00134657,59.9,25.5,0,14.6
E00134684,58.8,29.4,3.5,8.2
E00134686,37.6,36.4,16.8,9.2
E00134687,42.2,42.2,2.5,13
E00134688,67.7,19,6.3,7
E00134689,55.4,39.7,0.8,4.1
E00134690,15.6,28,49.8,6.6
E00134691,64.8,30.5,0,4.7
E00134692,66.2,20.1,0.7,12.9
E00134693,55.8,36.2,4.3,3.6
E00134694,52.4,37.1,0.8,9.7
E00134695,40.9,40.9,6.1,12.1
E00134696,56.2,39.3,1.1,3.4
E00134697,58.5,28.4,0.6,12.5
E00134698,30.5,31.6,29.3,8.6
E00134699,49.7,23.1,18.2,9.1
E00134700,57.9,32.9,0,9.2
E00134701,29.4,19,4.3,47.2
E00134702,62.7,29.1,0.7,7.5
E00134703,66.1,26,0.8,7.1
E00134704,60.7,21.3,11.3,6.7
E00134705,35.9,32.8,2.3,29
E00134706,53.9,32.8,1,12.3
E00134707,36.3,35.6,3.4,24.7
E00134708,62,24.7,5.4,7.8
E00134709,36.9,49.2,0.8,13.1
E00134710,45.3,37.5,2.3,14.8
E00134711,57.8,31.2,3.2,7.8
E00134713,20.7,16.3,57.6,5.4
E00134714,64.1,21.1,0.8,14.1
E00134715,36.8,41.1,5.3,16.8
E00134716,38.8,25.5,28.6,7.1
E00134717,56.2,37.2,0.8,5.8
E00134719,62.4,26.6,0.9,10.1
E00134720,25.6,33.3,27.8,13.3
E00134721,57.3,33.7,3.4,5.6
E00134722,46.9,31.9,15,6.3
E00134723,46.6,39.9,7.4,6.1
E00134724,47.7,38.3,1.3,12.8
E00134725,45.8,39.2,8.3,6.7
E00134726,23,16.2,52.7,8.1
E00134727,56.6,28,5.6,9.8
E00134728,51.2,25,15.9,7.9
E00134729,46.5,35.9,2.8,14.8
E00134850,57.3,26.5,7.6,8.6
E00134851,30.5,26.3,24.6,18.6
E00134852,44,35.8,4.6,15.6
E00134853,42.5,40.4,8.2,8.9
E00134854,59,34.2,0.9,6
E00134855,39.8,27.3,21.9,10.9
E00134856,59.5,24.3,6.1,10.1
E00134857,30.3,29,29.7,11
E00134858,45.3,28,11.6,15.1
E00134890,50.9,36.6,3.7,8.7
E00134891,65.2,31.9,0,2.9
E00135053,54,31.9,2.5,11.7
E00135054,54.9,40.5,0,4.6
E00135055,32.5,23.8,35.7,7.9
E00135057,45.5,34.8,1.5,18.2
E00135060,73.5,22.5,0,3.9
E00135065,58.9,31.8,2.6,6.6
E00135067,42.4,34.4,8,15.2
E00135068,24.8,46.5,0,28.7
E00135069,29.2,55.1,5.6,10.1
E00135070,44.3,41.6,3.2,10.8
E00135071,34.1,48.4,1.1,16.5
E00135072,34.1,25,27.3,13.6
E00135073,62.2,26.9,6.7,4.2
E00135074,48.3,42.5,0,9.2
E00135075,59.2,26.8,1.9,12.1
E00135076,18,13.5,57.7,10.8
E00135077,37.1,38.7,3.2,21
E00135078,59.8,26.8,4.1,9.3
E00135079,64.6,24.5,2.7,8.2
E00135080,65.3,25.7,1,7.9
E00135081,67.1,25.6,0,7.3
E00135082,57.1,31.6,2.3,9
E00135083,66.7,21,2.2,10.1
E00135084,52.2,35.7,0,12.2
E00135085,55.4,31.3,1.8,11.6
E00135088,37,23.6,22.8,16.5
E00135089,78,19.7,0.8,1.6
E00135090,39.5,21.8,24.4,14.3
E00135091,59.3,26.3,4.2,10.2
E00135092,47.3,15.5,22.7,14.5
E00135093,44.9,21.2,28.8,5.1
E00135094,35.4,28.1,25,11.5
E00135095,52.1,38.8,1.7,7.4
E00135096,38.5,37,14.1,10.4
E00135097,15.1,20.2,52.9,11.8
E00135098,25.4,33.1,34.6,6.9
E00135099,34.7,36.1,5.4,23.8
E00135100,50,22.8,19.3,7.9
E00135101,44,31,1.7,23.3
E00135103,38.9,33.3,2.4,25.4
E00135104,62.1,25,0.9,12.1
E00135105,58.1,30.5,2.9,8.6
E00135106,63.1,19.6,3,14.3
E00135107,57.9,33.8,0.8,7.5
E00135108,22.7,29.1,0.9,47.3
E00135109,36.8,36,0,27.2
E00135110,48.4,34.7,1.6,15.3
E00135111,72.1,18.3,2.9,6.7
E00135112,48.3,15.3,30.5,5.9
E00135113,33,33.9,8.7,24.3
E00135114,63.8,26.2,0.7,9.2
E00135115,31.4,35.2,1,32.4
E00135116,65.4,15.8,1.5,17.3
E00135117,44.3,22.6,0,33
E00135118,69.2,24.5,0.7,5.6
E00135119,70.9,16.2,0.7,12.2
E00135120,72.7,23.5,0,3.8
E00135121,76,19,0.8,4.1
E00135122,65.1,28.3,0,6.6
E00135123,60.5,26.8,1.3,11.5
E00135124,49.5,17.2,4,29.3
E00135125,39.3,36.4,0.9,23.4
E00135126,51.3,29.9,7.7,11.1
E00135127,44.9,17.8,31.4,5.9
E00135128,78.2,11.3,1.6,8.9
E00135129,14.9,12.3,65.8,7
E00135130,40.4,16.7,33.3,9.6
E00135131,69.7,15.6,0.9,13.8
E00135132,67.2,21.2,0.7,10.9
E00135133,76.2,16.7,0.8,6.3
E00135134,61.7,12.5,2.3,23.4
E00135135,42.9,44.9,0.6,11.5
E00135136,45.3,32.1,1.9,20.8
E00135138,48.9,25.5,2.1,23.4
E00135139,36.8,23.2,15.2,24.8
E00135140,55.4,16.2,5.4,23
E00135141,12.3,7.1,35.5,45.2
E00135142,39.3,26.5,1.7,32.5
E00135143,24.6,19,3.5,52.8
E00135144,13.9,9.2,29.5,47.4
E00135145,19.7,6.6,23.7,50
E00135146,15.6,13.6,20.4,50.3
E00135147,10.5,11.4,24.1,54.1
E00135148,21.2,9.1,40,29.7
E00135149,26.9,16.2,5.4,51.5
E00135150,19.6,13.3,7.6,59.5
E00135151,11.4,6.9,5.9,75.7
E00135152,5.7,7.1,57.4,29.8
E00135153,13.1,6.9,20.7,59.3
E00135154,4.1,3.7,40.7,51.5
E00135155,25.9,24.4,3,46.7
E00135156,34.5,25.5,6.2,33.8
E00135157,17.6,21.8,6.7,53.9
E00135158,17.3,6.7,68.7,7.3
E00135159,39.2,19.6,21,20.3
E00135160,33.8,21.1,2.8,42.3
E00135161,41,20.5,2.6,35.9
E00135162,22.8,21.1,6.5,49.6
E00135163,34.4,27.9,0,37.7
E00135164,29.9,14.9,16.4,38.8
E00135165,18,15.8,26.3,39.8
E00135166,23.9,14.9,9,52.1
E00135167,59.3,33.9,0.8,5.9
E00135168,35.5,27.1,0.6,36.7
E00135169,22.8,22.8,29.9,24.4
E00135170,43,22.3,13.2,21.5
E00135171,26.6,27.4,21.8,24.2
E00135172,35.2,27,2.5,35.2
E00135173,46.8,38.1,7.9,7.1
E00135174,41.7,39.4,10.2,8.7
E00135175,31.1,26.2,18.9,23.8
E00135176,39,11.9,37.3,11.9
E00135177,18.9,19.7,45.1,16.4
E00135178,35.3,20.2,34.5,10.1
E00135179,21.7,27.8,43.5,7
E00135180,25.8,18.5,46.8,8.9
E00135181,10.3,11.9,66.7,11.1
E00135182,18.6,15.7,56.4,9.3
E00135183,23.4,30.8,37.4,8.4
E00135184,6.4,15,62.1,16.4
E00135185,11.9,11.1,63.5,13.5
E00135186,13.4,9.2,68.1,9.2
E00135187,9.8,9.8,71.3,9
E00135188,7.8,16.4,56.3,19.5
E00135189,29.3,16.3,43.1,11.4
E00135190,47.7,32.2,4.7,15.4
E00135191,22,15,47.2,15.7
