geography_code,disability_3a-001,disability_3a-002
E00039835,13.8,86.2
E00040307,23.3,76.7
E00040309,15.6,84.4
E00040310,16.4,83.6
E00040311,14.4,85.6
E00040313,16.7,83.3
E00040314,39.9,60.1
E00040462,23.6,76.4
E00040463,13.6,86.4
E00040464,28.1,71.9
E00040465,23.7,76.3
E00040466,17.1,82.9
E00040467,29.1,70.9
E00040468,29,71
E00040469,16.7,83.3
E00040470,19.7,80.3
E00040471,15.4,84.6
E00040472,27.9,72.1
E00040473,18,82
E00040474,13.1,86.9
E00040475,13.9,86.1
E00040476,19.6,80.4
E00040477,15.6,84.4
E00040478,21,79
E00040479,24.2,75.8
E00040480,14.5,85.5
E00040481,22.8,77.2
E00040482,28.6,71.4
E00040483,19.1,80.9
E00040484,18.4,81.6
E00040485,20,80
E00040486,14.7,85.3
E00040487,28.9,71.1
E00040488,19.3,80.7
E00040489,21.2,78.8
E00040490,18,82
E00040491,23.1,76.9
E00040492,17.8,82.2
E00040493,22.1,77.9
E00040494,17.1,82.9
E00040495,10.2,89.8
E00040496,14.6,85.4
E00040497,14,86
E00040498,17.4,82.6
E00040499,16.5,83.5
E00040500,18.7,81.3
E00040501,16.5,83.5
E00040502,15.8,84.2
E00040503,26.6,73.4
E00040504,52.9,47.1
E00040505,21.8,78.2
E00040506,40,60
E00040507,15.7,84.3
E00040508,16.7,83.3
E00040509,12.3,87.7
E00040510,18.2,81.8
E00040511,14.2,85.8
E00040512,13.5,86.5
E00040513,17.1,82.9
E00040514,22.6,77.4
E00040515,20.2,79.8
E00040516,17,83
E00040517,20.9,79.1
E00040518,13.5,86.5
E00040519,22.4,77.6
E00040520,21.4,78.6
E00040521,23.5,76.5
E00040522,23.8,76.2
E00040523,16.2,83.8
E00040524,17.4,82.6
E00040856,26.5,73.5
E00040857,14.1,85.9
E00040858,13.7,86.3
E00040859,15.8,84.2
E00040860,14.4,85.6
E00040861,14.7,85.3
E00040862,18.4,81.6
E00040863,13.9,86.1
E00040864,10.2,89.8
E00040865,14.8,85.2
E00040867,18.4,81.6
E00040879,13.6,86.4
E00040884,15.4,84.6
E00040885,15.2,84.8
