geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00039835,41.2,10.1,42.9,5.9
E00040307,35.4,16.2,36.4,12.1
E00040309,41.2,12.3,39.5,7
E00040310,45.8,7.3,37.5,9.4
E00040311,37.5,10.1,47.6,4.8
E00040313,43.2,8.9,39.6,8.3
E00040314,57.4,1.9,27.8,13
E00040462,54.5,6.7,23,15.8
E00040463,46.9,7.8,32.8,12.5
E00040464,51.3,6,27.4,15.4
E00040465,47.2,9.4,30.7,12.6
E00040466,46.4,6.5,28.3,18.8
E00040467,36.6,9.8,40.2,13.4
E00040468,54.6,12.4,13.4,19.6
E00040469,42.7,9.8,37.1,10.5
E00040470,37.4,10.5,37.4,14.6
E00040471,44.8,10.5,29.8,14.9
E00040472,54.1,9.4,21.4,15.1
E00040473,51.6,10.3,31.5,6.5
E00040474,50.3,8.2,32,9.5
E00040475,44.4,8.7,37.7,9.2
E00040476,39.5,6.7,37,16.8
E00040477,40.7,10.2,34.5,14.6
E00040478,59.7,12.3,12.3,15.6
E00040479,47.2,14.2,25.5,13.2
E00040480,49.1,8.3,31.9,10.6
E00040481,58.9,7.1,14.3,19.6
E00040482,51.9,9.9,22.1,16
E00040483,43,8.7,35.6,12.8
E00040484,50.7,5.3,25.7,18.4
E00040485,46.7,6,40.2,7.1
E00040486,46,8.5,30.7,14.8
E00040487,56.1,6.5,26.2,11.2
E00040488,50,9.6,25.4,14.9
E00040489,42,6.2,40.7,11.1
E00040490,51.4,8.3,29.2,11.1
E00040491,46.6,11.6,22.6,19.2
E00040492,41,6.8,45.3,6.8
E00040493,50.9,5.5,24.8,18.8
E00040494,49.7,5.6,35,9.6
E00040495,45.2,14.8,33.5,6.5
E00040496,47.5,4.3,35.5,12.8
E00040497,47.5,8.4,31.2,12.9
E00040498,46.2,8.9,36.1,8.9
E00040499,40.2,7.7,37.1,14.9
E00040500,45.5,13.1,25.3,16.2
E00040501,42,12.3,32.6,13
E00040502,52.2,10.7,23,14
E00040503,52,12.7,24.5,10.8
E00040504,33.3,22.2,33.3,11.1
E00040505,54.4,11.1,17.5,17
E00040506,57.4,14.7,2.9,25
E00040507,46.9,9.4,28.9,14.8
E00040508,41.5,9.2,36.6,12.7
E00040509,41.3,9.6,40.1,9
E00040510,45.3,11.2,30.4,13
E00040511,47.4,8.3,30.1,14.3
E00040512,46.7,10.4,31.1,11.9
E00040513,36.6,9.9,41.3,12.2
E00040514,52,9.8,29.3,8.9
E00040515,47.3,7.7,32,13
E00040516,46.8,8,34,11.2
E00040517,45.3,11.7,29.9,13.1
E00040518,43.4,8.1,36,12.5
E00040519,48.6,5.7,31.4,14.3
E00040520,39.4,12,30.3,18.3
E00040521,54.9,12.3,24.6,8.2
E00040522,50.9,10.3,27.6,11.2
E00040523,47.8,10.1,30.4,11.6
E00040524,44.7,11.3,39,5
E00040856,34.5,10.3,45.7,9.5
E00040857,42.1,8.8,46.2,2.9
E00040858,38.8,7.9,48.7,4.6
E00040859,35.2,13.8,44.8,6.2
E00040860,37.1,16.4,42.2,4.3
E00040861,41.3,10,39.4,9.4
E00040862,50.5,6.5,39.3,3.7
E00040863,36.1,13.9,41.7,8.3
E00040864,32.3,17.2,44.4,6.1
E00040865,51.2,12.2,23.6,13
E00040867,44.9,10.1,37.3,7.6
E00040879,47.1,13.7,32.7,6.5
E00040884,37.2,11.7,44.8,6.2
E00040885,39.6,8.5,45.3,6.6
E00040890,46.9,8.8,35.4,8.8
E00040892,39.7,9.9,42.7,7.6
E00040893,44.4,14.5,35,6
E00040895,45.3,15.1,33.1,6.5
E00040896,34.3,7.4,46.3,12
E00040898,33.3,15,47.6,4.1
E00040899,47.1,9.3,33.1,10.5
E00040901,48.1,15.4,32.7,3.8
E00040902,49.6,6.8,35,8.5
E00040903,44,10.6,39.7,5.7
E00040905,46.6,13.7,33.6,6.2
E00040968,53,4.8,30.1,12
E00040971,63.7,11.7,16.8,7.8
E00040973,56.5,11.3,17.7,14.5
E00040974,46.2,8.2,33.9,11.7
E00040975,48.6,8.7,34.1,8.7
E00040977,46.2,14,26.6,13.3
E00040978,57.1,7.1,25,10.9
E00040980,56.1,18.7,9.3,15.9
E00040981,61.8,7.3,18.7,12.2
E00040982,63.3,14.4,8.9,13.3
E00040983,64.9,9.3,6.2,19.6
E00040984,75,8.3,12.5,4.2
E00040985,64.3,6.2,10.9,18.6
E00040986,57.9,7.9,17.1,17.1
E00040987,59.5,10.3,16.4,13.8
E00040988,60.7,10,15,14.3
E00040989,54.6,13.1,15.4,16.9
E00040990,43.1,7.8,32.4,16.7
E00040991,52,8.8,14.7,24.5
E00040992,57.8,5.6,25.6,11.1
E00040993,52,12,22.7,13.3
E00040995,58.7,6.6,23.1,11.6
E00040996,50.6,9.3,24.7,15.4
E00040997,55,12.6,23.2,9.3
E00040998,62.8,9.7,15.2,12.4
E00041001,65.8,10.8,7.2,16.2
E00041005,48.2,4.3,30.2,17.3
E00041007,54.3,8.6,26.5,10.6
E00041009,53.9,3.9,29.8,12.4
E00041010,47.1,5.1,33.1,14.6
E00041016,45.9,8.9,37,8.1
E00041017,63,5,19.3,12.6
E00041018,51.5,10.5,30.4,7.6
E00041019,48.1,7.7,36.1,8.2
E00041172,43.8,7.6,35.7,13
E00041173,40.2,11.3,33.8,14.7
E00041175,28.1,17.9,40,14
E00041176,36.2,11.7,36.2,15.9
E00041177,38.6,10.5,35.9,15
E00041179,41.6,13.3,34.3,10.8
E00041180,54.4,8.7,16.5,20.4
E00041181,35.4,7.8,45.3,11.5
E00041182,40.2,11.7,33.5,14.5
E00041184,35.8,11.9,34.3,17.9
E00041185,33.3,12.4,47.5,6.8
E00041186,34.6,15.7,39.4,10.2
E00041187,39.3,12.9,38.6,9.3
E00041188,45,6.3,33.8,15
E00041189,41.2,13.2,35.3,10.3
E00041190,38.9,17.7,33.1,10.3
