geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00134233,10.7,46.3,31.5,11.4
E00134234,6.6,27,38.8,27.6
E00134235,7.8,33.9,34.8,23.5
E00134236,7.5,34.6,34.6,23.4
E00134314,8.8,38.1,37.2,15.9
E00134315,10.9,32,42.2,14.8
E00134316,9.1,28,34.8,28
E00134317,11.1,46.3,29.6,13
E00134318,3.4,37.6,46.3,12.8
E00134319,2.5,29.4,46.3,21.9
E00134336,8,34.5,39.8,17.7
E00134337,0,26.4,46.2,27.5
E00134338,6.5,29.7,41.9,21.9
E00134339,11.6,43.8,30.4,14.3
E00134341,7.5,34.6,42.9,15
E00134343,8.5,43.8,35.8,11.9
E00134344,5.1,36.1,40.5,18.4
E00134345,8.9,49.7,31.8,9.6
E00134346,6,38.1,39.3,16.7
E00134347,9.8,32.2,35.7,22.4
E00134348,7.3,31.3,41.9,19.6
E00134349,27.4,46.9,18.6,7.1
E00134351,0.8,23.3,40.8,35
E00134492,30.4,55.7,12,1.9
E00134493,14.8,49.2,26.6,9.4
E00134494,43.1,42.4,11.8,2.8
E00134495,19.8,46.8,27.8,5.6
E00134497,34,43.4,18.9,3.8
E00134498,43.4,37.2,12.4,7.1
E00134499,38.6,42.5,15,3.9
E00134500,37,41.3,13,8.7
E00134501,29.3,45.9,19.5,5.3
E00134502,30,41.7,21.7,6.7
E00134503,33.8,45.1,17.6,3.5
E00134504,27.3,41.7,25.8,5.3
E00134505,31.7,37.4,25.2,5.7
E00134506,12,52.6,27.1,8.3
E00134507,33.3,43.9,19.3,3.5
E00134508,22.9,46.6,22.1,8.4
E00134509,29.1,45.7,17.2,7.9
E00134510,33.3,41.9,20.9,3.9
E00134511,21.7,48.1,18.9,11.3
E00134512,28.6,42.2,24.8,4.3
E00134513,31.8,47.7,17.9,2.6
E00134514,41.6,39.2,16.3,3
E00134515,27.9,39.3,24.6,8.2
E00134516,14.6,49.6,24.1,11.7
E00134517,15.9,46.4,31.9,5.8
E00134518,7.2,44.1,38.7,9.9
E00134519,7,46.1,37.5,9.4
E00134520,38.3,37.2,14.9,9.6
E00134521,21.7,47.3,26.1,4.9
E00134522,9.3,51.2,26.4,13.2
E00134523,12,53.6,26.4,8
E00134524,8.6,53.9,27.3,10.2
E00134525,9.8,33.1,47.4,9.8
E00134526,6.8,40.9,40.9,11.4
E00134527,9.1,45.5,33.1,12.4
E00134528,13.2,47.1,30.6,9.1
E00134529,13.6,45.5,33.6,7.3
E00134530,8.3,38.5,39.4,13.8
E00134531,11.4,36,37.7,14.9
E00134533,9.6,51.8,32.5,6.1
E00134534,15.3,46,29.9,8.8
E00134535,17.4,43.9,30.3,8.3
E00134536,10.1,34.9,45.7,9.3
E00134537,13.9,51.1,28.5,6.6
E00134538,26,36,26.7,11.3
E00134540,15,47.4,30.1,7.5
E00134541,31.3,37.5,25.9,5.4
E00134542,36.7,36.7,22.2,4.4
E00134543,19,33.9,33.9,13.2
E00134544,28.7,46.5,22.8,2
E00134545,22,44.9,26.8,6.3
E00134546,18.7,41.5,30.9,8.9
E00134547,22.6,48.7,24.3,4.3
E00134548,15.4,49.6,27.6,7.3
E00134549,41.4,45,11.7,1.8
E00134550,28.5,40.8,21.5,9.2
E00134551,13.5,46.6,31.6,8.3
E00134552,31.1,34.4,23.8,10.7
E00134553,35.3,41.7,15.4,7.7
E00134554,22.3,51.8,17,8.9
E00134555,30.5,45.4,20.7,3.4
E00134556,8.7,28.6,49.2,13.5
E00134557,40.8,39.2,17.6,2.4
E00134558,25.8,47,20.5,6.6
E00134559,36.6,41,17.9,4.5
E00134560,5.4,31.5,48.5,14.6
E00134561,25.2,38.8,27.2,8.7
E00134562,25.2,47,20.9,7
E00134563,34.7,36.1,21.5,7.6
E00134622,7,26.9,42.1,24
E00134623,10.4,38.1,40.3,11.2
E00134624,6.1,33.6,38.9,21.4
E00134632,6.1,34.8,38.3,20.9
E00134633,7.2,41.6,31.2,20
E00134634,6.7,34.9,37.8,20.6
E00134635,3.9,28.4,40.2,27.5
E00134636,7.2,31.2,39.1,22.5
