geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00134233,78.9,14.8,6.3
E00134234,83.6,12.7,3.7
E00134235,80.1,15.4,4.4
E00134236,83.4,11.5,5.1
E00134314,79.4,15,5.6
E00134315,80.6,13.8,5.6
E00134316,79.4,16.9,3.8
E00134317,72.7,19.3,8
E00134318,81,12.9,6
E00134319,82.2,12.5,5.3
E00134336,89.3,10.3,0.4
E00134337,85.3,11.5,3.2
E00134338,80,16.8,3.2
E00134339,72.7,22.5,4.7
E00134341,77.6,15.9,6.4
E00134343,76.5,18.6,4.9
E00134344,83.2,13.4,3.4
E00134345,84.7,10.4,4.9
E00134346,86,12.1,1.9
E00134347,83.1,11.2,5.7
E00134348,87.4,9,3.5
E00134349,56.6,23.1,20.3
E00134351,87.4,9,3.5
E00134492,73.6,19.7,6.8
E00134493,83,11.2,5.8
E00134494,82.5,10,7.5
E00134495,75.5,19.3,5.2
E00134497,77.9,15.3,6.8
E00134498,79.3,16.2,4.6
E00134499,77.6,16,6.4
E00134500,79.2,14.4,6.5
E00134501,80.2,13.8,6
E00134502,68.3,20.1,11.6
E00134503,78.7,13.7,7.6
E00134504,81.6,13.5,4.9
E00134505,79.7,13.4,6.9
E00134506,82.8,13.7,3.5
E00134507,65.6,22,12.4
E00134508,75.3,19.3,5.4
E00134509,74.8,19.8,5.5
E00134510,80.8,12.7,6.5
E00134511,72.6,20.3,7.2
E00134512,84,12.3,3.7
E00134513,66.8,23.7,9.5
E00134514,81.4,11.7,6.8
E00134515,74.6,19.1,6.3
E00134516,78.5,15.7,5.8
E00134517,88,9.7,2.3
E00134518,85.9,9.7,4.5
E00134519,87,10.6,2.3
E00134520,77.6,16.3,6.1
E00134521,86.1,10.1,3.7
E00134522,88.9,9.1,2
E00134523,83.6,13.4,3.1
E00134524,88.1,7.8,4.1
E00134525,88.6,9.2,2.2
E00134526,84.4,11.5,4.1
E00134527,78.5,16.2,5.3
E00134528,82.8,12.8,4.4
E00134529,80.9,14.8,4.3
E00134530,84.3,11.5,4.2
E00134531,80.1,16.9,3
E00134533,87.5,7,5.5
E00134534,80.1,16.4,3.5
E00134535,81.3,14.3,4.5
E00134536,84.9,12.3,2.8
E00134537,86,9.7,4.3
E00134538,83.1,11.9,5
E00134540,80.9,15.4,3.8
E00134541,78.5,14.2,7.3
E00134542,74,20.2,5.8
E00134543,82.4,10.2,7.4
E00134544,79.9,14.1,6
E00134545,79.3,16.5,4.3
E00134546,80.6,13.4,6
E00134547,78.2,14.8,7.1
E00134548,83.6,11.9,4.5
E00134549,76.7,15.4,7.9
E00134550,77.5,16.9,5.6
E00134551,77.2,15.6,7.2
E00134552,73.1,21.2,5.7
E00134553,76.3,16.1,7.5
E00134554,77.5,17.6,4.9
E00134555,81.7,12.2,6
E00134556,83.1,13.7,3.3
E00134557,72.6,20.1,7.3
E00134558,77.6,16.1,6.3
E00134559,75.2,16.3,8.5
E00134560,82.2,13.4,4.4
E00134561,82.1,11.6,6.4
E00134562,76.6,14.3,9.1
