geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00134233,91.8,0,8.2,0
E00134234,91.8,0.6,7.3,0.2
E00134235,87.1,0.4,11.8,0.7
E00134236,85.8,0,13.4,0.9
E00134314,87.4,0.4,11.7,0.4
E00134315,90.3,0,9.7,0
E00134316,92.1,0,7.9,0
E00134317,94.7,0,5.3,0
E00134318,90.7,0.3,9,0
E00134319,90.4,0,9.4,0.2
E00134336,78.1,1.2,20.6,0
E00134337,93.6,0.8,5.6,0
E00134338,89.5,0.3,9.7,0.5
E00134339,87.5,0.4,12.1,0
E00134341,91.2,0,8.8,0
E00134343,87.5,0,12.5,0
E00134344,91.4,0.6,7.7,0.3
E00134345,82.5,0,15.9,1.6
E00134346,90.3,0,8.9,0.8
E00134347,88.6,0.3,10.3,0.8
E00134348,90.7,0.4,8.4,0.4
E00134349,91.2,0.4,8.4,0
E00134351,96.1,0.3,3.2,0.3
E00134492,85.3,0,13.4,1.4
E00134493,91.5,0,7.8,0.7
E00134494,91.1,0.3,6.9,1.8
E00134495,88.7,0,9.6,1.7
E00134497,91.7,0.3,7.4,0.6
E00134498,92.3,0,6.8,0.9
E00134499,93,0,6.7,0.3
E00134500,94.5,0,5,0.5
E00134501,93.7,0,5.8,0.5
E00134502,93.9,0,6.1,0
E00134503,83.1,0,14.6,2.3
E00134504,86.8,0,13,0.3
E00134505,92.8,0,7.2,0
E00134506,86.9,0,11.3,1.8
E00134507,91.8,0,8.2,0
E00134508,90.3,0,7.3,2.4
E00134509,84.2,0,14.3,1.5
E00134510,80.5,0,13.6,5.9
E00134511,90.7,0.4,8.9,0
E00134512,84.1,0.3,14.5,1.2
E00134513,89.8,0.3,6.2,3.7
E00134514,79.1,0.3,18.9,1.7
E00134515,90.2,0,9,0.8
E00134516,92.7,0,7.3,0
E00134517,90.4,0,9.2,0.3
E00134518,93.7,0,6.3,0
E00134519,95.3,0,4.7,0
E00134520,88.4,0,10.6,1
E00134521,88,0.5,10.5,1
E00134522,88,0,12,0
E00134523,92,0,7.6,0.4
E00134524,92.9,0.3,6.4,0.3
E00134525,88.3,0.6,10.1,0.9
E00134526,90.8,0,8,1.2
E00134527,94.3,0,4.2,1.5
E00134528,92.9,0,6.1,1
E00134529,91.3,0.4,7.5,0.8
E00134530,88.7,0.7,10.6,0
E00134531,91.4,0,8.3,0.4
E00134533,91.2,0.4,7.6,0.8
E00134534,95.6,0,4.4,0
E00134535,94,0,4.8,1.2
E00134536,87,0,11.5,1.6
E00134537,87,0,12.3,0.7
E00134538,90.3,0.2,8.5,1
E00134540,91.7,0.3,6.9,1
E00134541,92.4,0.3,7.2,0
E00134542,90.6,0,7.8,1.6
E00134543,91.1,0,8.2,0.7
E00134544,90.3,0,9.4,0.4
E00134545,91.4,0,7.5,1.1
E00134546,96,0,3.4,0.6
E00134547,92.5,0,7.5,0
E00134548,95.2,0,4.8,0
E00134549,90.9,0,7.4,1.7
E00134550,89.9,0.3,7.6,2.3
E00134551,95.9,0,4.1,0
E00134552,90.5,0,6.3,3.2
E00134553,86.7,0.3,13,0
E00134554,92.9,0,3.8,3.4
E00134555,91.1,0,8.7,0.2
E00134556,92.8,0,5.2,2
E00134557,91,0,7.7,1.3
E00134558,94.3,0,5.7,0
E00134559,86.8,0.3,11.6,1.3
E00134560,91.8,0.3,7.2,0.6
E00134561,89.8,0,8.6,1.5
E00134562,94.8,0,4.9,0.3
E00134563,91.7,0.3,7.7,0.3
E00134622,88.5,0.3,10.7,0.5
E00134623,69.7,0,29.1,1.2
E00134624,89,0,10.3,0.7
E00134632,94,0.4,4.1,1.5
E00134633,88.5,1.1,9.2,1.1
E00134634,90.3,0.4,8.7,0.6
E00134635,89.4,0,9.8,0.8
E00134636,95.4,0,4.6,0
E00134637,92.7,0.3,6.4,0.6
E00134638,89.1,0,10.9,0
E00136690,94.3,0.3,3.8,1.6
E00153093,91.1,0,7.8,1.1
E00153094,83.4,0,16.6,0
E00153095,92.4,0.2,6.7,0.6
E00153096,97.1,0,2.6,0.3
E00153097,96.4,0.5,3.1,0
E00153098,92.4,0,7.6,0
E00153099,91.8,0,8.2,0
E00153100,93.1,0.5,6.4,0
E00153171,93.4,0,6.6,0
E00153172,78.9,0,21.1,0
E00153173,90.9,0,8.8,0.2
E00153174,92.1,0.3,7.6,0
E00153247,90.9,0.5,7.5,1.1
E00153248,92.4,0.3,7.3,0
E00153249,94.7,0,5.3,0
E00153250,87.2,0,12.5,0.3
E00153252,96.6,0,3.1,0.2
E00153253,89.4,0.9,9.7,0
E00153254,91.1,0.3,7.8,0.7
E00153256,86.6,0.3,13.2,0
E00153257,91.1,0.3,8.6,0
E00153258,92.5,0,7.5,0
E00153259,96.7,0,3.3,0
E00153260,89.9,0,9.5,0.6
E00153398,94.2,0,5.8,0
E00153399,89.9,0.2,9.1,0.8
E00153400,91.8,0,7.3,0.9
E00153401,93.4,0.4,6.3,0
E00153402,84.8,0,14.9,0.3
E00153403,95.3,0,4.7,0
E00153404,86.1,0,13.9,0
E00153405,91.1,0.6,8.2,0
E00153406,94.6,0.3,3.7,1.4
E00153407,93.8,0,5.6,0.6
E00153408,91.6,0,8.1,0.3
E00153409,88.5,0,11.5,0
E00153410,91.1,0.8,8.1,0
E00153411,87.9,0.3,10.2,1.6
E00153412,94.4,0,5.2,0.4
E00153414,96.7,0,3.3,0
E00153416,93.2,0.4,5.1,1.3
E00153417,91.6,0.4,6.5,1.5
E00153462,94.8,1,3.9,0.3
E00153463,92.4,0,6.9,0.7
E00153464,92.1,0.3,6.8,0.8
E00153466,90.5,0,9.5,0
E00153467,92.6,0,6.6,0.9
E00153470,93,1.3,5.7,0
E00153471,92.5,0,7.5,0
E00153472,88.7,0.3,10.1,0.9
E00153561,90.1,0.6,7.9,1.4
E00153562,95.6,0,4.1,0.3
E00153563,94.7,0.6,4.8,0
E00153564,86.5,0,13.5,0
E00153565,93.5,0.3,5.1,1
E00153566,90.1,0,9.9,0
E00153567,90.9,0.3,7.4,1.4
E00153616,90.2,0,9.8,0
E00153618,92.3,0,7.7,0
E00153619,92.9,0,6.8,0.3
E00153620,88.3,0,11.7,0
E00153621,95.3,0,4.7,0
E00153622,79.6,0,17.6,2.8
E00153623,88.8,0,10.5,0.7
E00153624,92.2,0,6.9,0.9
E00153628,91,0.2,7.7,1
E00153685,85.1,0.2,12.7,2.1
E00153686,92.5,0,5.8,1.7
E00153687,91.9,0,7.4,0.7
E00153688,93.5,0,6,0.6
E00153689,89.4,0.3,8.9,1.3
