geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00134233,29.5,43,11.4,16.1
E00134234,21.4,45.9,15.8,16.8
E00134235,26.8,39.3,12.5,21.4
E00134236,29.2,44.3,9.4,17
E00134314,34.2,39.6,16.2,9.9
E00134315,20.3,40.6,15.6,23.4
E00134316,19.2,43.8,16.9,20
E00134317,27.8,44.4,15.7,12
E00134318,23.8,47,9.3,19.9
E00134319,22.1,44.2,15.6,18.1
E00134336,28.6,39.3,17.9,14.3
E00134337,7.7,47.3,11,34.1
E00134338,22.6,43.2,12.9,21.3
E00134339,27,42.3,11.7,18.9
E00134341,19.8,51.1,16.8,12.2
E00134343,25.4,48,15,11.6
E00134344,28.3,39.6,19.5,12.6
E00134345,35,42.7,13.4,8.9
E00134346,26.9,43.7,16.2,13.2
E00134347,21,35.7,14.7,28.7
E00134348,17.9,41.9,19,21.2
E00134349,45.6,34.2,10.5,9.6
E00134351,17.1,39.3,17.9,25.6
E00134492,46.5,31.2,16.6,5.7
E00134493,31.7,24.6,19,24.6
E00134494,22.5,23.9,27.5,26.1
E00134495,28,34.4,16,21.6
E00134497,21.8,20,15.5,42.7
E00134498,20.7,21.6,26.1,31.5
E00134499,19.8,26.2,19.8,34.1
E00134500,26.4,15,24.3,34.3
E00134501,14.9,22.4,20.1,42.5
E00134502,36.1,37.8,15.1,10.9
E00134503,44.3,36.4,13.6,5.7
E00134504,16.4,28.4,21.6,33.6
E00134505,27.9,23.8,19.7,28.7
E00134506,33.6,41,11.9,13.4
E00134507,50.9,30.4,5.4,13.4
E00134508,32.3,34.6,16.5,16.5
E00134509,42.5,36.6,13.1,7.8
E00134510,28.8,42.4,16.7,12.1
E00134511,36.8,38.7,12.3,12.3
E00134512,35.2,30.9,17.3,16.7
E00134513,36.7,42.7,12,8.7
E00134514,44.8,37,10.3,7.9
E00134515,41,31.1,14.8,13.1
E00134516,27.8,42.9,20.3,9
E00134517,36.2,28.3,21,14.5
