areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00026945,63,37
E00026946,91.3,8.7
E00026948,55.2,44.8
E00026949,62.7,37.3
E00026950,63.8,36.2
E00026952,64.9,35.1
E00026957,75,25
E00026958,65.8,34.2
E00026959,78.2,21.8
E00026961,96.4,3.6
E00026963,86.6,13.4
E00026964,89,11
E00026965,93.3,6.7
E00026966,97.3,2.7
E00026967,89.2,10.8
E00026968,76,24
E00026969,95.3,4.7
E00026970,83.8,16.2
E00026971,73.4,26.6
E00026972,92.9,7.1
E00026973,75.2,24.8
E00026974,65,35
E00026975,60.5,39.5
E00026976,58.7,41.3
E00027253,77.5,22.5
E00027254,88.1,11.9
E00027259,85.9,14.1
E00027260,76.3,23.7
E00027261,96,4
E00027262,90.7,9.3
E00027263,82.6,17.4
E00027264,85.9,14.1
E00027265,71.8,28.2
E00027266,81,19
E00027267,80.8,19.2
E00027268,78.3,21.7
E00027269,81.1,18.9
E00027270,80.7,19.3
E00027271,78.4,21.6
E00027272,70.2,29.8
E00027281,97.4,2.6
E00027282,97.4,2.6
E00027283,95.4,4.6
E00027285,94.8,5.2
E00027286,93.7,6.3
E00027287,72.4,27.6
E00027288,97.7,2.3
E00027359,98.3,1.7
E00027360,95.5,4.5
E00027361,97.4,2.6
E00027375,97,3
E00027376,98.1,1.9
E00027379,98.6,1.4
E00027380,95.5,4.5
E00027381,98.5,1.5
E00027382,96.1,3.9
E00027383,97.3,2.7
E00027384,97.5,2.5
E00027385,96.4,3.6
E00027386,95.4,4.6
E00027387,96.2,3.8
E00027388,96.6,3.4
E00027389,96.8,3.2
E00027390,97.2,2.8
E00027391,96.1,3.9
E00027392,96.9,3.1
E00027393,97.4,2.6
E00027394,96.6,3.4
E00027411,98.2,1.8
E00027412,98.3,1.7
E00027414,96.3,3.8
E00027415,97.3,2.7
E00027416,98.3,1.7
E00027417,93,7
E00027418,97.3,2.7
E00027419,96.8,3.2
E00027420,97.9,2.1
E00027443,96.2,3.8
E00027444,98.6,1.4
E00027445,95.8,4.2
E00027479,59.7,40.3
E00027483,61.9,38.1
E00027488,58.5,41.5
E00027489,62.7,37.3
E00027490,60.5,39.5
E00027491,57.2,42.8
E00027493,62.1,37.9
E00027495,79.6,20.4
E00027496,61.3,38.8
E00027497,89.8,10.2
E00027498,59.1,40.9
E00027499,60.4,39.6
E00027500,84.9,15.1
E00027501,58.2,41.8
E00027502,60.7,39.3
E00027517,94.5,5.5
E00027518,92.6,7.4
E00027519,87.1,12.9
E00027520,94.1,5.9
E00027521,87.9,12.1
E00027620,73.5,26.5
E00027621,90.8,9.2
E00030046,87.6,12.4
E00030047,91.2,8.8
E00030048,86.2,13.8
E00030049,77.3,22.7
E00030050,89.3,10.7
E00030051,79.9,20.1
E00030052,95,5
E00030053,80.9,19.1
E00030054,78.8,21.3
E00030055,78.4,21.6
E00030056,78,22
E00030057,88.9,11.1
E00030058,73.7,26.3
E00030059,89,11
E00030060,83.1,16.9
E00030061,87.6,12.4
E00030062,91.6,8.4
E00030063,92.4,7.6
E00030064,87.6,12.4
E00030065,85.1,14.9
E00030066,89,11
E00030067,85.2,14.8
E00030068,88.7,11.3
E00030069,83.7,16.3
E00030070,79,21
E00030071,87.8,12.2
E00030072,96.2,3.8
E00030073,90.4,9.6
E00030074,85,15
E00030075,83.3,16.7
E00030076,90.4,9.6
E00030077,80,20
E00030078,86.9,13.1
E00030079,93,7
E00030080,84.1,15.9
E00030081,93.1,6.9
E00030082,85.8,14.2
E00030083,87.6,12.4
E00030084,83.1,16.9
E00030085,88.7,11.3
E00030086,88.9,11.1
E00030087,82.8,17.2
E00030088,83.7,16.3
E00030089,65.2,34.8
