areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00027920,14.1,45.3,31.8,8.8
E00027921,3.5,39.7,41.1,15.6
E00027922,14.9,51.2,29.8,4.1
E00027924,10.4,48.7,30.4,10.4
E00027925,26.4,36.4,28.9,8.3
E00027926,11.4,48.3,34.2,6
E00027929,18.4,45.4,27,9.2
E00027930,25.4,51.6,17.2,5.7
E00027931,23.7,56.8,16.9,2.5
E00027932,38.9,42,16.6,2.5
E00027934,26.9,48.7,21,3.4
E00027950,14.7,48.7,28,8.7
E00027951,9.7,44.7,29.1,16.5
E00027952,14.3,45.2,31.7,8.7
E00027953,16.7,44.9,30.1,8.3
E00027954,27.7,41.1,28.4,2.8
E00027955,11.3,53,23.5,12.2
E00027956,21.5,42.3,31.5,4.6
E00027957,35.5,44.9,14,5.6
E00027958,20.9,49.1,20,10
E00027959,13.2,43.8,37.2,5.8
E00027960,11.7,53.8,29,5.5
E00054845,8.8,34.4,46.4,10.4
E00054846,0.7,39.1,43.5,16.7
E00054847,13.9,52.2,26.1,7.8
E00054848,8.2,51.8,31.8,8.2
E00054849,39.2,44.3,16.5,0
E00054850,39,53.9,6.4,0.7
E00054851,38.2,47.2,13.2,1.4
E00054852,28,57.6,11.9,2.5
E00054853,21.9,56.3,20.3,1.6
E00054854,34.1,43.6,19,3.4
E00054855,17.6,56,22.4,4
E00054856,17.2,36.8,27.6,18.4
E00054857,31.6,40,23.2,5.3
E00054858,31.4,51.9,16,0.6
E00054859,26.6,50.8,21,1.6
E00054860,14,41.3,30.6,14
E00054861,25.4,50,18.6,5.9
E00054865,26,41.5,26,6.5
E00054866,14.7,46.6,35.3,3.4
E00054867,48.4,41.9,9.7,0
E00054868,9.3,27.8,44.4,18.5
E00054869,7.4,39.5,33.3,19.8
E00054870,13.3,55.5,25.8,5.5
E00054871,11.8,53.5,26,8.7
E00054872,24.8,39.7,21.3,14.2
E00054873,44.4,34.3,17.6,3.7
E00054874,19.4,52.6,24.6,3.4
E00054875,20.8,52.8,23.2,3.2
E00054876,9.9,42.4,33.1,14.6
E00054877,7.3,34.3,42.1,16.3
E00054878,28.8,45.6,20,5.6
E00054879,37.7,41.8,16.4,4.1
E00054880,17.6,54.9,22.3,5.2
E00054882,11.6,44.2,38.9,5.3
E00055030,35.7,37.7,20.8,5.8
E00055031,18.5,44.5,26.7,10.3
E00055033,5,47.5,31,16.5
