areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00027920,51.5,34.9,10.1,3.6,0
E00027921,62.4,29.1,7.8,0.7,0
E00027922,43.8,41.3,12.4,2.5,0
E00027924,51.8,33.3,13.2,1.8,0
E00027925,49.2,31.1,15.6,4.1,0
E00027926,64.9,25.7,8.8,0.7,0
E00027929,54.8,30.1,11.3,3.8,0
E00027930,49.2,36.9,13.1,0.8,0
E00027931,48.7,34.5,14.3,2.5,0
E00027932,43.2,33.5,21.3,1.9,0
E00027934,55.5,33.6,7.6,3.4,0
E00027950,55.4,27.7,14.2,2.7,0
E00027951,53.8,32.7,10.6,1.9,1
E00027952,49.6,40,9.6,0.8,0
E00027953,48.7,31.4,16,3.8,0
E00027954,45.5,28,18.9,7.7,0
E00027955,50,37.1,10.3,2.6,0
E00027956,46.9,31.5,16.2,5.4,0
E00027957,35.2,38,22.2,4.6,0
E00027958,40.4,43.1,15.6,0.9,0
E00027959,51.3,36.1,11.8,0.8,0
E00027960,54.5,34.5,9.7,1.4,0
E00054845,58.4,33.6,8,0,0
E00054846,64.5,31.2,3.6,0.7,0
E00054847,58.3,30.4,10.4,0.9,0
E00054848,57,30.2,8.1,4.7,0
E00054849,44.3,28.9,21.6,5.2,0
E00054850,50.4,36.2,11.3,2.1,0
E00054851,52.7,30.1,15.1,2.1,0
E00054852,57.6,31.4,8.5,2.5,0
E00054853,52.8,36.2,11,0,0
E00054854,45.8,34.6,16.2,3.4,0
E00054855,73.6,20.8,4.8,0.8,0
E00054856,55.2,33.3,9.2,2.3,0
E00054857,37.5,33.3,24,5.2,0
E00054858,43.6,35.9,17.9,2.6,0
E00054859,60.2,27.6,11.4,0.8,0
E00054860,60.8,27.5,10.8,0.8,0
E00054861,33.9,44.9,16.9,4.2,0
E00054865,37.2,38,20.7,3.3,0.8
E00054866,58.1,29.9,9.4,2.6,0
E00054867,30.7,33.1,25.2,11,0
E00054868,62.7,28.8,6.5,2,0
E00054869,60.4,29.3,9.8,0,0.6
E00054870,48.8,41.1,7.8,2.3,0
E00054871,58.5,32.3,7.7,1.5,0
E00054872,59.9,27.5,9.2,3.5,0
E00054873,30.6,29.6,26.9,13,0
E00054874,55.4,30.3,12,2.3,0
E00054875,48.4,38.3,13.3,0,0
