areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00050306,21.8,16.7,2.8,56.5,2.2
E00050307,16.5,6.3,1.3,73.7,2.2
E00050308,44.4,1.9,1,45.1,7.6
E00050309,29.1,4.7,2.1,60.9,3.3
E00050310,10.2,6.7,3.5,77.3,2.2
E00050320,21.7,8.8,1.8,64.3,3.3
E00050321,11.2,9,3.7,76,0
E00050322,16.2,3.2,2.6,74.1,3.9
E00050323,13.2,5.1,2.6,76.2,3
E00050324,22.8,1.8,0,70.2,5.2
E00050325,21.4,8,5.4,60.7,4.5
E00050326,11.3,2.6,0.3,85.4,0.3
E00050327,6.4,16.1,7,61.9,8.7
E00050328,13.3,19.7,7.5,53.7,5.8
E00050329,55.2,5.1,2.4,28,9.3
E00050330,50.7,4.5,2.1,34.5,8.2
E00050331,7.8,16.3,6.1,67,2.7
E00050332,15.1,16.9,3.8,59.9,4.2
E00050333,33,5.5,1.8,53.1,6.6
E00050334,8.4,2.1,6.7,82.8,0
E00050335,28.4,5,2.3,56.1,8.2
E00050336,12.5,1.7,10.1,74.7,1
E00050337,26.7,3.5,2.1,64,3.7
E00050338,7.9,5.4,0,84.5,2.2
E00050339,17.2,4.1,5.2,72.3,1.2
E00050341,11.3,11.3,4.9,72.5,0
E00050342,27.1,6.8,1.8,59.2,5.1
E00050343,31.5,1.7,4.7,59.6,2.5
E00050386,6.7,4,5.7,82.7,1
E00050387,6.5,3.9,3.6,84.6,1.3
E00050388,14.8,3.1,0.9,81.2,0
E00050389,3.7,4.4,2.7,88.9,0.3
E00050390,6.4,1,1,91.7,0
E00050391,4.5,2.6,4.8,85.9,2.2
E00050392,12.7,1.5,5.9,79.9,0
E00050393,3.3,3.3,5.8,87.7,0
E00050394,5.6,5.3,2.7,86.4,0
E00050395,12.9,6.2,2.4,76.5,2.1
E00050396,9.4,1.1,3.6,83.1,2.9
E00050397,7.5,1,2.4,89,0
E00050398,2,6.6,2.3,89.1,0
E00050399,3.8,0,0,93.9,2.2
E00050400,8.9,4.4,0,86.7,0
E00050401,3.6,3.2,1.8,87.9,3.6
E00050402,20.7,13.1,2.6,61.9,1.7
E00050403,12,0.3,5.1,82.6,0
E00050404,0.2,18.9,5.1,75.8,0
E00050405,9.9,2.6,1.1,86.4,0
E00050406,9.1,1,3.2,82.5,4.2
E00050407,0,10.4,4.5,84.1,1
E00050408,9.3,5.6,5.3,79.6,0.3
E00050409,6.4,6.4,4.7,81.9,0.6
E00050410,3.5,8.6,6.3,80.8,0.8
E00050411,17.6,6.7,2.9,64,8.8
E00050412,13.6,6.1,1.1,77.3,1.9
E00050413,6.7,7,3.5,81.7,1.2
E00050414,12.7,6.5,1.6,76.9,2.3
E00050415,6.4,11.2,3,79,0.4
E00050416,12.1,4.5,3.5,78.8,1
E00050417,5.7,3.2,4.4,86.7,0
E00050418,6.3,2.5,4.8,82.8,3.5
E00050419,3.6,6.1,4,81.2,5.1
E00050420,8,7,5.7,79,0.3
E00050423,23.4,12.8,3.2,57.4,3.2
E00050424,33.7,7.9,3.4,50.1,4.8
E00050427,43.6,4.8,1.9,42.6,7.1
E00050428,25.6,1.1,3.6,66.4,3.3
E00050429,43.3,1.9,0.5,45.1,9.3
E00050431,18.2,2.3,1.2,76,2.3
E00050432,7.4,10.4,5.4,72.3,4.5
E00050433,23.2,6.1,1.9,66,2.8
E00050434,13.9,13.3,9.7,57.6,5.5
E00050436,31.3,4.5,3.1,56.7,4.5
E00050438,35.8,3.7,3.7,56.7,0
E00050440,52.5,5.3,3,35,4.1
E00050442,14.2,1.8,1.8,79.4,2.8
E00050443,11.4,8.6,7.8,70.6,1.7
E00050444,17.1,8.2,5.2,68.3,1.2
E00050445,17.9,7.7,2.1,70.8,1.5
E00050446,20.1,5.8,3.6,69.1,1.4
E00050447,4.9,14.2,9.9,71,0
E00050448,34.9,13.1,7.3,40.5,4.1
E00050449,33.1,6.5,4.9,51.5,4.1
E00050450,66.1,9.9,1.6,14.9,7.4
E00050451,25.3,3.4,1.3,63.8,6.3
E00050452,6.1,13.1,5,75.8,0
E00050453,19.1,6.7,4.7,68.2,1.2
E00050454,47.4,4.5,4,41.5,2.6
E00050455,17.8,6.5,6.5,66.8,2.4
