areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00050306,44.5,39.7,12.3,3.4
E00050307,11.7,44.7,29.8,13.8
E00050308,8.9,42.9,33,15.2
E00050309,11.9,39.4,28.8,20
E00050310,15.6,45.1,35.2,4.1
E00050320,10,48.2,29.1,12.7
E00050321,26.3,37.3,28,8.5
E00050322,11.7,37.5,40.6,10.2
E00050323,58.3,35.4,5.5,0.8
E00050324,9.3,39.5,34.1,17.1
E00050325,10.7,47.1,31.4,10.7
E00050326,8.6,36.7,39.1,15.6
E00050327,50.6,44.3,4.5,0.6
E00050328,53.8,36.5,9,0.6
E00050329,7.6,23.5,47.9,21
E00050330,9.5,23.4,43.1,24.1
E00050331,37.9,52.1,9.3,0.7
E00050332,32.3,46.4,17.7,3.6
E00050333,22.1,39.8,23.9,14.2
E00050334,22.2,56.4,16.2,5.1
E00050335,19.7,40.9,22.6,16.8
E00050336,19,57,17.4,6.6
E00050337,23,54.1,18.5,4.4
E00050338,17.7,54.6,19.2,8.5
E00050339,27.7,40.8,23.8,7.7
E00050341,34.4,47.5,15.6,2.5
E00050342,17.8,42.2,29.6,10.4
E00050343,29.7,40.6,21.1,8.6
E00050386,39.3,39.3,19.6,1.9
E00050387,35.8,42.5,16.7,5
E00050388,24.3,38.5,27,10.1
E00050389,28.8,38.6,28,4.5
E00050390,17.6,38.2,33.8,10.3
E00050391,17.1,37.6,35,10.3
E00050392,31.5,46.8,16.2,5.4
E00050393,32.5,44.2,17.5,5.8
E00050394,32.5,44.2,17.5,5.8
E00050395,9.7,26.9,53,10.4
E00050396,26.9,39.5,28.6,5
E00050397,17.6,45.4,27.7,9.2
E00050398,21.6,36.7,34.5,7.2
E00050399,12.4,52.7,29.5,5.4
E00050400,32,37.6,22.4,8
E00050401,36.5,39.7,14.3,9.5
E00050402,25.4,43.4,25,6.1
E00050403,33.1,45.4,16.2,5.4
E00050404,24,38,32,6
E00050405,27.3,37.9,26.5,8.3
E00050406,22.4,40.5,29.3,7.8
E00050407,38.2,36.3,20.6,4.9
E00050408,35.3,40.5,19.8,4.3
E00050409,32.8,46.1,12.5,8.6
E00050410,30.7,43.1,21.2,5.1
E00050411,31.7,54.8,10.6,2.9
E00050412,19.8,52.5,23.8,4
E00050413,35.7,42.6,16.5,5.2
