geography_code,heating_type_3a-001,heating_type_3a-002
E00082187,0,100
E00082369,3.2,96.8
E00082375,0,100
E00082377,4.1,95.9
E00083858,0,100
E00083860,1.3,98.8
E00083864,0,100
E00083869,0,100
E00083871,0,100
E00083872,0,100
E00084002,0.8,99.2
E00084008,0,100
E00084189,0.8,99.2
E00084195,0,100
E00084196,0.7,99.3
E00084197,0,100
E00084199,2.7,97.3
E00084232,0.8,99.2
E00084233,4,96
E00084234,1.7,98.3
E00084235,1.3,98.7
E00084236,0,100
E00084237,0.9,99.1
E00084238,0,100
E00114351,0,100
E00114352,0,100
E00114353,0.5,99.5
E00114358,0,100
E00114361,0,100
E00114362,0,100
E00114363,0.6,99.4
E00114364,0,100
E00114365,0.6,99.4
E00114370,0.8,99.2
E00114371,0,100
E00114373,0,100
E00114375,0,100
E00114376,0,100
E00114388,0,100
E00114390,0,100
E00114391,0,100
E00116150,1.2,98.8
E00116153,0,100
E00116156,1.2,98.8
E00116157,0.8,99.2
E00116158,0,100
E00116246,0,100
E00116247,0.8,99.2
E00116248,0.8,99.2
E00116249,0,100
E00116250,0,100
E00116251,0,100
E00116253,1,99
E00116254,0.9,99.1
E00116255,1.3,98.7
E00116256,0,100
E00116257,0,100
E00116258,0,100
E00116259,0,100
E00116260,0.6,99.4
E00116261,0,100
E00116262,0,100
E00116285,0,100
E00116286,2.8,97.2
E00167036,2,98
E00167037,1,99
E00167038,0,100
E00167043,3.9,96.1
E00167048,0,100
E00167049,0.8,99.2
E00167893,0,100
E00167894,0,100
E00167895,1.2,98.8
E00167896,0,100
E00167897,0.8,99.2
E00167899,0.6,99.4
E00167902,0.8,99.2
E00172654,1.3,98.7
E00184842,0,100
E00184846,0,100
E00184858,0,100
E00184864,0,100
E00184892,0,100
E00184946,0,100
E00184970,0,100
E00184986,0,100
E00184994,0,100
E00188347,0.9,99.1
E00188355,0,100
E00188369,0,100
E00188374,4.4,95.6
E00188397,0,100
E00188404,0,100
E00188424,0.7,99.3
E00188449,1.5,98.5
E00188461,0.7,99.3
E00188465,0.8,99.2
E00188481,0.8,99.2
E00188482,0,100
E00188493,0,100
E00188503,0.9,99.1
E00188516,1.5,98.5
E00188525,0,100
