geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00082187,87.1,4.2,8.7
E00082369,87,6.5,6.5
E00082375,93.5,3.2,3.4
E00082377,95.4,0.9,3.7
E00083858,79.8,3.1,17.1
E00083860,87.8,4.1,8
E00083864,85.4,7.5,7.1
E00083869,83.2,7.3,9.5
E00083871,88.1,5.9,5.9
E00083872,73.8,16.6,9.6
E00084002,85.6,7.8,6.6
E00084008,92,3.8,4.3
E00084189,90.5,3,6.4
E00084195,86.5,1.3,12.2
E00084196,89.7,4.4,5.8
E00084197,81.1,6.6,12.3
E00084199,87.2,3.1,9.7
E00084232,82.9,2.6,14.6
E00084233,88.3,3.2,8.5
E00084234,85.6,3.6,10.8
E00084235,88,4.9,7.1
E00084236,83.3,0.5,16.3
E00084237,90.9,3.4,5.7
E00084238,94,1,5.1
E00114351,93.8,3.4,2.8
E00114352,90.8,5.3,3.9
E00114353,87,3.6,9.4
E00114358,87.4,5.2,7.4
E00114361,89.4,3.6,7
E00114362,65.1,10.3,24.6
E00114363,90.7,4.5,4.8
E00114364,85.3,2,12.7
E00114365,73,5.9,21.1
E00114370,80.9,9.4,9.7
E00114371,87.9,6.1,6.1
E00114373,87,7.4,5.6
E00114375,87,6.5,6.5
E00114376,93.2,2.3,4.5
E00114388,88.4,4.1,7.6
E00114390,84.4,4.6,11
E00114391,85.7,9.7,4.7
E00116150,75.3,16.7,8
E00116153,91.3,2.6,6.1
E00116156,87.4,3.1,9.5
E00116157,89,2,9
E00116158,92.7,2.4,4.9
E00116246,82.1,2.6,15.3
E00116247,91.4,3.1,5.5
E00116248,83.3,4.1,12.6
E00116249,92.1,3.9,3.9
E00116250,76.3,5.9,17.8
E00116251,92.9,1.7,5.4
E00116253,81.3,7.1,11.6
E00116254,85.9,5.8,8.3
E00116255,93.6,4.3,2.1
E00116256,92.6,3.5,3.9
E00116257,93.1,3.8,3.1
E00116258,93.5,2.2,4.3
E00116259,92.9,1.7,5.4
E00116260,84.8,3.1,12.1
E00116261,89.4,2,8.5
E00116262,92.1,3.6,4.3
E00116285,94.3,1.4,4.3
E00116286,87.3,7.9,4.7
E00167036,78.4,9.3,12.3
E00167037,88.8,4.9,6.4
E00167038,89.2,3.8,7
E00167043,80.7,9.3,9.9
E00167048,76.1,15.3,8.6
E00167049,89.5,3.1,7.5
E00167893,84.7,8.5,6.8
E00167894,82.4,10.9,6.7
E00167895,85.9,6.6,7.5
E00167896,90.2,4.3,5.4
E00167897,91.8,3.8,4.4
E00167899,89.4,3,7.6
E00167902,91.5,2.7,5.7
E00172654,86.6,8.6,4.9
E00184842,90.4,8.5,1.1
E00184846,85.3,8.8,5.9
E00184858,71.6,4.6,23.9
E00184864,86.4,10.7,2.9
E00184892,87.8,6.3,5.9
E00184946,83.7,4.2,12.1
E00184970,91,3,6
E00184986,76.1,1.1,22.8
E00184994,88.2,6.9,4.9
E00188347,80.3,14.9,4.9
E00188355,89.4,3.9,6.7
E00188369,78.5,16.9,4.6
E00188374,73,20.6,6.4
E00188397,74.2,17.3,8.5
E00188404,83.5,6,10.5
E00188424,73.7,18.7,7.5
E00188449,80.5,11.7,7.8
E00188461,78.7,13.3,8
E00188465,84.9,8.6,6.5
E00188481,74.5,9,16.6
E00188482,87.8,8.4,3.9
E00188493,83.8,5.9,10.4
E00188503,82.4,7.7,9.9
E00188516,79.6,9.5,10.8
E00188525,80.4,11.8,7.8
