areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00092757,21.8,47.1,10.1,21
E00092758,22.5,49.2,12.5,15.8
E00092759,21.8,42.9,11.8,23.5
E00092760,27.8,41.5,13.2,17.5
E00092761,20.6,49.6,13.7,16
E00092763,33.3,42.1,11.1,13.5
E00092764,28,42.4,12.7,16.9
E00092765,35.9,34.4,9.9,19.8
E00092766,32.3,43.3,10.2,14.2
E00092767,38.7,33.1,16.2,12
E00092768,25.1,36.3,22.8,15.8
E00092769,49.6,33.1,5.8,11.6
E00092770,28,44,12.8,15.2
E00092771,30.4,41.1,14.3,14.3
E00092772,35.1,41.8,9.7,13.4
E00092773,63.3,18.4,10.2,8.2
E00092774,30.8,46.2,11.5,11.5
E00092775,32.8,38.2,15.3,13.7
E00092776,27.4,35,15.4,22.2
E00092777,32.2,30.5,16.1,21.2
E00092778,36.8,36.8,15.8,10.5
E00092779,25.8,36.7,14.8,22.7
E00092780,43.4,21.3,14,21.3
E00092781,39.5,31.8,15.5,13.2
E00092782,34.5,22.7,17.6,25.2
E00092783,70.6,15.1,5,9.2
E00092784,33.3,36.3,19.3,11.1
E00092785,28.1,41.2,12.3,18.4
E00092786,18.4,52.2,13.2,16.2
E00092787,20.5,43.2,14.4,22
E00092788,28.8,34.1,17.4,19.7
E00092790,19.8,35.7,20.6,23.8
E00092791,24.2,37.6,14.9,23.2
E00092792,43.8,35.9,11.7,8.6
E00092793,25.8,37.1,12.9,24.2
E00092794,31.5,34.3,18.5,15.7
E00092795,63.7,23.9,6.2,6.2
E00092796,25.8,37.5,15.8,20.8
E00092797,25.3,41.2,15.1,18.4
E00092937,22.4,50.9,14.7,12.1
E00092938,28.4,52.7,14.9,4.1
E00092943,22.4,43.9,18.7,15
E00092986,25.2,42,16.1,16.8
E00092992,27.9,37.5,20.6,14
E00092993,23.4,40.4,20.6,15.6
E00092998,38.8,37.4,14.3,9.5
E00093002,20.3,49.7,16.1,14
E00093003,27.3,40.9,13.6,18.2
E00093071,53.5,22.5,11.6,12.4
E00093072,21.7,35,16.7,26.7
E00093073,27.1,32.9,15.7,24.3
E00093074,44.9,26.4,11.5,17.2
E00093075,25,29.7,17.2,28.1
E00093076,25,41.4,12.5,21.1
E00093077,25.9,30.2,24.9,19
E00093078,25.2,25.2,17.9,31.7
E00093080,31.3,24.6,33.5,10.6
E00093081,33.9,29.1,22.8,14.2
E00093082,60.2,21.1,10.9,7.8
E00093083,47.1,32.2,11.6,9.1
E00093084,36.2,27.6,15.1,21.1
E00093085,41.3,27.3,16.9,14.5
E00093086,29.2,29.9,17.5,23.4
E00093087,30.3,21.7,15.8,32.2
E00093088,9.1,35.5,25.5,30
E00093089,17.3,40.3,23.7,18.7
E00093144,24.5,41.7,18.7,15.1
E00093145,25.7,36.4,19.3,18.6
E00093146,22.6,26.3,21.2,29.9
E00093147,50.4,35,12.2,2.4
E00093148,37.9,50,7.3,4.8
E00093149,23,41.3,19.8,15.9
E00093150,26.7,39,13.3,21
E00093151,26.6,39.1,16.4,18
E00093152,30.5,39.1,14.8,15.6
E00093153,37.6,26.2,14.8,21.5
E00093154,21.3,31.1,21.3,26.2
E00093155,20.7,23,20.7,35.6
E00093156,14,36.4,15.5,34.1
E00093157,26.8,30.9,20.3,22
E00093158,38.4,28.8,16.8,16
E00093160,46.4,20.9,13.1,19.6
E00093161,33.6,32,15.6,18.8
E00093162,33.9,42.1,14.9,9.1
E00093163,28.3,30,26.7,15
E00093164,28.5,37.5,16,18.1
E00093165,25.6,43.2,12.8,18.4
E00093166,34.4,38.6,14.9,12.1
E00093167,36.7,28.8,16.5,18
E00093168,53.9,22.1,11.1,12.9
E00093169,41.9,34.2,11.1,12.8
E00093170,29.3,27.3,15.2,28.3
E00093171,33.9,38.6,14.6,12.9
E00093172,48.8,29.1,12.8,9.3
E00093173,20.2,42.7,20.2,16.9
E00093174,25,48.1,14.8,12
E00093175,22.7,51.1,17,9.1
E00093176,16.6,33.6,24.3,25.5
E00093177,25.6,41.1,18.9,14.4
E00093178,36.8,32.5,19.3,11.4
E00093179,22.4,56,12.8,8.8
E00093181,39.5,42.9,8.2,9.5
E00093182,35.7,30.2,21.4,12.7
E00093183,35.2,25,28.9,10.9
E00093184,44.7,28,15.3,12
E00093185,48.2,27.5,15.8,8.6
E00093186,29.6,33.9,21.7,14.8
E00093187,56.7,29.3,9.3,4.7
E00093189,48.5,20,19.4,12.1
E00093190,39.6,29.9,16.6,13.9
E00093191,34.3,26.4,24.3,15
E00093192,40.7,29.6,17,12.6
E00093193,29.3,31.9,21.6,17.2
E00093194,45.7,37.7,10.9,5.8
E00093195,33,29.6,18.3,19.1
E00093196,19.3,42.2,23.7,14.8
E00093197,21.6,44,19,15.5
E00093198,25.6,43.8,20.7,9.9
E00093199,20.5,47.5,16.4,15.6
E00093200,26.1,47,12.7,14.2
E00093201,34.7,38.2,15.3,11.8
E00093202,39.9,37.7,10.9,11.6
E00093203,14.3,38.1,25.4,22.2
E00093204,44.7,36,9.6,9.6
E00093205,28.2,43,13.4,15.5
E00093206,15.8,40.1,23,21.2
E00093207,30,44,12.7,13.3
E00093208,22.2,46.2,17.1,14.6
E00093209,15.3,31.4,21.9,31.4
E00093210,18.2,51.5,13.6,16.7
E00093211,14.3,45.4,26.1,14.3
E00093212,20.4,32,28.2,19.4
E00093213,20.9,38.5,21.4,19.3
E00093214,27.6,40.9,15.7,15.7
E00093215,25,32.4,23.1,19.4
E00093216,30.8,40.8,13.3,15
E00093217,32.5,43.7,13.5,10.3
E00093219,55.1,34.1,7.2,3.6
E00093220,48.1,37.6,9.8,4.5
E00093221,37,33.3,12.3,17.4
E00093222,24.3,35,25,15.7
E00093223,22.5,39.7,15.9,21.9
E00093224,20.4,33.6,23.4,22.6
E00093226,23.8,29.9,23.8,22.6
E00093229,29.9,40.2,16.8,13.1
E00093230,32.8,34.4,19.7,13.1
E00093233,17.1,45,20.9,17.1
E00093235,22.9,29.9,27.8,19.4
E00093236,22.8,30.1,18.7,28.5
E00093237,16,33.3,24.7,26
E00093238,35.3,20.2,19.3,25.2
E00093239,18.5,22.6,21.8,37.1
E00093240,39.1,32,11.7,17.2
E00093241,27.8,30.5,14.6,27.2
E00093242,23.9,38.7,12.3,25.2
E00093243,44.7,32.7,13.3,9.3
E00093244,22,26.2,24.1,27.7
E00093245,30.5,27.3,17.2,25
E00093246,11.3,25.2,19.2,44.4
E00093247,59,29.5,5.7,5.7
E00093248,19.7,33.8,17.8,28.6
E00093251,30.9,36.2,21.4,11.5
E00093252,39.1,33.3,16,11.5
E00093253,21.3,23.6,26.8,28.3
E00093291,25.8,32.6,18.5,23
E00093292,36.6,29,16.8,17.6
E00093293,30.1,21.2,16.4,32.2
E00093294,73.3,16.8,5.3,4.6
E00093295,35,27,16,22.1
E00093296,52.3,14.4,13.6,19.7
E00093297,32.3,26.1,21.7,19.9
E00093298,21.1,35.8,20.2,22.9
E00093299,37.2,27.6,12.8,22.4
E00093300,29.7,38.7,18.9,12.6
E00093301,19.3,32.8,23.5,24.4
E00093302,40.4,22.4,14.3,23
E00093303,42.6,21.3,14.8,21.3
E00093304,45.6,20.5,10.5,23.4
E00093305,44.3,25,12.9,17.9
E00093306,51.7,21,10.5,16.8
E00093307,26.5,33.8,20.6,19.1
E00093308,24.3,19.1,13.3,43.4
E00093309,25.9,29.3,21.8,23.1
E00093323,28.1,45.3,11.7,14.8
E00093324,27.8,40.9,13.6,17.6
E00093325,20.2,39.5,19.8,20.6
E00093326,18.4,44.9,18,18.8
E00093328,39.4,35.8,10.2,14.6
E00093329,36.4,43.9,10.6,9.1
E00093330,30.7,37.6,15.3,16.4
E00093331,32.2,38,14.9,14.9
E00093332,24.4,43.5,15.3,16.8
E00093333,34.9,37.2,10.1,17.8
E00093334,38.1,42.9,12.7,6.3
E00093335,34.1,50.4,10.1,5.4
E00093336,52.1,32.5,12,3.4
E00093337,53.5,26.4,9.3,10.9
E00093339,42.5,30.1,11,16.4
E00093341,37,36.4,17,9.7
E00093342,34.7,29.8,13.7,21.8
E00093344,28.2,33.1,12.9,25.8
E00093345,33.3,37.1,15.1,14.5
E00093346,32.8,34.4,13.9,18.9
E00093350,40,41,9.5,9.5
E00093351,34.6,42.1,12,11.3
E00093352,34.4,32.8,22.1,10.7
E00093353,35.4,42.5,10.2,11.8
E00093354,21.4,41.2,18.3,19.1
E00093355,46.9,24,14.6,14.6
E00093356,47.5,45.8,5.8,0.8
E00093357,37.2,39.5,13.2,10.1
E00093358,32.8,42.6,14.8,9.8
E00093359,26.3,43.1,18.2,12.4
E00093360,40.8,30.4,15.2,13.6
E00093361,45.1,33.6,15.9,5.3
E00093362,35,30,17.5,17.5
E00093363,33.3,45.2,9.6,11.9
E00093364,45.4,44.6,5.4,4.6
E00093365,24.8,52,16,7.2
E00093367,52.9,34.3,8.1,4.7
E00093368,35,37.4,14.1,13.5
E00093380,14.1,44.7,18.6,22.6
E00093381,17.2,54.1,11.5,17.2
E00093382,16.4,47.9,15.7,20
E00093383,17.2,50.3,19.1,13.4
E00093384,17.4,51.5,12.9,18.2
E00093385,23.4,44.5,14.8,17.2
E00093386,9.5,51,19,20.4
E00093387,12.8,45.6,20.1,21.5
E00093388,35.1,43.5,16,5.3
E00093403,24.5,40.9,13.8,20.8
E00093416,29.8,29.8,22.1,18.3
E00093426,26.1,37.8,15.3,20.7
E00093430,23.5,51,14.7,10.8
E00093431,23.2,48.8,15.2,12.8
E00093432,25.2,50.4,13,11.3
E00093438,21.3,44.3,13.1,21.3
E00093439,23,43.4,13.1,20.5
E00093440,30.4,44.4,15.6,9.6
E00093441,21,44.1,16.1,18.9
E00093442,25.3,45.6,19.2,9.9
E00093443,26.9,35.1,12.7,25.4
E00150480,21.1,51.6,10.9,16.4
E00150481,34.6,39.4,14.2,11.8
E00150483,25.6,24.8,24.8,24.8
E00150485,25.6,31.6,22.2,20.5
E00150486,37,44.1,12.6,6.3
E00150487,20.1,45.3,14.4,20.1
E00150488,44.6,20,18.5,16.9
E00150489,41.5,29.2,10.4,18.9
E00150492,20.7,41.4,13.8,24.1
E00150493,36.6,32.5,15.4,15.4
E00150494,36.4,34.1,12.9,16.7
E00150495,26.8,37.7,20.3,15.2
E00150496,39.5,36.4,8.6,15.4
E00150497,20.6,52.2,12.5,14.7
E00150498,26.1,44.8,17.2,11.9
E00150499,37.9,37.9,15.3,8.9
E00150598,29.6,37,16.7,16.7
E00150599,29,38.2,16.8,16
E00150600,30.2,38.8,15.5,15.5
E00150601,33.3,39.1,14.5,13
E00150602,34.1,33.3,18.2,14.4
E00150603,34.8,33.3,11.3,20.6
E00150604,25.2,44.1,15,15.7
E00150605,23.9,48.9,10.2,17
E00150606,27.3,43.2,12.2,17.3
E00150607,22.1,45.3,21.1,11.6
E00150608,26.1,47.8,13.8,12.3
E00150609,19.6,48.2,19.6,12.5
E00150610,38,33.7,16,12.3
E00150793,30.9,28.2,17.3,23.6
E00150795,29.5,33.3,13.3,23.8
E00174343,23.4,21,13.7,41.9
E00174361,17.1,40,16.4,26.4
E00174380,40,26.7,20,13.3
E00174383,45,33.3,14.4,7.2
E00174391,25.6,38.3,21.8,14.3
E00174402,18.9,26.8,21.3,33.1
E00174410,21,34.3,22.4,22.4
E00174411,10.2,43.3,15,31.5
E00174419,9.9,48.3,14,27.9
E00174420,11.5,44.2,18.2,26.1
E00174424,16.2,33.3,18.1,32.4
E00174425,11.8,35.5,15.1,37.6
E00184551,19.5,41.6,12.3,26.6
E00184555,36.6,30.4,17,16.1
E00184568,19.5,38.4,18.9,23.3
E00184569,50.8,32.8,9.8,6.6
E00184577,12,50,22,16
E00184583,20.2,40.4,22,17.4
E00184584,14.2,48.1,17.9,19.8
E00184586,19.1,34.2,19.1,27.6
E00184599,23.3,37.5,24.4,14.8
E00184607,20.3,39.2,14.3,26.2
E00184611,29.9,44,14.2,11.9
E00184612,31.3,45.2,13,10.4
E00184614,54.8,35.6,4.8,4.8
E00184622,33.3,33.3,17.8,15.5
E00184623,23,24.4,23.7,28.9
E00184630,52.1,26,14.2,7.7
E00184632,15.6,37.6,17.3,29.5
E00184633,25.9,25.9,34,14.3
E00184634,15.7,40.7,22.1,21.4
