areacd,heating_type_3a-001,heating_type_3a-002
E00092757,2.5,97.5
E00092758,0,100
E00092759,0,100
E00092760,0,100
E00092761,0,100
E00092763,0,100
E00092764,0,100
E00092765,0.8,99.2
E00092766,0,100
E00092767,0.7,99.3
E00092768,0.6,99.4
E00092769,1.7,98.3
E00092770,0,100
E00092771,0,100
E00092772,1.5,98.5
E00092773,1,99
E00092774,0,100
E00092775,1.5,98.5
E00092776,0,100
E00092777,0,100
E00092778,0,100
E00092779,0,100
E00092780,0,100
E00092781,0,100
E00092782,2.5,97.5
E00092783,1.7,98.3
E00092784,0.7,99.3
E00092785,0.9,99.1
E00092786,0.7,99.3
E00092787,0,100
E00092788,0.7,99.3
E00092790,0.8,99.2
E00092791,1.6,98.4
E00092792,0.8,99.2
E00092793,0,100
E00092794,0,100
E00092795,0,100
E00092796,0,100
E00092797,0.4,99.6
E00092937,0.9,99.1
E00092938,0,100
E00092943,0.9,99.1
E00092986,0,100
E00092992,0,100
E00092993,0,100
E00092998,2.1,97.9
E00093002,0,100
E00093003,0,100
E00093071,0.8,99.2
E00093072,2.3,97.7
E00093073,0,100
E00093074,0.9,99.1
E00093075,2.3,97.7
E00093076,4.7,95.3
E00093077,2.1,97.9
E00093078,2.4,97.6
E00093080,0.6,99.4
E00093081,1.6,98.4
E00093082,1.5,98.5
E00093083,0.8,99.2
E00093084,3.2,96.8
E00093085,4.6,95.4
E00093086,3.3,96.7
E00093087,2.7,97.3
E00093088,0,100
E00093089,0,100
E00093144,2.9,97.1
E00093145,2.1,97.9
E00093146,3.7,96.3
E00093147,1.6,98.4
E00093148,0.8,99.2
E00093149,4.6,95.4
E00093150,0,100
E00093151,3.2,96.8
E00093152,1.5,98.5
E00093153,1.4,98.6
E00093154,2.4,97.6
E00093155,2.3,97.7
E00093156,0,100
E00093157,2.4,97.6
E00093158,1.6,98.4
E00093160,2,98
E00093161,0,100
E00093162,3.3,96.7
E00093163,4.1,95.9
E00093164,1.4,98.6
E00093165,1.6,98.4
E00093166,3.3,96.7
E00093167,6.5,93.5
E00093168,0.5,99.5
E00093169,3.4,96.6
E00093170,1,99
E00093171,4.1,95.9
E00093172,3.5,96.5
E00093173,2.2,97.8
E00093174,0,100
E00093175,1.1,98.9
E00093176,0.9,99.1
E00093177,4.4,95.6
E00093178,0,100
E00093179,0,100
E00093181,2.7,97.3
E00093182,1.6,98.4
E00093183,0,100
E00093184,2.7,97.3
E00093185,2.3,97.7
E00093186,3.5,96.5
E00093187,2.7,97.3
E00093189,5.4,94.6
E00093190,5.9,94.1
E00093191,2.2,97.8
E00093192,5.1,94.9
E00093193,2.5,97.5
E00093194,0,100
E00093195,4.3,95.7
E00093196,0.7,99.3
E00093197,0,100
E00093198,0,100
E00093199,0,100
E00093200,0,100
E00093201,0.7,99.3
E00093202,0.7,99.3
E00093203,0,100
E00093204,1.7,98.3
E00093205,0.7,99.3
E00093206,0.9,99.1
E00093207,2,98
E00093208,0,100
E00093209,0,100
E00093210,4.5,95.5
E00093211,0,100
E00093212,0,100
E00093213,0,100
E00093214,0.8,99.2
E00093215,1.8,98.2
E00093216,0,100
E00093217,1.6,98.4
E00093219,3.7,96.3
E00093220,5.3,94.7
E00093221,2.9,97.1
E00093222,0.7,99.3
E00093223,0,100
E00093224,1.4,98.6
E00093226,1.2,98.8
E00093229,0,100
E00093230,2.5,97.5
E00093233,0.8,99.2
E00093235,0,100
E00093236,1.6,98.4
E00093237,1.3,98.7
E00093238,0.8,99.2
E00093239,2.4,97.6
E00093240,1.5,98.5
E00093241,2.6,97.4
E00093242,0,100
E00093243,0.7,99.3
E00093244,0,100
E00093245,1.6,98.4
E00093246,0,100
E00093247,0.8,99.2
E00093248,0,100
E00093251,2.1,97.9
E00093252,4.5,95.5
E00093253,0,100
E00093291,1.7,98.3
E00093292,5.3,94.7
E00093293,2.1,97.9
E00093294,3.8,96.2
E00093295,1.2,98.8
E00093296,2.3,97.7
E00093297,3.8,96.2
E00093298,2.7,97.3
E00093299,7.7,92.3
E00093300,0,100
E00093301,0.8,99.2
E00093302,3.1,96.9
E00093303,2.4,97.6
E00093304,2.3,97.7
E00093305,7.2,92.8
E00093306,1.4,98.6
E00093307,2.3,97.7
E00093308,2.3,97.7
E00093309,0.7,99.3
E00093323,0.8,99.2
E00093324,1.1,98.9
E00093325,1.2,98.8
E00093326,0.4,99.6
E00093328,0,100
E00093329,0.8,99.2
E00093330,0.5,99.5
E00093331,0,100
E00093332,0.8,99.2
E00093333,0,100
E00093334,0,100
E00093335,0,100
E00093336,0,100
E00093337,1.6,98.4
E00093339,2.7,97.3
E00093341,1.2,98.8
E00093342,4,96
E00093344,0,100
E00093345,0.6,99.4
E00093346,6.5,93.5
E00093350,1,99
E00093351,0.8,99.2
E00093352,0.8,99.2
E00093353,2.4,97.6
E00093354,0.8,99.2
E00093355,2,98
E00093356,0.8,99.2
E00093357,0.8,99.2
E00093358,0,100
E00093359,2.9,97.1
E00093360,2.4,97.6
E00093361,1.8,98.2
E00093362,2.5,97.5
E00093363,2.2,97.8
E00093364,1.5,98.5
E00093365,0.8,99.2
E00093367,0.6,99.4
E00093368,0,100
E00093380,0,100
E00093381,0,100
E00093382,0,100
E00093383,0,100
E00093384,0.8,99.2
E00093385,0.8,99.2
E00093386,0.7,99.3
E00093387,0,100
E00093388,0,100
E00093403,1.3,98.7
E00093416,0,100
E00093426,1.8,98.2
E00093430,1,99
E00093431,0.8,99.2
E00093432,0,100
E00093438,0,100
E00093439,0,100
E00093440,2.2,97.8
E00093441,0,100
E00093442,0,100
E00093443,0.8,99.2
E00150480,0,100
E00150481,0.8,99.2
E00150483,0.8,99.2
E00150485,0,100
E00150486,0.8,99.2
E00150487,0,100
E00150488,2.3,97.7
E00150489,2.8,97.2
E00150492,1.7,98.3
E00150493,0,100
E00150494,1.5,98.5
E00150495,0,100
E00150496,1.8,98.2
E00150497,0,100
E00150498,0,100
E00150499,0.8,99.2
E00150598,0.9,99.1
E00150599,3.1,96.9
E00150600,1.7,98.3
E00150601,0.7,99.3
E00150602,0.8,99.2
E00150603,0.7,99.3
E00150604,0,100
E00150605,1.1,98.9
