areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00092757,50.4,1.6,48
E00092758,47.4,2.1,50.4
E00092759,46.2,0.4,53.4
E00092760,54.8,1.8,43.5
E00092761,49.6,1.5,48.9
E00092763,41.2,0.4,58.4
E00092764,44.8,2.7,52.5
E00092765,52.2,1.4,46.4
E00092766,42.8,0,57.2
E00092767,49.6,1.8,48.7
E00092768,64.4,2.1,33.5
E00092769,41.1,1.1,57.8
E00092770,52.5,0.8,46.6
E00092771,52.7,2,45.2
E00092772,53.5,3.5,43
E00092773,43.3,3.3,53.3
E00092774,48.1,1.7,50.2
E00092775,55.6,2.1,42.3
E00092776,58.1,1.3,40.7
E00092777,55.5,1.6,43
E00092778,44.4,4.4,51.2
E00092779,56.7,1.7,41.7
E00092780,48,4.1,48
E00092781,36.4,3.6,60
E00092782,46.2,3.6,50.2
E00092783,40.5,6.3,53.2
E00092784,64.8,3.4,31.8
E00092785,51.4,1.8,46.8
E00092786,45.9,0.4,53.7
E00092787,55.6,4.1,40.2
E00092788,59.8,3.7,36.5
E00092790,59.8,0.4,39.8
E00092791,57.3,3.2,39.5
E00092792,48.8,0.9,50.2
E00092793,59,0.4,40.6
E00092794,69.8,1.1,29.1
E00092795,39.5,3.1,57.4
E00092796,59.6,1.8,38.7
E00092797,69,2.5,28.5
E00092937,54.1,1.8,44.1
E00092938,36.3,0,63.7
E00092943,65.8,0.5,33.8
E00092986,63.6,0.4,36
E00092992,57.1,1.5,41.3
E00092993,64.9,0,35.1
E00092998,56.6,3.7,39.8
E00093002,54.2,1.8,44
E00093003,53.9,2.7,43.4
E00093071,67.6,3.7,28.7
E00093072,65.7,2.4,31.9
E00093073,60.9,1.7,37.4
E00093074,70.3,2.9,26.8
E00093075,70.1,1.1,28.7
E00093076,58,1.2,40.9
E00093077,75.3,3.8,20.9
E00093078,53.1,4.1,42.7
E00093080,54.4,2.3,43.2
E00093081,65.8,3.5,30.7
E00093082,50.3,5,44.8
E00093083,53,3.2,43.8
E00093084,68.8,3.7,27.6
E00093085,70.9,4.2,24.9
E00093086,74.2,7.2,18.6
E00093087,73,1.9,25.2
E00093088,69.1,2.3,28.6
E00093089,66.1,2.7,31.2
E00093144,59.9,3.2,36.8
E00093145,55.5,4.9,39.6
E00093146,53.3,2.5,44.2
E00093147,37.8,0.5,61.7
E00093148,31.9,1.4,66.7
E00093149,60.3,4.5,35.2
E00093150,57.4,2,40.7
E00093151,52.5,4.2,43.3
E00093152,57.7,2.5,39.7
E00093153,50.8,7,42.2
E00093154,66.4,7.1,26.5
E00093155,60.9,3.5,35.7
E00093156,44.9,4.2,51
E00093157,53.1,3.1,43.8
E00093158,60.3,2.7,37
E00093160,52.8,9.4,37.7
E00093161,61,3.7,35.4
E00093162,65.3,6.8,27.9
E00093163,64.1,11.8,24.1
E00093164,61.2,2.4,36.4
E00093165,70.9,3.9,25.2
E00093166,60.2,4.9,35
E00093167,58.2,3.8,37.9
E00093168,38.6,5.2,56.2
E00093169,56.8,3.1,40.1
E00093170,56.9,3,40.1
E00093171,63.3,6.6,30.1
E00093172,63.4,12.2,24.4
E00093173,68,1.1,30.9
E00093174,55.1,1.4,43.5
E00093175,60.1,1.2,38.7
E00093176,71.4,3.3,25.3
E00093177,61.1,0,38.9
E00093178,50.5,2,47.5
E00093179,42.9,1.3,55.8
E00093181,47.5,3.4,49.1
E00093182,57.2,4.7,38.1
E00093183,63.5,3.2,33.3
E00093184,67.2,3.2,29.6
E00093185,63.9,5.9,30.2
E00093186,63.4,5.9,30.7
E00093187,47.9,6.2,46
E00093189,62.9,7.2,29.9
E00093190,63.7,3.3,33
E00093191,61,6.4,32.5
E00093192,54.5,7,38.5
E00093193,62.5,4.5,33
E00093194,59.9,6.9,33.2
E00093195,59.6,3,37.4
E00093196,66.7,3.4,30
E00093197,58.4,1.8,39.8
E00093198,46.9,2.9,50.2
E00093199,58.7,2.5,38.8
E00093200,64.1,1.1,34.7
E00093201,52.9,1.6,45.5
E00093202,52.9,0,47.1
E00093203,62.8,1,36.1
E00093204,26,2.8,71.3
E00093205,49.4,2.4,48.2
E00093206,62.3,1.6,36.2
E00093207,63,1.1,35.9
E00093208,52.1,0.3,47.6
E00093209,62.2,1.6,36.2
E00093210,56.2,0,43.8
E00093211,59.3,2.9,37.8
E00093212,63.1,1.8,35.1
E00093213,62.2,2.2,35.6
E00093214,60.6,1.7,37.8
E00093215,75.7,0.4,23.9
E00093216,58,1.9,40.1
E00093217,64,2.3,33.8
E00093219,52.4,1.9,45.7
E00093220,55.8,1.9,42.2
E00093221,67.7,2.4,29.9
E00093222,61.4,4.6,34
E00093223,67.1,0,32.9
E00093224,70.5,4,25.5
E00093226,64.6,2.9,32.5
E00093229,73.5,1.1,25.4
E00093230,70.1,3.3,26.6
E00093233,69.6,2.7,27.7
E00093235,76.8,2.8,20.4
E00093236,58.6,4.6,36.8
E00093237,51.6,4.2,44.2
E00093238,53.8,5.4,40.7
E00093239,60.9,4.3,34.8
E00093240,57.8,6.7,35.4
E00093241,58,2.1,39.9
E00093242,60.6,2,37.4
E00093243,46.9,2.3,50.8
E00093244,55.5,3.2,41.3
E00093245,57.3,4.2,38.5
E00093246,30.1,11.3,58.6
E00093247,19,3.8,77.1
E00093248,74.4,1.8,23.8
E00093251,67.4,3.4,29.3
E00093252,67.2,3.6,29.2
E00093253,61.9,3.7,34.4
E00093291,69.8,0.9,29.3
E00093292,66.8,5.1,28.1
E00093293,75.5,1.5,23
E00093294,39.2,7.2,53.6
E00093295,61.9,5.3,32.8
E00093296,72.6,3,24.5
E00093297,68,6.8,25.2
E00093298,63.6,5.1,31.3
E00093299,66.2,4.3,29.5
E00093300,57.7,4.1,38.2
E00093301,63.3,2.9,33.8
E00093302,74.1,3.6,22.3
E00093303,73,3,24.1
E00093304,67,3.4,29.6
E00093305,65.2,4.1,30.7
E00093306,70.9,4.2,24.9
E00093307,64,5.4,30.7
E00093308,55.6,8.3,36.1
E00093309,60.9,3.7,35.4
E00093323,55.8,2.1,42.1
E00093324,57.4,2.7,39.9
E00093325,69,2,29
E00093326,72.1,1.6,26.3
E00093328,53.7,2,44.3
E00093329,54.5,2.3,43.2
E00093330,54.1,1.8,44.1
E00093331,60.6,0,39.4
E00093332,51.8,0.4,47.8
E00093333,56.6,2.5,40.9
E00093334,58.3,2.4,39.3
E00093335,42.5,1.8,55.7
E00093336,44,0.5,55.4
E00093337,57.4,4.4,38.2
E00093339,60.1,2.4,37.5
E00093341,70.4,5.3,24.3
E00093342,60.9,2.9,36.2
E00093344,67.2,0.4,32.3
E00093345,59.6,1.4,39
E00093346,59.6,3.5,36.8
E00093350,59.5,0.8,39.7
E00093351,46.4,3.4,50.2
E00093352,70.8,0.9,28.3
E00093353,53.8,1.8,44.4
E00093354,62.3,0.7,37
E00093355,64.1,3.6,32.3
E00093356,25.3,1.6,73.2
E00093357,46.6,1.4,52.1
E00093358,38.2,2.3,59.4
E00093359,56,0.4,43.6
E00093360,52.3,4.1,43.6
E00093361,62,5.6,32.4
E00093362,57.5,5.3,37.2
E00093363,43.7,0,56.3
E00093364,49.5,0.5,50
E00093365,38.8,2.5,58.8
E00093367,39.8,2.2,58
E00093368,66,0.7,33.3
E00093380,64.1,1.3,34.6
E00093381,54.7,0,45.3
E00093382,61.4,2,36.6
