areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00092757,69.4,30.6
E00092758,64.8,35.2
E00092759,67.5,32.5
E00092760,61.6,38.4
E00092761,67.9,32.1
E00092763,60.7,39.3
E00092764,61.4,38.6
E00092765,48.9,51.1
E00092766,64.9,35.1
E00092767,43.6,56.4
E00092768,53.4,46.6
E00092769,43.6,56.4
E00092770,54.7,45.3
E00092771,56.2,43.8
E00092772,52.9,47.1
E00092773,33.3,66.7
E00092774,59.6,40.4
E00092775,51.7,48.3
E00092776,50.9,49.1
E00092777,49.6,50.4
E00092778,60.2,39.8
E00092779,45,55
E00092780,35.9,64.1
E00092781,36.4,63.6
E00092782,27.1,72.9
E00092783,24.7,75.3
E00092784,42.2,57.8
E00092785,59.5,40.5
E00092786,70.1,29.9
E00092787,67.2,32.8
E00092788,51.7,48.3
E00092790,63.5,36.5
E00092791,47.4,52.6
E00092792,50.5,49.5
E00092793,60.8,39.2
E00092794,41.3,58.7
E00092795,36.2,63.8
E00092796,45.8,54.2
E00092797,47.4,52.6
E00092937,66.2,33.8
E00092938,62.6,37.4
E00092943,60.6,39.4
E00092986,63.9,36.1
E00092992,49.6,50.4
E00092993,60.5,39.5
E00092998,51.6,48.4
E00093002,58.7,41.3
E00093003,52,48
E00093071,30.9,69.1
E00093072,36.9,63.1
E00093073,56.3,43.7
E00093074,32.6,67.4
E00093075,42.1,57.9
E00093076,46.1,53.9
E00093077,33.7,66.3
E00093078,33.3,66.7
E00093080,27.1,72.9
E00093081,35.4,64.6
E00093082,16.7,83.3
E00093083,23.4,76.6
E00093084,22.8,77.2
E00093085,28.7,71.3
E00093086,30.7,69.3
E00093087,34.5,65.5
E00093088,53.8,46.2
E00093089,53.5,46.5
E00093144,42.5,57.5
E00093145,39,61
E00093146,37.6,62.4
E00093147,45,55
E00093148,61.7,38.3
E00093149,36.9,63.1
E00093150,51.2,48.8
E00093151,43.8,56.2
E00093152,37.2,62.8
E00093153,34.2,65.8
E00093154,36.7,63.3
E00093155,28.3,71.7
E00093156,46.2,53.8
E00093157,38.9,61.1
E00093158,30.3,69.7
E00093160,20,80
E00093161,37.8,62.2
E00093162,33.5,66.5
E00093163,27.3,72.7
E00093164,38.4,61.6
E00093165,36.5,63.5
E00093166,25.7,74.3
E00093167,27.1,72.9
E00093168,22.4,77.6
E00093169,43,57
E00093170,25.5,74.5
E00093171,28.4,71.6
E00093172,20.9,79.1
E00093173,55.5,44.5
E00093174,61.8,38.2
E00093175,62.4,37.6
E00093176,49,51
E00093177,56.8,43.2
E00093178,48.3,51.7
E00093179,72.7,27.3
E00093181,49.1,50.9
E00093182,26.8,73.2
E00093183,25.3,74.7
E00093184,28.9,71.1
E00093185,23.4,76.6
E00093186,28.8,71.2
E00093187,21.7,78.3
E00093189,21.9,78.1
E00093190,29.3,70.7
E00093191,29,71
E00093192,24.4,75.6
E00093193,38.5,61.5
E00093194,21.2,78.8
E00093195,38.6,61.4
E00093196,46.1,53.9
E00093197,66.4,33.6
E00093198,61.4,38.6
E00093199,59.8,40.2
E00093200,46.6,53.4
E00093201,45.1,54.9
E00093202,54.4,45.6
E00093203,62.2,37.8
E00093204,40.6,59.4
E00093205,53.9,46.1
E00093206,56.1,43.9
E00093207,50.9,49.1
E00093208,62.3,37.7
E00093209,63.2,36.8
E00093210,60.1,39.9
E00093211,63.1,36.9
E00093212,52.9,47.1
E00093213,50.7,49.3
E00093214,54.9,45.1
E00093215,46.7,53.3
E00093216,48.8,51.2
E00093217,50.7,49.3
E00093219,31.1,68.9
E00093220,45.3,54.7
E00093221,46.8,53.2
E00093222,44.7,55.3
E00093223,61.4,38.6
E00093224,52,48
E00093226,44.1,55.9
E00093229,47.1,52.9
E00093230,48.1,51.9
E00093233,61.2,38.8
E00093235,51.1,48.9
E00093236,39.7,60.3
E00093237,33.2,66.8
E00093238,35.3,64.7
E00093239,36.6,63.4
E00093240,24.9,75.1
E00093241,41.9,58.1
E00093242,49.2,50.8
E00093243,43.1,56.9
E00093244,32.5,67.5
E00093245,39.5,60.5
E00093246,34.9,65.1
E00093247,33.2,66.8
E00093248,48.7,51.3
E00093251,41.9,58.1
E00093252,33.1,66.9
E00093253,39.2,60.8
E00093291,48.1,51.9
E00093292,31,69
E00093293,31.5,68.5
E00093294,20.4,79.6
E00093295,36.6,63.4
E00093296,32.2,67.8
E00093297,26.7,73.3
E00093298,48.4,51.6
E00093299,30.5,69.5
E00093300,49.3,50.7
E00093301,48.7,51.3
E00093302,33.6,66.4
E00093303,31.2,68.8
E00093304,28.7,71.3
E00093305,32.2,67.8
E00093306,22,78
E00093307,47.9,52.1
E00093308,22.1,77.9
E00093309,39.9,60.1
E00093323,50.2,49.8
E00093324,47.6,52.4
E00093325,46,54
E00093326,51.3,48.7
E00093328,40,60
E00093329,43.8,56.2
E00093330,45,55
E00093331,55.9,44.1
E00093332,56.2,43.8
E00093333,52.3,47.7
E00093334,49.1,50.9
E00093335,54.1,45.9
E00093336,45.1,54.9
E00093337,23.8,76.2
E00093339,37,63
E00093341,28.1,71.9
E00093342,38.4,61.6
E00093344,42.4,57.6
E00093345,46.5,53.5
E00093346,30.4,69.6
E00093350,46.4,53.6
E00093351,51.5,48.5
E00093352,49.1,50.9
E00093353,52,48
E00093354,51.1,48.9
E00093355,15.9,84.1
E00093356,52.6,47.4
E00093357,51.8,48.2
E00093358,56.2,43.8
