areacd,country_of_birth_3a-001,country_of_birth_3a-002
E00092757,97.1,2.9
E00092758,97.4,2.6
E00092759,99.3,0.7
E00092760,97.3,2.7
E00092761,97,3
E00092763,95.4,4.6
E00092764,95.8,4.2
E00092765,95,5
E00092766,96.2,3.8
E00092767,96.9,3.1
E00092768,96.6,3.4
E00092769,94.9,5.1
E00092770,98.2,1.8
E00092771,93,7
E00092772,96.7,3.3
E00092773,96.9,3.1
E00092774,97,3
E00092775,94.2,5.8
E00092776,94.9,5.1
E00092777,96.9,3.1
E00092778,96.4,3.6
E00092779,94.7,5.3
E00092780,93.7,6.3
E00092781,95.9,4.1
E00092782,93.7,6.3
E00092783,93.2,6.8
E00092784,93.1,6.9
E00092785,97.3,2.7
E00092786,96.1,3.9
E00092787,99.1,0.9
E00092788,95.1,4.9
E00092790,96.8,3.2
E00092791,95,5
E00092792,98.7,1.3
E00092793,98.7,1.3
E00092794,92.5,7.5
E00092795,96,4
E00092796,93.8,6.2
E00092797,96.5,3.5
E00092937,96.1,3.9
E00092938,97.2,2.8
E00092943,97.6,2.4
E00092986,95.4,4.6
E00092992,99.7,0.3
E00092993,98.8,1.2
E00092998,96.4,3.6
E00093002,98.4,1.6
E00093003,96,4
E00093071,79.6,20.4
E00093072,75,25
E00093073,92.6,7.4
E00093074,82.6,17.4
E00093075,88.9,11.1
E00093076,90.6,9.4
E00093077,51.9,48.1
E00093078,74,26
E00093080,83.3,16.7
E00093081,78,22
E00093082,86.7,13.3
E00093083,81,19
E00093084,47.2,52.8
E00093085,59.7,40.3
E00093086,42.7,57.3
E00093087,62.3,37.7
E00093088,94.4,5.6
E00093089,95.7,4.3
E00093144,89.4,10.6
E00093145,92.1,7.9
E00093146,74.5,25.5
E00093147,88.8,11.2
E00093148,93.7,6.3
E00093149,85.9,14.1
E00093150,84.8,15.2
E00093151,93.5,6.5
E00093152,90,10
E00093153,90.5,9.5
E00093154,86.1,13.9
E00093155,79.1,20.9
E00093156,84.7,15.3
E00093157,86.3,13.7
E00093158,73.8,26.2
E00093160,80.1,19.9
E00093161,85.5,14.5
E00093162,87.4,12.6
E00093163,83.9,16.1
E00093164,87.5,12.5
E00093165,70.8,29.2
E00093166,73.2,26.8
E00093167,57.7,42.3
E00093168,82.6,17.4
E00093169,74.8,25.2
E00093170,65.8,34.2
E00093171,79.3,20.7
E00093172,65.9,34.1
E00093173,95.4,4.6
E00093174,95.7,4.3
E00093175,93.1,6.9
E00093176,95.2,4.8
E00093177,97.2,2.8
E00093178,94.2,5.8
E00093179,97,3
E00093181,97.6,2.4
E00093182,73.3,26.7
E00093183,67.8,32.2
E00093184,68.3,31.7
E00093185,61.5,38.5
E00093186,61.1,38.9
E00093187,73.3,26.7
E00093189,58.4,41.6
E00093190,70.6,29.4
E00093191,78.5,21.5
E00093192,84.1,15.9
E00093193,85,15
E00093194,66.5,33.5
E00093195,82.2,17.8
E00093196,97.5,2.5
E00093197,96.7,3.3
E00093198,95.4,4.6
E00093199,95.7,4.3
E00093200,91.4,8.6
E00093201,97.6,2.4
E00093202,96.4,3.6
E00093203,97.1,2.9
E00093204,92.2,7.8
E00093205,97.7,2.3
E00093206,95.1,4.9
E00093207,97.9,2.1
E00093208,94.5,5.5
E00093209,97.2,2.8
E00093210,95.7,4.3
E00093211,96.6,3.4
E00093212,97.4,2.6
E00093213,96.9,3.1
E00093214,96.1,3.9
E00093215,97,3
E00093216,95.7,4.3
E00093217,91.6,8.4
E00093219,94.1,5.9
E00093220,89,11
E00093221,91.9,8.1
E00093222,97.2,2.8
E00093223,92.5,7.5
E00093224,96.7,3.3
E00093226,94.9,5.1
E00093229,96.2,3.8
E00093230,96,4
E00093233,95.2,4.8
E00093235,93.4,6.6
E00093236,82.2,17.8
E00093237,82.8,17.2
E00093238,86.7,13.3
E00093239,85.9,14.1
E00093240,83.9,16.1
E00093241,89.8,10.2
E00093242,91.2,8.8
E00093243,95.9,4.1
E00093244,88.5,11.5
E00093245,85,15
E00093246,87.9,12.1
E00093247,92.5,7.5
E00093248,97.5,2.5
E00093251,92.4,7.6
E00093252,91.2,8.8
E00093253,95.5,4.5
E00093291,88,12
E00093292,51.8,48.2
E00093293,54.8,45.2
E00093294,70.8,29.2
E00093295,50.9,49.1
E00093296,49.5,50.5
E00093297,44.8,55.2
E00093298,91.9,8.1
E00093299,49.3,50.7
E00093300,89.6,10.4
E00093301,98.1,1.9
E00093302,40.2,59.8
E00093303,63.1,36.9
E00093304,37.7,62.3
E00093305,53.9,46.1
E00093306,39.1,60.9
E00093307,85.3,14.7
E00093308,31.9,68.1
E00093309,79.3,20.7
E00093323,98.9,1.1
E00093324,99,1
E00093325,95.5,4.5
E00093326,96.2,3.8
E00093328,91.3,8.7
E00093329,94.9,5.1
E00093330,96.4,3.6
E00093331,95.4,4.6
E00093332,96.8,3.2
E00093333,96.4,3.6
E00093334,95.7,4.3
E00093335,97.9,2.1
E00093336,98,2
E00093337,72.3,27.7
E00093339,72.4,27.6
E00093341,43.8,56.2
E00093342,73.3,26.7
E00093344,84.6,15.4
E00093345,90.7,9.3
E00093346,76.8,23.2
E00093350,95.8,4.3
E00093351,93.1,6.9
E00093352,93.9,6.1
E00093353,96.1,3.9
E00093354,92,8
E00093355,93,7
E00093356,97.4,2.6
E00093357,91.9,8.1
E00093358,95.2,4.8
E00093359,95.4,4.6
E00093360,84.6,15.4
E00093361,88.5,11.5
E00093362,83.3,16.7
E00093363,92.5,7.5
E00093364,93,7
E00093365,95.3,4.7
E00093367,92,8
E00093368,94.4,5.6
E00093380,95.2,4.8
E00093381,96.2,3.8
E00093382,95.4,4.6
E00093383,95.1,4.9
E00093384,95.9,4.1
E00093385,96.9,3.1
E00093386,93.3,6.7
E00093387,90.3,9.7
E00093388,97.2,2.8
E00093403,94.4,5.6
E00093416,90.2,9.8
E00093426,96.2,3.8
E00093430,95.3,4.7
E00093431,98.3,1.7
E00093432,93.8,6.2
E00093438,94.2,5.8
E00093439,96.5,3.5
E00093440,98.2,1.8
E00093441,96.8,3.2
E00093442,97.4,2.6
E00093443,97,3
E00150480,97.9,2.1
E00150481,96.5,3.5
E00150483,92.9,7.1
E00150485,98,2
E00150486,98.4,1.6
E00150487,96.4,3.6
E00150488,97.9,2.1
E00150489,98.2,1.8
E00150492,95.5,4.5
E00150493,97.3,2.7
E00150494,95.9,4.1
E00150495,98.4,1.6
E00150496,97.6,2.4
E00150497,99,1
E00150498,99.3,0.7
E00150499,96.1,3.9
E00150598,94.4,5.6
E00150599,99.4,0.6
E00150600,96.6,3.4
E00150601,99.3,0.7
E00150602,96.9,3.1
E00150603,96.5,3.5
E00150604,99,1
E00150605,98.5,1.5
E00150606,95.3,4.7
E00150607,95,5
E00150608,97,3
E00150609,96.3,3.7
E00150610,98.5,1.5
E00150793,88.7,11.3
E00150795,94.7,5.3
E00174343,68.8,31.2
E00174361,88,12
E00174380,85.5,14.5
E00174383,43,57
E00174391,65.2,34.8
E00174402,84,16
E00174410,87.7,12.3
E00174411,93.9,6.1
E00174419,93.6,6.4
E00174420,92.2,7.8
E00174424,94.3,5.7
E00174425,87.8,12.2
E00184551,53.7,46.3
E00184555,93.9,6.1
E00184568,93.2,6.8
E00184569,79.6,20.4
E00184577,82.8,17.2
E00184583,95.3,4.7
E00184584,89.1,10.9
E00184586,95.8,4.3
E00184599,93.3,6.7
E00184607,96.5,3.5
E00184611,97.3,2.7
E00184612,97.9,2.1
E00184614,47.3,52.7
E00184622,87.1,12.9
E00184623,58.6,41.4
E00184630,49.7,50.3
E00184632,96,4
E00184633,73.2,26.8
E00184634,84.8,15.2
