areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00008147,32.6,67.4
E00008148,38.4,61.6
E00008149,17.3,82.7
E00008153,31,69
E00008159,45.5,54.5
E00008161,33.6,66.4
E00008164,36.3,63.7
E00008165,34,66
E00008166,32.2,67.8
E00008167,53.4,46.6
E00008168,20.5,79.5
E00008169,35.1,64.9
E00008170,57.2,42.8
E00008171,46.6,53.4
E00008172,30.6,69.4
E00008173,55.6,44.4
E00008174,45.8,54.2
E00008175,38.8,61.2
E00008176,50.2,49.8
E00008177,32.5,67.5
E00008178,29.4,70.6
E00008179,53.3,46.7
E00008180,43.1,56.9
E00008181,32.3,67.7
E00008182,54.3,45.7
E00008183,25.9,74.1
E00008184,33.6,66.4
E00008185,33.8,66.2
E00008186,34.5,65.5
E00008187,31.4,68.6
E00016159,49.4,50.6
E00016162,40.7,59.3
E00016163,38.7,61.3
E00016164,29.8,70.2
E00016165,37.9,62.1
E00016168,31.3,68.7
E00016169,57.1,42.9
E00016170,24,76
E00016172,22.7,77.3
E00016175,20.6,79.4
E00016176,50.4,49.6
E00016177,33,67
E00016181,24.1,75.9
E00016182,42.2,57.8
E00016184,31.7,68.3
E00016186,34.1,65.9
E00016193,25.5,74.5
E00016194,26.9,73.1
E00016198,23.6,76.4
E00016200,28.8,71.2
E00016202,20.2,79.8
E00016205,36.2,63.8
E00016208,18.5,81.5
E00016209,24.4,75.6
E00016210,24.1,75.9
E00016211,22.2,77.8
E00016212,26.8,73.2
E00016213,23.4,76.6
E00016214,32.9,67.1
E00016215,27.1,72.9
E00016216,31.5,68.5
E00016217,28.2,71.8
E00016218,30.8,69.2
E00016219,22.5,77.5
E00016220,27.5,72.5
E00016221,23.2,76.8
E00016222,26.8,73.2
E00016223,24.1,75.9
E00016224,21.3,78.7
E00016225,19.2,80.8
E00016226,34.8,65.2
E00016227,25.7,74.3
E00016228,33.5,66.5
E00016229,31.1,68.9
E00016230,28.1,71.9
E00016231,27.3,72.7
E00016232,32.1,67.9
E00016233,21.4,78.6
E00016235,20.2,79.8
E00016237,24.2,75.8
E00016238,21.6,78.4
E00016239,20.5,79.5
E00016241,31.3,68.8
E00016244,26.1,73.9
E00016245,22.3,77.7
E00016246,42.9,57.1
E00016247,19.6,80.4
E00016248,27.9,72.1
E00016249,30,70
E00016250,25.7,74.3
E00016252,29.6,70.4
E00016253,20,80
E00016254,42.5,57.5
E00016255,30.9,69.1
E00016309,27.3,72.7
E00016323,28.4,71.6
E00016324,28.9,71.1
E00016325,25.9,74.1
E00016326,38.7,61.3
E00016327,35.4,64.6
E00016328,34.1,65.9
E00016330,28.1,71.9
E00016396,24,76
E00016428,14.1,85.9
E00016429,36.9,63.1
E00016430,27.1,72.9
E00016543,25.2,74.8
E00016544,36.8,63.2
E00016545,34.4,65.6
E00016546,28.6,71.4
E00016547,39.5,60.5
E00016548,42.1,57.9
E00016549,51.4,48.6
E00016550,30,70
E00016551,53.7,46.3
E00016552,30.2,69.8
E00016553,45.6,54.4
E00016557,31.6,68.4
E00016559,29.2,70.8
E00016560,28.3,71.7
E00016562,26.5,73.5
E00016563,31.1,68.9
E00016564,40.5,59.5
E00016565,21.1,78.9
E00016566,22.9,77.1
E00016567,21,79
E00016569,38.5,61.5
E00016571,41.4,58.6
E00016572,29.6,70.4
E00016573,45.1,54.9
E00016574,33.1,66.9
E00016575,37,63
E00016576,32.5,67.5
E00016577,42.5,57.5
E00016578,40.2,59.8
E00016580,24.3,75.7
E00016583,31.4,68.6
E00016584,35.9,64.1
E00016587,34.6,65.4
E00016596,43.1,56.9
E00016598,33.7,66.3
E00016623,23.5,76.5
E00016628,27.5,72.5
E00016629,25.6,74.4
E00016633,25.1,74.9
