areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00008147,13.7,24.1,54.2,8
E00008148,12.4,22.9,58.2,6.5
E00008149,11.4,8.2,61.4,19.1
E00008153,15.1,17.1,59.3,8.5
E00008159,13,10,59,18
E00008161,6.9,10,65.6,17.5
E00008164,4.8,11,62.3,21.9
E00008165,7.9,16.2,55.9,20.1
E00008166,12.9,23.3,46.6,17.2
E00008167,10.7,10.2,56.6,22.4
E00008168,17.2,20.7,55.2,6.9
E00008169,8.5,8.5,65.2,17.7
E00008170,9,11.6,45.8,33.5
E00008171,7.3,8.5,54.5,29.7
E00008172,11.1,6.2,61.8,20.9
E00008173,6.9,18.1,50,25
E00008174,11.4,12.8,46.3,29.5
E00008175,9.7,14.5,58.1,17.7
E00008176,9.2,10.9,60.3,19.5
E00008177,12.1,9.7,55.8,22.4
E00008178,9.7,15,58.4,16.8
E00008179,13,10.7,59.5,16.8
E00008180,8,8,62.3,21.7
E00008181,4.8,7.5,68.5,19.2
E00008182,7.2,8.4,54.2,30.1
E00008183,10.6,15.9,60.2,13.3
E00008184,5.3,12.5,61.2,21.1
E00008185,9.4,17.9,56.1,16.5
E00008186,11.7,18.9,61.3,8.1
E00008187,7.7,30.8,49.2,12.3
E00016159,5.7,10.4,58.9,25
E00016162,8.4,14,58,19.6
E00016163,10.5,10.5,57.9,21.1
E00016164,12,19,61.3,7.7
E00016165,6.2,9.9,65.8,18
E00016168,12,7,66,15
E00016169,14.1,22.7,43.8,19.5
E00016170,9.1,22.7,61.4,6.8
E00016172,9.2,13.1,62.3,15.4
E00016175,10.1,18.4,61.5,10.1
E00016176,8.3,11,60.8,19.9
E00016177,8.3,12.8,60.2,18.8
E00016181,13,24.6,54.3,8
E00016182,8.7,16.9,61,13.3
E00016184,6.4,12.8,67.4,13.4
E00016186,8.3,8.3,68.4,15
E00016193,10.4,16.6,64.4,8.6
E00016194,13.5,16.1,65.2,5.2
E00016198,12,19.6,55.1,13.3
E00016200,14.2,18.9,59.5,7.4
E00016202,7.2,12.9,65,14.8
E00016205,9.8,9.8,56.9,23.5
E00016208,6.2,18.6,59.3,15.9
E00016209,15.2,21.5,54.3,9
E00016210,12.1,25.8,56.8,5.3
E00016211,12.2,20.4,53.7,13.6
E00016212,13.4,23.2,49.4,14
E00016213,11.8,18.8,57,12.4
E00016214,12.8,14.2,60.2,12.8
E00016215,9,19.1,52.7,19.1
E00016216,9,18,60.7,12.3
E00016217,8.5,17.9,60.2,13.4
E00016218,9.4,10.6,64.4,15.6
E00016219,8.4,16.8,65.9,8.9
E00016220,7.7,12.2,69.2,10.9
