areacd,sex-001,sex-002
E00008147,50.1,49.9
E00008148,54.7,45.3
E00008149,47.7,52.3
E00008153,58.6,41.4
E00008159,53.5,46.5
E00008161,51,49
E00008164,51.1,48.9
E00008165,48.8,51.2
E00008166,54.8,45.2
E00008167,50.5,49.5
E00008168,61.9,38.1
E00008169,51.8,48.2
E00008170,51.1,48.9
E00008171,48.1,51.9
E00008172,48.5,51.5
E00008173,49.5,50.5
E00008174,49.7,50.3
E00008175,50.5,49.5
E00008176,53.2,46.8
E00008177,46.5,53.5
E00008178,56.6,43.4
E00008179,49.4,50.6
E00008180,49,51
E00008181,50.6,49.4
E00008182,49.5,50.5
E00008183,57.6,42.4
E00008184,48.3,51.7
E00008185,53.1,46.9
E00008186,54.2,45.8
E00008187,48.4,51.6
E00016159,53.5,46.5
E00016162,53.6,46.4
E00016163,43,57
E00016164,51.9,48.1
E00016165,48,52
E00016168,50.7,49.3
E00016169,50.4,49.6
E00016170,56.5,43.5
E00016172,51.4,48.6
E00016175,51.2,48.8
E00016176,53.2,46.8
E00016177,54,46
E00016181,51.2,48.8
E00016182,53.7,46.3
E00016184,56.9,43.1
E00016186,49,51
E00016193,47.1,52.9
E00016194,56.1,43.9
E00016198,54.4,45.6
E00016200,52.1,47.9
E00016202,55.4,44.6
E00016205,48.5,51.5
E00016208,54.4,45.6
E00016209,55.9,44.1
E00016210,54,46
E00016211,56.1,43.9
E00016212,53.7,46.3
E00016213,57.2,42.8
E00016214,51.7,48.3
E00016215,53.7,46.3
E00016216,55.3,44.7
E00016217,53.7,46.3
E00016218,49.8,50.2
E00016219,47.8,52.2
E00016220,52.3,47.7
E00016221,54.4,45.6
E00016222,53,47
E00016223,46.7,53.3
E00016224,53.8,46.2
E00016225,51.4,48.6
E00016226,59.1,40.9
E00016227,55.2,44.8
E00016228,54.9,45.1
E00016229,48.3,51.7
E00016230,54.6,45.4
E00016231,56.9,43.1
E00016232,55,45
E00016233,55.6,44.4
E00016235,55.3,44.7
E00016237,47.1,52.9
E00016238,53.3,46.7
E00016239,60.5,39.5
E00016241,53.5,46.5
E00016244,50.8,49.2
E00016245,52.1,47.9
E00016246,48,52
E00016247,52.5,47.5
E00016248,53,47
E00016249,48.3,51.7
E00016250,52.7,47.3
E00016252,55.3,44.7
E00016253,48.7,51.3
E00016254,50.5,49.5
E00016255,52.5,47.5
E00016309,55,45
E00016323,52.9,47.1
E00016324,54.8,45.2
E00016325,54.7,45.3
E00016326,54.5,45.5
E00016327,52.2,47.8
E00016328,52.4,47.6
E00016330,55.2,44.8
E00016396,52.3,47.7
E00016428,52.8,47.2
E00016429,53.1,46.9
E00016430,52,48
E00016543,52.1,47.9
E00016544,55.7,44.3
E00016545,50.5,49.5
E00016546,52.5,47.5
E00016547,50.1,49.9
E00016548,57.6,42.4
E00016549,53.8,46.2
E00016550,55.1,44.9
E00016551,52.1,47.9
E00016552,57.3,42.7
E00016553,54.1,45.9
E00016557,53.6,46.4
E00016559,45.3,54.7
E00016560,55.9,44.1
E00016562,54.1,45.9
E00016563,55.4,44.6
E00016564,53.4,46.6
E00016565,54.2,45.8
E00016566,55.9,44.1
E00016567,54.7,45.3
E00016569,51.1,48.9
E00016571,53.1,46.9
E00016572,53.7,46.3
E00016573,54.2,45.8
E00016574,55,45
E00016575,52.1,47.9
E00016576,49,51
E00016577,53.7,46.3
E00016578,49.6,50.4
E00016580,52.5,47.5
E00016583,52.5,47.5
E00016584,51.6,48.4
E00016587,52.8,47.2
E00016596,52.9,47.1
E00016598,56,44
E00016623,53.2,46.8
E00016628,49.9,50.1
E00016629,51.1,48.9
E00016633,56.1,43.9
E00016640,55.9,44.1
E00016641,58.4,41.6
E00016642,53.6,46.4
E00016643,50.9,49.1
E00016645,49.7,50.3
E00016646,55.2,44.8
E00016647,49.2,50.8
E00016648,50.9,49.1
E00016649,52.3,47.7
E00016652,55.7,44.3
E00016674,51.6,48.4
E00016676,51.2,48.8
E00016678,55.4,44.6
E00016682,46.8,53.2
E00016683,55.7,44.3
E00016685,53.6,46.4
E00016686,50.8,49.2
E00016688,49.2,50.8
E00016690,49.4,50.6
E00016691,48.9,51.1
E00016695,52.5,47.5
E00016696,51.6,48.4
E00016697,50.9,49.1
E00016699,50.4,49.6
E00016703,57.3,42.7
E00016705,50.9,49.1
E00016710,52.5,47.5
E00016711,50.3,49.7
E00016712,46.7,53.3
E00016713,51,49
E00016715,52.4,47.6
E00016726,44.7,55.3
E00016727,55.3,44.7
E00016880,52.3,47.7
E00016883,49.4,50.6
E00016886,53.2,46.8
E00016888,59.6,40.4
E00016891,55.2,44.8
E00016892,49.8,50.2
E00016894,52.4,47.6
E00016897,50.2,49.8
E00016899,47.8,52.2
E00016900,52.2,47.8
E00016902,53.7,46.3
E00016903,54.7,45.3
E00016905,54.2,45.8
E00016906,51.4,48.6
E00016907,48.4,51.6
E00016909,53.1,46.9
E00016910,53.4,46.6
E00016913,51.2,48.8
E00016914,54.7,45.3
E00016917,49.1,50.9
E00016919,48.9,51.1
E00016924,50.5,49.5
E00016927,47.2,52.8
E00173700,54,46
E00173702,53.2,46.8
E00173941,57.8,42.2
E00173942,57.8,42.2
E00173952,55.6,44.4
E00174008,51.5,48.5
E00174010,48.8,51.2
E00174011,51.9,48.1
E00174013,47.5,52.5
E00174015,53.5,46.5
E00174016,53.7,46.3
E00174019,57.7,42.3
E00174022,54,46
E00174024,45.4,54.6
E00174025,50.5,49.5
E00174027,46.5,53.5
E00174029,43.6,56.4
E00174030,47.9,52.1
E00174036,51.3,48.7
E00174038,56,44
E00176488,49.7,50.3
E00176489,53,47
E00176491,53.5,46.5
E00176494,58.3,41.7
E00176495,53.9,46.1
E00176498,50,50
E00176522,52.9,47.1
E00176525,52.4,47.6
E00176540,56.7,43.3
E00176551,52.1,47.9
E00176556,51.8,48.2
E00182111,48.2,51.8
E00182120,50.4,49.6
E00182124,49.4,50.6
E00182139,47.4,52.6
E00182158,50,50
E00182222,52.6,47.4
E00182275,47.3,52.7
E00182276,53.3,46.7
E00182294,43.4,56.6
E00182305,47.8,52.2
E00182358,51.8,48.2
E00182529,58.6,41.4
E00182530,51.5,48.5
E00182531,54.8,45.2
E00182532,52.9,47.1
E00182533,56.3,43.7
E00182534,46.3,53.7
E00182535,53.7,46.3
E00182536,53.8,46.2
E00182537,58.6,41.4
E00182539,52.5,47.5
E00182540,55.7,44.3
E00182541,55.2,44.8
E00182548,43.3,56.7
E00182557,42.3,57.7
E00182561,55.6,44.4
E00182565,59.2,40.8
E00182566,49.4,50.6
E00182567,50.6,49.4
E00182576,54.8,45.2
E00182577,52.1,47.9
E00182581,51.2,48.8
E00182582,45,55
E00182583,47.4,52.6
E00182585,51.8,48.2
E00182586,60.4,39.6
E00182587,44.4,55.6
E00182588,53.4,46.6
E00182589,48.9,51.1
E00182591,47.3,52.7
E00182594,48.8,51.2
E00182599,61.5,38.5
E00182604,49.7,50.3
E00182605,49.3,50.7
E00182607,53.3,46.7
E00182609,53.6,46.4
E00182610,48.4,51.6
E00182611,47.9,52.1
E00182612,50,50
E00182613,50.7,49.3
E00182614,49.8,50.2
E00182615,58,42
E00182616,50.4,49.6
E00182617,45.5,54.5
E00182622,53.1,46.9
E00182626,48.5,51.5
E00182634,52.8,47.2
E00182635,45.2,54.8
E00182640,49.3,50.7
E00182641,56.6,43.4
E00182643,56.7,43.3
E00182644,50.6,49.4
