areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00008147,21.3,29.8,2.7,43.2,3
E00008148,21.3,39.7,4.3,30.5,4.3
E00008149,5.4,21,0,70.7,2.8
E00008153,21,29.9,1.5,41.3,6.3
E00008159,4.9,17.1,3,73.8,1.2
E00008161,15.9,26.3,1.6,56.2,0
E00008164,11.1,18.4,3.8,65,1.7
E00008165,10.1,20.8,1.3,65.1,2.7
E00008166,16.2,25.1,3.9,53.6,1.1
E00008167,4.2,15.6,0,78.6,1.5
E00008168,28.6,23,1.9,42.9,3.7
E00008169,12.3,20.3,1.4,64.2,1.9
E00008170,3.5,20.7,0,74,1.8
E00008171,6.6,17.1,0.5,74.9,0.9
E00008172,5.3,18.9,2.3,71.4,2
E00008173,8.2,13.3,2.6,75,1
E00008174,7.6,19.8,3,68.8,0.8
E00008175,10.5,26.8,0.5,61.1,1.1
E00008176,6.1,19.5,1.9,70.2,2.3
E00008177,8.7,21.5,4.7,64,1.1
E00008178,18.3,24.7,2.2,54.8,0
E00008179,6.2,15.7,1,77.1,0
E00008180,16,17.5,2,63,1.5
E00008181,3,14,0,81.5,1.5
E00008182,5.3,18.8,0,75.8,0
E00008183,11.4,45.5,4.3,37,1.9
E00008184,8,23.9,0,65.7,2.3
E00008185,13.4,30,3.6,51.1,2
E00008186,21.1,37.6,4.1,37.1,0
E00008187,24.8,32.8,6.9,33.2,2.3
E00016159,10.7,23.4,1,63.3,1.6
E00016162,7.8,13.7,1,77,0.5
E00016163,6.7,18.2,3.1,71.1,0.9
E00016164,20,29.5,2.2,45.8,2.5
E00016165,2.7,16.7,1.8,77.4,1.4
E00016168,5.3,24.2,0.8,68.9,0.8
E00016169,4.3,22.9,3.3,69,0.5
E00016170,12.7,27,2.4,53.9,3.9
E00016172,9.6,27.9,3.6,57.4,1.5
E00016175,12.7,24.7,5.5,55.8,1.4
E00016176,5,19.3,1.3,73.9,0.4
E00016177,6.9,20.8,5,65.8,1.5
E00016181,19.6,38.4,4.7,36.1,1.2
E00016182,7.9,22.9,0.4,68.9,0
E00016184,6.5,18.5,2.8,71.3,0.9
E00016186,12.4,20.1,1.5,63.2,2.7
E00016193,8.4,27.2,2.1,60.3,2.1
E00016194,12,24.9,3.3,54.4,5.4
E00016198,16.6,36.2,1.7,43.8,1.7
E00016200,16,32.3,2.6,49.1,0
E00016202,10.3,25.9,2,59.4,2.3
E00016205,3.3,16.4,1.4,78.9,0
E00016208,13.9,26.4,2.3,57.4,0
E00016209,14.6,34.1,1.8,47.4,2.1
E00016210,25.9,36.3,3.8,30.7,3.3
E00016211,11.6,36.9,3.6,48,0
E00016212,15,28.1,3.2,52.6,1.2
E00016213,13.5,31.3,3.3,51.6,0.3
E00016214,13.1,21.6,2.3,62,1
E00016215,12.7,29.6,2.1,53.2,2.5
E00016216,7.8,17.9,2.4,70.3,1.7
E00016217,15.5,27.1,2.2,53.9,1.3
E00016218,4,14.1,0.5,80.8,0.5
E00016219,10.9,24,2.2,61.8,1.1
E00016220,12.6,16.9,2.9,67.6,0
E00016221,8.5,21.7,1.5,68.4,0
E00016222,10.6,26.3,1,60.1,2
E00016223,5.9,28.5,3.2,60.8,1.6
E00016224,5.8,19.2,2.3,71.5,1.2
E00016225,8.5,25.1,0,63.5,2.8
E00016226,8.7,29.6,2,59.7,0
E00016227,4.2,30.9,1.4,61.2,2.3
E00016228,10.8,20,1.7,66.3,1.3
E00016229,4.8,20.4,2.2,69.2,3.4
E00016230,10,26.2,1,57.5,5.3
E00016231,16.4,25.1,2.5,52.7,3.3
E00016232,13.1,30.4,1.5,53.5,1.5
E00016233,14.9,38.9,2.5,39.3,4.4
E00016235,12.9,35.2,2.7,47,2.3
E00016237,10.8,28.2,2.3,56,2.7
E00016238,10.2,29.8,3.1,53.7,3.1
E00016239,23.9,30,2.6,41.1,2.3
E00016241,19.4,33.5,5.8,38.2,3.1
E00016244,8.2,28.4,0,61.9,1.5
E00016245,20.6,30.3,6.2,41.6,1.3
E00016246,18.2,19.6,2.1,58,2.1
E00016247,6.4,28.5,0.7,64.4,0
E00016248,8.4,23.1,3.3,62.6,2.6
E00016249,27.6,25.7,6.2,37.1,3.3
E00016250,13.7,31.9,0.9,50.9,2.7
E00016252,9.6,21.1,1.4,65,2.9
E00016253,7.8,28.2,0,59.2,4.7
E00016254,16.1,23.1,4.1,55,1.7
