areacd,ethnic_group_tb_6a-001,ethnic_group_tb_6a-002,ethnic_group_tb_6a-003,ethnic_group_tb_6a-004,ethnic_group_tb_6a-005
E00008147,7.8,31.6,6.7,46.1,7.8
E00008148,8.8,42.2,10.6,34,4.5
E00008149,11.3,9,4.1,73.7,1.8
E00008153,4.3,21.7,8.6,63.2,2.3
E00008159,5.9,8.8,5.9,79,0.5
E00008161,8.4,23.9,8.4,54.2,5.2
E00008164,2.7,6.8,1.1,86,3.4
E00008165,10.4,26.4,5.1,53.6,4.5
E00008166,1,17,10.7,68.9,2.4
E00008167,7.8,3.7,6.2,81.9,0.3
E00008168,7.4,24.9,4.2,61.4,2.1
E00008169,5.6,2.8,4.4,87.3,0
E00008170,6.1,2.1,6.4,85,0.4
E00008171,4.9,6.1,6.5,80.2,2.3
E00008172,7.7,7.4,8.3,74.4,2.2
E00008173,3.2,1.4,2.7,90,2.7
E00008174,1.7,4.1,7.6,84.9,1.7
E00008175,2.7,9,3.1,83.4,1.8
E00008176,4.2,4.5,7.6,81.8,1.8
E00008177,21.6,9.9,9,57.7,1.8
E00008178,3.4,23.2,3.4,68.8,1.3
E00008179,2.5,2.5,7.9,84.2,2.9
E00008180,7.8,7.4,4.5,77.8,2.5
E00008181,4.3,3.4,9,80.3,3
E00008182,10.5,4.4,6.2,78.5,0.4
E00008183,10.1,38.5,5.9,40.2,5.2
E00008184,13.2,13.6,4.7,66.4,2.1
E00008185,20.5,17.7,11.8,45.2,4.8
E00008186,6.8,49,5.7,33.1,5.3
E00008187,9.4,41.9,4.1,38.1,6.5
E00016159,8.9,12.5,8.4,65.4,4.8
E00016162,7.6,10.4,8.8,71.6,1.6
E00016163,4.7,9.4,10.4,71.9,3.6
E00016164,9.1,27.5,4.1,55.9,3.4
E00016165,5.9,2,4.7,85.2,2.3
E00016168,0.7,8.5,1.4,87.3,2.1
E00016169,15.4,5.4,5.4,71.9,1.9
E00016170,20.4,27.2,4.3,42.3,5.8
E00016172,9.2,22.9,6.4,56.9,4.6
E00016175,7.3,17.9,9.1,61.1,4.6
E00016176,7.3,2.2,6.6,81,2.8
E00016177,3.6,11.6,8.4,71.7,4.8
E00016181,6.6,28.3,11.7,52.1,1.4
E00016182,5.1,13.1,7.1,72,2.7
E00016184,10,7.5,3.3,77.5,1.7
E00016186,9.2,14.2,8.3,62.9,5.5
E00016193,12,20.3,12.4,48.1,7.2
E00016194,4.3,28.2,17.7,43.6,6.2
E00016198,6.8,42.5,9.7,36.7,4.4
E00016200,11.5,40.4,8.8,33.2,6
E00016202,18.6,31.2,4.9,42.7,2.7
E00016205,6.4,4.3,4.7,83.7,0.9
E00016208,9.1,19.6,10.9,57.8,2.5
E00016209,9.5,31,12.7,40.9,5.8
E00016210,6.3,40.9,8.3,40.9,3.7
E00016211,4.3,41.6,9.6,39.5,5
E00016212,5.3,27,4.7,59.6,3.4
E00016213,6.1,35.6,8,44.7,5.6
E00016214,6.9,21.6,10.8,56.5,4.2
E00016215,7.2,30.5,5.2,54.5,2.6
E00016216,9.2,13.8,10,67,0
E00016217,3,22,5.2,66.8,3
E00016218,7.3,8.6,7.8,75.9,0.4
E00016219,8,14.1,10.9,59.1,8
E00016220,4.6,22.9,7.5,56.7,8.3
E00016221,4,20.2,9,61.1,5.6
E00016222,3.8,26.2,8.9,55.4,5.7
E00016223,0,16,8,72.2,3.8
E00016224,3.3,9.7,10.3,72.3,4.3
E00016225,4.8,16.9,4.8,69.9,3.6
E00016226,4.5,29.5,11.9,50.6,3.6
E00016227,7.8,15.3,12.1,61.9,2.9
E00016228,5.2,23.5,9.4,59.6,2.3
E00016229,6.6,11.2,7.3,72.8,2.2
E00016230,3.3,21.7,6.5,65.3,3.3
E00016231,9.8,30.7,8,48.8,2.8
E00016232,9.5,29.1,7.6,50.2,3.7
E00016233,8.4,43.8,6.3,36.6,4.9
E00016235,7.4,33.3,9.4,41.1,8.7
E00016237,4.7,17.1,6.7,68.8,2.7
E00016238,5.3,24.8,8.3,54.8,7
E00016239,7.8,27.7,5.5,54.6,4.4
E00016241,5.3,39.8,5.8,42.5,6.6
E00016244,6.1,33.5,10.7,47,2.7
E00016245,6.6,52.6,7.4,30.7,2.7
E00016246,6.8,15.3,11.9,64.2,1.7
E00016247,3.2,17.7,5.4,70.6,3.2
E00016248,4,18.9,6.2,65.9,5
E00016249,2.9,39.9,7.1,46.2,3.8
E00016250,8.3,43.7,9.4,34.7,4
E00016252,2.7,22.5,8.4,62.6,3.9
E00016253,3,25.5,8.4,55,8.1
E00016254,8.4,19.2,6.3,64.8,1.4
E00016255,9.8,8.9,9.4,67.9,4
E00016309,7.1,13.8,8.9,66.7,3.5
E00016323,0.8,28,8.3,57.9,5.1
E00016324,4.1,24,10.9,58.1,2.8
E00016325,7,19.7,5,65.6,2.7
E00016326,7.9,21.8,8.2,60.4,1.6
E00016327,8,16.1,8.7,64.4,2.8
E00016328,2,25.6,5.8,64.8,1.7
E00016330,3.2,24.8,13.7,55.8,2.5
E00016396,15.8,34.9,3.7,36.5,9.1
E00016428,9.4,25.4,8.3,53.6,3.3
E00016429,6.6,11.9,6.1,70.1,5.3
E00016430,10,45.4,8.9,28.4,7.4
E00016543,6.9,15,15,60.8,2.4
E00016544,6.2,17.1,9.3,62.6,4.7
E00016545,23,32.2,9.9,31.7,3.1
E00016546,8.9,18.1,9.5,60.5,3
E00016547,2.2,13.4,8.5,72.4,3.6
E00016548,16.3,14.8,9.3,59,0.6
E00016549,6.2,9.5,8,72.7,3.6
E00016550,6.1,22.1,8.7,60.3,2.9
E00016551,8.7,14.6,7.8,66.2,2.7
E00016552,8.4,41.9,8.1,33.8,7.8
E00016553,12.8,15.2,7.9,58.7,5.4
E00016557,7.1,30.4,5.4,52.2,4.9
E00016559,12,32.1,9,42.6,4.2
E00016560,9.7,34.9,6.4,43.5,5.5
E00016562,4.5,19.3,8.9,61.7,5.6
E00016563,8.2,39,9.6,39.8,3.4
E00016564,9.6,25.5,8.8,51.8,4.2
E00016565,9.8,34.6,3.6,50.3,1.6
E00016566,3.7,27.5,10.5,52.2,6.1
E00016567,7.2,46.7,13.8,28.2,4.1
E00016569,11.1,19.2,8.5,54.4,6.8
E00016571,10.5,10.5,8.6,66.9,3.5
E00016572,4,19.9,6.6,67.2,2.3
E00016573,3.5,7,8.2,80.4,0.9
E00016574,6,26.1,8,56.9,3
E00016575,2.1,12.4,7.5,75.1,2.9
E00016576,4.9,20.9,11.8,62,0.3
E00016577,4.1,13.1,8.7,70.5,3.6
E00016578,5.2,6,7.2,79.2,2.4
E00016580,5.3,16.8,8,68.4,1.3
E00016583,5.8,23.2,8.9,57.9,4.2
E00016584,8.9,19.8,6.2,61.9,3.2
E00016587,6.7,27.5,6.7,56.4,2.7
E00016596,10.7,13.9,8.1,64.9,2.3
E00016598,5.5,19,8.2,62.2,5.2
E00016623,10.2,13.3,4.9,68.2,3.4
E00016628,8.3,20.6,6.8,58.9,5.5
E00016629,10.9,37.1,10.7,38.3,3
E00016633,14.3,28,5.1,47.1,5.5
E00016640,9.1,26.6,4.1,53.8,6.3
E00016641,8.8,40.7,11.6,33.7,5.3
E00016642,16,34.5,8,38.2,3.4
E00016643,18.3,30.6,6.3,34.9,9.9
E00016645,14.6,13.4,5.1,59.2,7.7
E00016646,13.9,19.9,12,50.4,3.8
E00016647,6.1,47.9,10.3,28.6,7.1
E00016648,14.9,25.5,10.9,46.3,2.5
E00016649,5,31.8,9,45.5,8.7
E00016652,12.7,32.9,16.1,35.8,2.5
E00016674,12.3,27,7.5,47.4,5.8
E00016676,23.4,38.1,7.7,27.6,3.1
E00016678,19.6,49,7.4,18.6,5.4
E00016682,14.1,13,6,65.2,1.6
E00016683,11,20.6,9.8,50.3,8.3
E00016685,8.7,54.6,7.2,27.8,1.8
E00016686,14.9,36.9,5,39.4,3.9
E00016688,15.5,40.4,1.9,38.5,3.8
E00016690,7.9,49.5,6.3,27.9,8.3
E00016691,10.1,25.1,10.1,38.5,16.1
E00016695,11.6,41.5,5.4,37.2,4.3
E00016696,8.5,37.6,5,40.7,8.1
E00016697,11.7,44.9,7.8,28.3,7.2
E00016699,13.7,37.6,4.8,32.8,11.1
E00016703,13,39.7,7.6,36.5,3.2
E00016705,14.7,16.8,6.1,53,9.4
E00016710,21.8,33.7,7.5,23.5,13.3
E00016711,13.1,22.9,6.5,51.2,6.3
E00016712,14.2,30.7,10.8,29.2,15.1
E00016713,21.3,22.1,9.8,34.7,12.1
E00016715,3.8,28.1,12.9,49.5,5.7
E00016726,11.8,58.8,5.4,19.5,4.5
E00016727,20.2,50.6,4.5,20.5,4.2
E00016880,6.7,43.3,8.6,39.3,2.1
E00016883,7.8,21.6,8.3,61.2,1.1
E00016886,5,12.2,9.8,70.6,2.4
E00016888,2.6,24.9,7.3,60.4,4.8
E00016891,6.7,23.9,8.1,57,4.2
E00016892,5.2,23,9.8,57,4.9
E00016894,3.8,26.5,9.1,56.6,3.8
E00016897,7.3,24.3,10.1,55.5,2.8
E00016899,5.3,18.4,6.6,67.1,2.6
E00016900,6.5,17.1,4.6,68.6,3.3
E00016902,3.7,30.1,8.3,55.2,2.8
E00016903,5.9,12.7,5.9,73.1,2.4
E00016905,1.7,39.7,5.6,48.4,4.5
E00016906,8.4,26.9,6.9,56,1.8
E00016907,13.5,32.2,7,43.6,3.8
E00016909,8.4,56.2,8.6,20.5,6.2
E00016910,6.1,57.6,11.6,18.8,5.8
E00016913,3.9,51,9.5,28.5,7.1
E00016914,4.4,59,7.2,24.3,5.2
E00016917,3,20.9,7,54,15.1
E00016919,4.3,20.9,7.2,64.9,2.6
E00016924,3.9,10.8,5.8,74.4,5.1
E00016927,4.8,9.3,9.7,74.1,2.1
E00173700,3.8,8.9,6.3,75.3,5.7
E00173702,5.7,9.4,11.5,71.9,1.6
E00173941,8.2,18.2,8.6,60.6,4.4
E00173942,27.4,23.7,3.7,36.1,9.1
E00173952,4.7,36.8,5.1,53.4,0
E00174008,13.9,10.2,8.3,55.6,12
E00174010,28.8,6.1,3.8,57.1,4.2
E00174011,17.6,30.6,9.3,37,5.6
E00174013,13.7,7.8,6.4,65.8,6.4
E00174015,20.2,16.3,15.2,42.6,5.7
E00174016,15.9,18.2,6.2,56.6,3.1
E00174019,14,27.9,9.3,39.2,9.6
E00174022,7.4,20.8,7.9,61.4,2.5
E00174024,25.5,18.5,6.4,39.1,10.5
E00174025,25.7,5.1,6.1,58.9,4.2
E00174027,22.2,4.1,2.9,64.3,6.4
E00174029,17.5,12.7,3.4,62.7,3.7
E00174030,2.3,17.4,7.3,72.9,0
E00174036,8.2,22.5,3.5,62.8,3
E00174038,7.8,24.2,7.8,51.1,9.2
E00176488,12.3,7.7,7.3,66,6.7
E00176489,13.9,20.9,6.3,53.7,5.2
E00176491,24.6,28.4,9.5,29.4,8.1
E00176494,7.8,10.2,8.6,70.3,3.1
E00176495,24.4,14.2,9.7,50,1.7
E00176498,2.3,33.6,9.9,48.2,6
E00176522,11.5,16.8,10.1,59.1,2.4
E00176525,14.4,7.6,8.6,67.5,1.8
E00176540,7.7,33.3,10.5,42.5,6
E00176551,7.9,40.8,3.3,36.5,11.5
E00176556,10.7,3.7,11.8,72.1,1.8
E00182111,12.7,13.7,7.9,60.8,4.8
E00182120,14.7,10.5,5.3,65.4,4.1
E00182124,10.4,7.3,5.3,71.9,5.1
E00182139,15.3,0,6.8,70.6,7.3
E00182158,17.2,9.6,6.4,62.4,4.5
E00182222,19.9,24.2,12.5,39.8,3.5
E00182275,13.5,10.7,6.6,66,3.3
E00182276,15.1,10.1,7.2,64.4,3.2
E00182294,14.6,0.8,6.2,70,8.5
E00182305,10.1,10.1,10.1,64,5.6
E00182358,12.1,15.1,8.5,61.7,2.6
E00182529,3.8,18,7.3,64.4,6.5
E00182530,8.6,23.3,8.2,51.7,8.2
E00182531,4.8,14.8,11.4,62.9,6.2
E00182532,4,11.9,4,76.1,4
E00182533,9.5,11.1,4.8,71.4,3.2
E00182534,18.2,9.2,3.5,61.1,7.9
E00182535,18.8,24.9,6.6,46.1,3.6
