areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00008147,20.2,20.2,59.7
E00008148,10,30,60
E00008149,24.8,26.4,48.8
E00008153,20.5,22.6,56.8
E00008159,13.1,31,56
E00008161,5.2,30.6,64.2
E00008164,6.4,53.2,40.4
E00008165,10.8,27.1,62
E00008166,6.9,40.2,52.9
E00008167,6.5,21,72.5
E00008168,3.5,61.7,34.8
E00008169,7.4,39.7,52.9
E00008170,1.7,19.8,78.4
E00008171,5.9,28.8,65.3
E00008172,13.7,34.8,51.6
E00008173,4.8,24,71.2
E00008174,7.3,26.6,66.1
E00008175,7.9,33.7,58.4
E00008176,6.4,28.6,65
E00008177,7.3,49.4,43.3
E00008178,10.1,47.9,42
E00008179,10.5,25.7,63.8
E00008180,11.9,31.2,56.9
E00008181,13,24.1,63
E00008182,4.8,14.4,80.8
E00008183,7.8,26.2,66
E00008184,8.3,33.9,57.9
E00008185,22.6,25.6,51.9
E00008186,10.4,27.4,62.3
E00008187,12.3,39,48.6
E00016159,6.9,28.1,65
E00016162,5.7,32.8,61.5
E00016163,6.4,16.5,77.1
E00016164,9.2,22.9,67.9
E00016165,8.5,26.3,65.3
E00016168,6.6,35.5,57.9
E00016169,8.6,20,71.4
E00016170,12.3,42.5,45.3
E00016172,8.5,45.8,45.8
E00016175,13.6,24.3,62.1
E00016176,4.4,26.7,68.9
E00016177,7.2,22.5,70.3
E00016181,9.8,43.6,46.6
E00016182,9.9,21.4,68.7
E00016184,8.7,37.3,54
E00016186,11.2,31.6,57.2
E00016193,9.1,53.9,37
E00016194,10.1,43.7,46.2
E00016198,4.4,25.9,69.6
E00016200,12.1,17.4,70.5
E00016202,19.6,30.2,50.3
E00016205,6.5,43.1,50.4
E00016208,6.2,41.1,52.7
E00016209,19.9,27.1,53
E00016210,16.1,41.7,42.2
E00016211,19.4,25.9,54.6
E00016212,13.4,15.1,71.4
E00016213,15.5,25.8,58.7
E00016214,18.6,28,53.4
E00016215,21.1,24.8,54.1
E00016216,14.7,35.6,49.7
E00016217,7.6,37.4,55
E00016218,9.3,26.9,63.9
E00016219,16.7,37.7,45.7
E00016220,8.9,39.3,51.8
E00016221,15.4,25.9,58.7
E00016222,11.9,29.4,58.8
E00016223,12.1,32.3,55.6
E00016224,13.6,34,52.4
E00016225,18,30.6,51.4
E00016226,14.4,25.4,60.2
E00016227,7.9,33.1,59
E00016228,14.7,21.6,63.8
E00016229,18,31.7,50.3
E00016230,13.8,34,52.2
E00016231,14,35,51
E00016232,13.1,29.2,57.7
E00016233,9.2,30.1,60.8
E00016235,18.3,37.4,44.3
E00016237,31.2,22,46.8
E00016238,19.7,34.7,45.7
E00016239,20.1,32.4,47.5
E00016241,17,33,50
E00016244,14.6,27.6,57.7
E00016245,28.5,25.2,46.4
E00016246,12.5,26.4,61.1
E00016247,13.8,23.9,62.3
E00016248,12.7,41.4,45.9
E00016249,7.7,49.6,42.7
E00016250,12.8,33.6,53.6
E00016252,15,30.6,54.4
E00016253,19.7,27.4,53
E00016254,12.6,23.4,64
E00016255,17.3,22.4,60.2
E00016309,16.2,36.9,46.9
E00016323,14.2,29.2,56.6
E00016324,15.6,26.6,57.8
E00016325,18,35.3,46.8
E00016326,8.6,22.4,69
E00016327,19.2,22.3,58.5
E00016328,11.4,24.6,64
E00016330,9.3,23.7,66.9
E00016396,9.3,49.1,41.7
E00016428,20.2,36,43.8
E00016429,11.7,35.8,52.5
E00016430,11.4,42.1,46.5
E00016543,14.6,32.5,53
E00016544,11.6,34.9,53.5
E00016545,16.4,18,65.6
E00016546,13.8,29.2,56.9
E00016547,11,22.8,66.2
E00016548,14.2,22,63.8
E00016549,10.1,10.9,79.1
E00016550,7.1,36.2,56.7
E00016551,14.8,12.6,72.6
E00016552,9.4,34.5,56.1
E00016553,11.2,17.6,71.2
E00016557,13.5,25.8,60.7
E00016559,14.5,36.6,49
E00016560,13.7,28.8,57.5
E00016562,19.6,35.1,45.3
E00016563,11.6,29.8,58.6
E00016564,13.1,30.7,56.2
E00016565,12.2,36.7,51.1
E00016566,16.2,28.2,55.6
E00016567,5.3,30.3,64.5
E00016569,15.3,24.2,60.5
E00016571,14.9,14,71.1
E00016572,7.7,37.1,55.2
E00016573,15.7,15,69.3
E00016574,12.7,24.6,62.7
E00016575,11,34.7,54.2
E00016576,11,24.6,64.4
E00016577,10.3,21.3,68.4
E00016578,16.8,23.8,59.4
E00016580,18.8,26.6,54.5
E00016583,6,27.6,66.4
E00016584,14.7,23.1,62.2
E00016587,13.4,25.1,61.5
E00016596,10,20.8,69.2
E00016598,12.8,33.5,53.7
E00016623,9.4,39.8,50.9
E00016628,15.1,30.7,54.2
E00016629,16.6,25.7,57.7
E00016633,22.4,32.8,44.8
E00016640,4.8,39.3,56
E00016641,14.6,20.8,64.6
E00016642,13.8,36.5,49.8
E00016643,8.1,50.7,41.2
E00016645,19.4,37.4,43.2
E00016646,15.7,26.4,57.9
E00016647,11.3,38.4,50.3
E00016648,15.3,38.9,45.8
E00016649,12.6,53,34.4
E00016652,11.7,35.9,52.3
E00016674,16.5,30.9,52.7
E00016676,22.1,23.2,54.7
E00016678,15.9,27.1,57
E00016682,4.4,56.1,39.5
E00016683,21.7,24.6,53.6
E00016685,12.8,35.5,51.8
E00016686,20.5,25.8,53.8
E00016688,17.5,20.2,62.3
E00016690,12.9,37.4,49.6
E00016691,23.6,25.2,51.2
E00016695,12.4,34.3,53.3
E00016696,17.7,36.3,46
E00016697,12.9,22.4,64.7
E00016699,8.8,40.4,50.9
E00016703,11.9,27.8,60.3
E00016705,20.8,35.5,43.7
E00016710,17.8,22.5,59.7
E00016711,15.5,39.3,45.2
E00016712,20.8,30.7,48.5
E00016713,11.1,48.3,40.6
E00016715,19.4,25,55.6
E00016726,8.9,49.5,41.6
E00016727,20.2,14.7,65.1
E00016880,17,17.6,65.3
E00016883,13.3,24.4,62.2
E00016886,12.9,30.9,56.1
E00016888,16.9,25.8,57.3
E00016891,16.6,34.4,49
E00016892,13.3,25.8,60.8
E00016894,13.3,32.2,54.5
E00016897,17.2,28.2,54.6
E00016899,8.3,39.7,52.1
E00016900,16.1,21.7,62.2
E00016902,13.7,26.7,59.5
E00016903,21.3,18.1,60.6
E00016905,14.7,28.4,56.9
E00016906,14.5,22.2,63.2
E00016907,14,13.2,72.8
E00016909,12.7,31,56.3
E00016910,21,27.7,51.3
E00016913,15.3,23.3,61.3
E00016914,7.6,39.8,52.5
E00016917,30,16.9,53.1
E00016919,28,20.5,51.5
E00016924,20.3,24.7,54.9
E00016927,18.8,33.1,48.1
E00173700,12.1,19,69
E00173702,17.4,24.6,58
E00173941,35.1,24.7,40.3
E00173942,24,42.7,33.3
E00173952,15.2,31.4,53.3
E00174008,12.2,31.3,56.5
E00174010,5.6,40.8,53.6
E00174011,9.3,38.9,51.9
E00174013,7.6,37.3,55.1
E00174015,14.2,23.9,61.9
E00174016,14.4,25.8,59.8
E00174019,8.5,39.7,51.8
E00174022,14.3,33.3,52.4
E00174024,24.3,34.3,41.4
E00174025,7.4,48.4,44.3
E00174027,9.4,37.5,53.1
E00174029,13.3,44.4,42.2
E00174030,7.7,37.5,54.8
E00174036,16.7,37.5,45.8
E00174038,12.3,36.3,51.5
E00176488,17.4,31.5,51
E00176489,10.8,27.7,61.5
E00176491,15.2,27.2,57.6
E00176494,8.6,55.7,35.7
E00176495,13.4,30.5,56.1
E00176498,10,43.5,46.4
E00176522,3.8,33.3,62.9
E00176525,20.1,30.3,49.6
E00176540,13.6,18.4,68
E00176551,17.4,22.9,59.6
E00176556,14.5,29.7,55.8
E00182111,17.1,29.3,53.6
E00182120,13.5,31.6,54.9
E00182124,17.6,28.8,53.6
E00182139,22.1,18.2,59.7
E00182158,6.7,36,57.3
E00182222,6.1,42,51.9
E00182275,16.9,34.7,48.4
E00182276,11.9,23.9,64.2
E00182294,2.9,40,57.1
E00182305,2.9,41.2,55.9
E00182358,8,31.2,60.8
E00182529,14.2,25.5,60.4
E00182530,18.3,29,52.7
E00182531,20.4,29,50.5
E00182532,10.8,32.4,56.8
E00182533,3.5,45.6,50.9
E00182534,4,46.5,49.5
E00182535,19.9,29.8,50.4
E00182536,9.3,18.6,72.1
E00182537,19.5,24.2,56.4
E00182539,22.9,26.9,50.2
E00182540,16.7,33.9,49.4
E00182541,6.5,47.1,46.5
E00182548,11.5,61.5,27.1
E00182557,25.2,21,53.8
E00182561,17.6,34.3,48
E00182565,5.4,40.2,54.3
E00182566,8,39.8,52.3
E00182567,6.3,48.3,45.5
E00182576,11.2,35.7,53.1
E00182577,10.5,20.9,68.6
E00182581,6.5,43.2,50.4
E00182582,14.3,55.4,30.4
E00182583,7.1,34.9,58
E00182585,10.5,38.4,51.2
E00182586,14.9,40.4,44.7
E00182587,16.7,34.7,48.5
E00182588,6.2,41.2,52.6
E00182589,9.5,19,71.6
E00182591,12.4,31.9,55.8
E00182594,13.2,40.8,46.1
E00182599,15.3,29,55.6
E00182604,18.8,24.1,57.1
E00182605,15.1,32.9,52.1
E00182607,9.8,33,57.1
E00182609,14.7,36.8,48.5
E00182610,12.8,37.2,50
E00182611,9.3,32.7,57.9
E00182612,16.7,16.7,66.7
E00182613,15.3,26.4,58.3
E00182614,19.7,37.8,42.5
E00182615,6.1,25,68.9
E00182616,29.4,37.3,33.3
E00182617,20.5,32,47.5
E00182622,14.4,39.4,46.3
E00182626,22.5,36.6,40.8
E00182634,11.1,34.3,54.5
E00182635,12.4,30.2,57.4
E00182640,11.8,39.5,48.7
E00182641,9.7,41.8,48.5
E00182643,8.2,27.2,64.7
E00182644,11.2,40.4,48.3
E00182645,36,10.7,53.3
