areacd,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00008147,19.5,24.1,21.1,35.3
E00008148,29.3,28.7,21.3,20.7
E00008149,27.8,38.1,14.3,19.8
E00008153,23.2,45.1,12.7,19
E00008159,31.3,30.1,18.1,20.5
E00008161,30.3,40.2,10.6,18.9
E00008164,53.9,31.8,7.1,7.1
E00008165,26.5,42.8,15.1,15.7
E00008166,41,42,6,11
E00008167,21.7,45.7,12.3,20.3
E00008168,61,26.3,4.2,8.5
E00008169,38.8,38.8,9.9,12.4
E00008170,19.8,44,19,17.2
E00008171,29.6,39.1,13.9,17.4
E00008172,35,40.6,10.6,13.8
E00008173,24.5,51,10.8,13.7
E00008174,26,39.8,15.4,18.7
E00008175,33.7,36.6,9.9,19.8
E00008176,28.2,33.1,18.3,20.4
E00008177,49.1,23,12.7,15.2
E00008178,46.7,28.7,13.1,11.5
E00008179,25.5,41.5,15.1,17.9
E00008180,31.2,35.8,18.3,14.7
E00008181,23.9,50.5,14.7,11
E00008182,15.9,44.9,14,25.2
E00008183,24,30.8,16.3,28.8
E00008184,34.7,47.1,8.3,9.9
E00008185,25.2,28.1,17.8,28.9
E00008186,26.6,35.8,19.3,18.3
E00008187,39.2,22.3,17.6,20.9
E00016159,28.1,33.8,19.4,18.8
E00016162,32,45.6,9.6,12.8
E00016163,16.5,47.7,13.8,22
E00016164,24.5,30.9,20,24.5
E00016165,26.1,44.5,14.3,15.1
E00016168,33.8,51.9,7.8,6.5
E00016169,20,42.9,13.3,23.8
E00016170,43,26.3,11.2,19.6
E00016172,45.7,37.1,9.5,7.8
E00016175,24.6,38.7,21.1,15.5
E00016176,27.5,35.1,17.6,19.8
E00016177,23.4,49.5,14.4,12.6
E00016181,43.9,21.2,12.9,22
E00016182,21.4,41.2,15.3,22.1
E00016184,37.6,43.2,10.4,8.8
E00016186,32.2,43.6,15.2,9
E00016193,54.8,20,11.6,13.5
E00016194,44.5,32.9,9.7,12.9
E00016198,26.8,32.5,16.6,24.2
E00016200,17.6,38.2,16.8,27.5
E00016202,29.9,35,22.3,12.7
E00016205,44.4,34.1,15.1,6.3
E00016208,41.9,31.8,10.9,15.5
E00016209,27.2,32.6,16.8,23.4
E00016210,42.1,21.8,16.2,19.8
E00016211,25.9,28.7,18.5,26.9
E00016212,15.5,41.4,15.5,27.6
E00016213,25.2,39.6,17.6,17.6
