geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00064406,22,31.7,26,20.3
E00064416,75,22.1,2.9,0
E00064417,35.4,36.9,13.8,13.8
E00064418,30.7,46.4,14.3,8.6
E00064419,31.6,29.7,18.4,20.3
E00064420,46.6,25,14.7,13.8
E00064421,17.1,41,18.8,23.1
E00064422,27.9,42.2,17.7,12.2
E00064423,28,36.4,15.3,20.3
E00064424,16,41.2,19.1,23.7
E00064425,30.2,30.2,23.3,16.3
E00064426,18,34.4,22.7,25
E00064427,81.6,17.5,1,0
E00064428,32.7,31.8,14,21.5
E00064429,32.6,27.7,18.4,21.3
E00064430,16.9,38.5,19.6,25
E00064431,16.2,37.8,16.2,29.7
E00064432,18.4,38.6,21.1,21.9
E00064433,11.3,36.8,25.5,26.4
E00064434,14.4,42.4,19.2,24
E00064435,26.9,39.5,14.3,19.3
E00064436,23.2,36,21.6,19.2
E00064437,25.7,41.3,18.3,14.7
E00064438,22.9,42,18.3,16.8
E00064439,86.6,13.4,0,0
E00064440,45.5,38,10.7,5.8
E00064812,49.4,17.9,21.4,11.3
E00064813,53,21.6,10.6,14.8
E00064817,55.9,24.5,4.2,15.4
E00064819,19.7,20.5,13.7,46.2
E00064821,69.5,20.8,5.9,3.8
E00064825,38.2,19.4,12.5,29.9
E00064827,50.4,18.2,14.6,16.8
E00064854,40.4,29.4,11,19.3
E00064855,43.2,27.9,11.7,17.1
E00064856,28.6,29.5,22.3,19.6
E00064861,49.6,27.7,10.9,11.8
E00064862,35.2,28.3,13.8,22.8
E00064864,30.4,28.7,19.4,21.5
E00064866,24.9,33.8,25.4,16
E00064867,26.7,33.5,19.9,19.9
E00064873,34.8,29.5,21.2,14.4
E00064874,30.8,21.9,24,23.3
E00064875,25.9,29.3,19.8,25
E00064876,21.8,22.6,22.6,33.1
E00064878,47.7,24.6,6.9,20.8
E00064879,42.6,20,16.8,20.6
E00064880,53.8,20.3,13.3,12.7
E00064881,54.5,23.6,8.5,13.3
E00064882,28.6,38.1,15.1,18.3
E00064883,40.4,24.2,16.9,18.5
E00064884,38.1,23.8,14.3,23.8
E00064885,42.8,24.3,17.1,15.8
E00064886,41,26.4,16.7,16
E00064887,39.8,19.5,26.6,14.1
E00064889,16.3,23.8,33.8,26.3
E00064891,27.6,41,11.2,20.1
E00064892,23.5,27.9,32.4,16.2
E00064893,28.8,44.1,11.9,15.3
E00064894,22.2,39.5,17.4,21
E00064895,19.4,37.3,13.4,29.9
E00064979,28.3,42.8,14.5,14.5
E00064980,35.9,42.7,14.5,6.9
E00064981,30,34.6,19.2,16.2
E00064982,30.2,31.7,18.3,19.8
E00064983,47.8,40,7.8,4.3
E00064984,31.7,33.3,17.5,17.5
E00064985,24.1,35,17.5,23.4
E00064986,41.3,27.3,14,17.4
E00064987,28.2,25.8,21.8,24.2
E00064988,35.3,38.2,9.8,16.7
E00064989,50,36.6,9,4.5
E00064990,21.3,35.2,25.4,18
E00064991,46.8,25,12.9,15.3
E00064992,25.5,38,25.5,10.9
E00064993,46.5,47.5,4,2
E00064994,35.3,23.3,25,16.4
E00064995,53.4,28.2,11.5,6.9
E00064996,24.8,37.9,20,17.2
E00064997,26.2,24.6,23.8,25.4
E00064998,48.7,27.4,9.4,14.5
E00064999,42,28.2,16.8,13
E00065000,30.8,40.6,15.8,12.8
E00065002,27.9,31.6,21.3,19.1
E00065003,36.6,28.4,20.1,14.9
E00065004,34.8,20.9,22.6,21.7
E00065005,29.3,34.5,17.2,19
E00065006,39.3,31.6,14.8,14.3
E00065007,27.5,48.1,11.9,12.5
E00065008,36.3,23.7,19.3,20.7
E00065009,30.6,38,16.5,14.9
E00065010,40.5,28.4,17.6,13.5
E00065011,29.5,22.3,25.9,22.3
E00065012,65.5,20.3,8.1,6.1
E00065013,39.2,32.9,16.1,11.9
E00065014,43.4,40.4,6.6,9.6
E00065015,27,45,18,10
E00065016,33.1,42.9,17.5,6.5
E00065017,35.6,24.6,22,17.8
E00065018,78.1,18.4,0.9,2.6
E00065019,36.9,27.4,16.7,19
E00065020,50.6,25,9.5,14.9
E00065021,50.4,28.1,11.9,9.6
E00065022,52.3,32.2,6,9.5
E00065023,40.4,30.1,17.1,12.3
E00065024,28.3,43.4,12.7,15.7
E00065025,21.8,22.4,17.3,38.5
E00065026,41.5,30.7,10.8,17
E00065027,33.5,37.1,11.4,18
E00065028,34,34.7,15.6,15.6
E00065029,27.2,23.8,11.6,37.4
E00065030,32.9,25.7,17.9,23.6
E00065031,20.3,30.5,17.8,31.5
E00065032,38.8,27.1,17.1,17.1
E00065033,54,24.6,8.7,12.7
E00065034,49.7,30.2,10.1,10.1
E00065035,34.2,22.8,18.4,24.6
E00065036,33.3,28.1,15.6,23
E00065037,47.9,29.5,8.2,14.4
E00065038,45.5,20.3,15.4,18.7
E00065039,42.1,28.3,11.7,17.9
E00065040,48.3,29,10.6,12.1
E00065041,45.9,25.3,12.3,16.4
E00065042,45.1,22.5,16,16.4
E00065043,24.8,29.9,17.2,28
E00065405,36.4,32.3,21.2,10.1
E00065407,21.6,47.3,15.6,15.6
E00065408,26.3,53.3,9.2,11.2
E00065409,27.5,36.2,14.4,21.8
E00065410,13.2,41.3,16.5,28.9
