geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00064406,94.4,2.9,0.7,2,0
E00064416,90.2,5.3,1.5,3,0
E00064417,94.8,4.5,0.7,0,0
E00064418,97.6,2.1,0,0,0.3
E00064419,90.3,5.1,2.4,1.9,0.3
E00064420,91.8,3.9,2.6,0,1.7
E00064421,95.5,2.4,0.7,1.4,0
E00064422,94,3.8,1.3,0.3,0.6
E00064423,94.6,2.9,2.2,0,0.4
E00064424,97.9,0.9,1.2,0,0
E00064425,93.2,2,3.4,0.7,0.7
E00064426,95.6,3.5,0.9,0,0
E00064427,98.4,1.6,0,0,0
E00064428,92.2,3.1,0.7,3.1,1
E00064429,92,4.4,1.2,0.6,1.8
E00064430,97.1,0.8,1.8,0.3,0
E00064431,96,4,0,0,0
E00064432,97.9,1.4,0.4,0,0.4
E00064433,98.3,1,0,0,0.7
E00064434,98.8,1.2,0,0,0
E00064435,94.2,2.9,1.1,1.8,0
E00064436,95,2.6,0.7,1.3,0.3
E00064437,96,2,0.4,1.6,0
E00064438,96.7,1,1,0.3,1
E00064439,98.5,0.7,0.7,0,0
E00064440,88.3,5.4,1.8,3.2,1.4
E00064812,68.8,11.3,9.8,4.6,5.5
E00064813,68.8,16,7.7,5.7,1.7
E00064817,57.8,24,13.8,2.9,1.5
E00064819,61.2,25.7,6.5,5.4,1.2
E00064821,65.3,14.3,9,8.7,2.6
E00064825,66.6,22.5,6.4,1.6,2.9
E00064827,75.3,11.1,8.3,4.5,0.7
E00064854,79.8,14.8,3.7,0.8,0.8
E00064855,70.5,10.5,8,1.7,9.3
E00064856,73.3,14.8,4,1.8,6.1
E00064861,88.6,5.9,0.8,2.5,2.1
E00064862,85,7.6,6.2,0,1.1
E00064864,86.4,8.8,3.4,0.9,0.5
E00064866,88.9,6.1,2.4,2,0.6
E00064867,92.2,3.6,2.6,0.4,1.2
E00064873,76.9,6.9,7.9,5.9,2.4
E00064874,82.2,5.4,1.9,2.7,7.8
E00064875,76.9,5.7,5,6.4,6
E00064876,85.3,6.6,4.3,2.6,1.2
E00064878,75.4,8.7,5.3,6.8,3.8
E00064879,72.7,7.7,9.4,4.5,5.7
E00064880,64.8,11.3,6.8,9,8.1
E00064881,67.3,12.8,11.8,4.7,3.4
E00064882,91.1,8.2,0.7,0,0
E00064883,70.8,6.8,8.7,6,7.7
E00064884,62,17.8,8.6,6.5,5.1
E00064885,71.3,9.9,7.7,7.7,3.4
E00064886,70.9,9.4,6.1,6.1,7.4
E00064887,66.3,13.3,6.3,8.8,5.3
E00064889,72.4,9.9,4.3,9.1,4.3
E00064891,65.1,14.8,7.2,7.2,5.7
E00064892,62.3,17.4,10.8,7.2,2.4
E00064893,67.7,16.2,10.5,1.5,4.1
E00064894,91.8,6.9,0.7,0.5,0
E00064895,75,7.3,3,5.5,9.1
E00064979,96.5,1.9,1.3,0.3,0
E00064980,97.7,1.6,0.8,0,0
E00064981,94.9,4.4,0.7,0,0
E00064982,95.9,2.7,0.7,0.7,0
E00064983,98.5,1.5,0,0,0
E00064984,91.4,6,2.2,0.5,0
E00064985,92.4,3.8,3.5,0.3,0
E00064986,90.8,5.4,0.8,2.7,0.4
E00064987,87.4,6.9,2.5,2.2,0.9
E00064988,89.7,4.2,3.3,2.3,0.5
E00064989,96.2,1.7,1.3,0.4,0.4
E00064990,94.4,4.9,0.7,0,0
E00064991,91.3,4.7,1.6,0.4,2
E00064992,95.4,1.3,1.3,1.3,0.7
E00064993,98.7,1.3,0,0,0
E00064994,91.2,5,1.1,2.3,0.4
E00064995,94.3,4,0,0.4,1.3
E00064996,95.9,2.1,1.2,0,0.9
E00064997,92.4,5.3,1.2,1.2,0
E00064998,95.6,2.2,2.2,0,0
E00064999,97,2.3,0.4,0.4,0
E00065000,92.5,4.8,1.4,0.7,0.7
E00065002,96.4,2.7,0.9,0,0
E00065003,93.6,4.3,1,0.7,0.3
E00065004,93.5,2.2,4.3,0,0
E00065005,93.4,2.6,2.2,1.5,0.4
E00065006,82.5,4.6,5.5,4.1,3.4
E00065007,92.4,4.4,0.3,2.6,0.3
E00065008,93.7,4.7,1.6,0,0
E00065009,96.2,0.7,2.1,1,0
E00065010,71.2,6,6.6,12.2,4.1
E00065011,95.1,2.1,2.1,0,0.7
E00065012,92.6,2.6,2.2,1.7,0.9
E00065013,93.8,3.1,3.1,0,0
E00065014,78.9,6.5,6.9,6.1,1.6
