geography_code,disability_3a-001,disability_3a-002
E00064406,12.4,87.6
E00064416,45.1,54.9
E00064417,19.4,80.6
E00064418,16.4,83.6
E00064419,17.9,82.1
E00064420,31.6,68.4
E00064421,15.6,84.4
E00064422,15,85
E00064423,15.8,84.2
E00064424,10.2,89.8
E00064425,17.2,82.8
E00064426,12.6,87.4
E00064427,49.6,50.4
E00064428,31.8,68.2
E00064429,15.7,84.3
E00064430,14.5,85.5
E00064431,14,86
E00064432,12,88
E00064433,14.1,85.9
E00064434,13.8,86.2
E00064435,14.5,85.5
E00064436,20.5,79.5
E00064437,14,86
E00064438,14.1,85.9
E00064439,37,63
E00064440,29.7,70.3
E00064812,25.9,74.1
E00064813,31.9,68.1
E00064817,17.5,82.5
E00064819,17.5,82.5
E00064821,29.1,70.9
E00064825,17.2,82.8
E00064827,25.7,74.3
E00064854,27.9,72.1
E00064855,21.8,78.2
E00064856,23.1,76.9
E00064861,30.4,69.6
E00064862,25.6,74.4
E00064864,25,75
E00064866,20.3,79.7
E00064867,24.7,75.3
E00064873,19,81
E00064874,22.5,77.5
E00064875,16.3,83.7
E00064876,22.9,77.1
E00064878,23.7,76.3
E00064879,20.1,79.9
E00064880,14.5,85.5
E00064881,20.4,79.6
E00064882,14.6,85.4
E00064883,16.6,83.4
E00064884,17.5,82.5
E00064885,19.4,80.6
E00064886,20.6,79.4
E00064887,16.7,83.3
E00064889,15.5,84.5
E00064891,17.9,82.1
E00064892,13.8,86.2
E00064893,18.4,81.6
E00064894,23.5,76.5
E00064895,28,72
E00064979,21.8,78.2
E00064980,27.6,72.4
E00064981,20.3,79.7
E00064982,21.4,78.6
E00064983,28.3,71.7
E00064984,27,73
E00064985,21.6,78.4
E00064986,26.6,73.4
E00064987,22.6,77.4
E00064988,19.6,80.4
E00064989,36.2,63.8
E00064990,23.8,76.2
E00064991,26,74
E00064992,13,87
E00064993,34.2,65.8
E00064994,23,77
E00064995,26.2,73.8
E00064996,16.6,83.4
E00064997,17.4,82.6
E00064998,23.9,76.1
E00064999,27.8,72.2
E00065000,14.9,85.1
E00065002,21.6,78.4
E00065003,26.3,73.7
E00065004,20.1,79.9
E00065005,25.8,74.2
E00065006,22.2,77.8
E00065007,12.8,87.2
E00065008,24.3,75.7
E00065009,13.9,86.1
E00065010,17.2,82.8
E00065011,19.3,80.7
E00065012,38.5,61.5
E00065013,32.8,67.2
E00065014,21.7,78.3
E00065015,15.7,84.3
E00065016,21.2,78.8
E00065017,19.4,80.6
E00065018,38,62
E00065019,29.5,70.5
E00065020,29.5,70.5
E00065021,30.4,69.6
E00065022,32.1,67.9
E00065023,17.2,82.8
E00065024,17.3,82.7
E00065025,15.5,84.5
E00065026,18.3,81.7
E00065027,15.1,84.9
E00065028,19,81
E00065029,22.7,77.3
E00065030,17.9,82.1
E00065031,11.6,88.4
E00065032,27,73
E00065033,33.3,66.7
E00065034,22.7,77.3
E00065035,19.9,80.1
E00065036,22.2,77.8
E00065037,28.3,71.7
E00065038,16.4,83.6
E00065039,27,73
E00065040,18.4,81.6
E00065041,29.8,70.2
E00065042,17.4,82.6
E00065043,16.2,83.8
E00065405,17.2,82.8
E00065407,11.8,88.2
E00065408,18.4,81.6
E00065409,16.3,83.7
E00065410,22.2,77.8
E00065411,15.6,84.4
E00065413,19,81
E00065414,18.1,81.9
E00065415,11,89
E00065416,13.8,86.2
E00065417,20.5,79.5
E00065418,16.6,83.4
E00065419,14.2,85.8
E00065421,19.3,80.7
E00065422,18.1,81.9
E00065424,12.9,87.1
E00065425,19.8,80.2
E00065426,7.4,92.6
E00065427,11.7,88.3
E00065428,11.2,88.8
E00065429,13.5,86.5
E00065430,24.4,75.6
E00065611,17.4,82.6
E00065612,27.3,72.7
E00065613,21.4,78.6
E00065614,12.5,87.5
E00065615,10.6,89.4
E00065616,15.7,84.3
E00065617,12,88
E00065618,13.4,86.6
E00065619,10.8,89.2
E00065620,10.4,89.6
E00065621,14.6,85.4
E00065622,37.9,62.1
E00065623,14.1,85.9
E00065624,15.8,84.2
E00065625,14.9,85.1
E00065626,12.3,87.7
E00065627,14.4,85.6
E00065628,10.9,89.1
E00065629,13.5,86.5
E00065630,12.4,87.6
E00065631,13.3,86.7
E00065632,25.1,74.9
E00065633,14.8,85.2
E00065634,13,87
E00065635,15.4,84.6
E00065636,11.8,88.2
E00065637,22.9,77.1
E00065638,21.5,78.5
E00065639,20.3,79.7
E00065640,18.8,81.2
E00065641,17.3,82.7
E00065642,19.4,80.6
E00065643,20.7,79.3
E00065644,13.6,86.4
E00065645,12.9,87.1
E00065646,29.5,70.5
E00065647,17,83
E00065648,28.1,71.9
E00065649,16.6,83.4
E00065650,12,88
E00065651,15.4,84.6
E00065653,20.1,79.9
E00065654,38.1,61.9
E00065655,21.6,78.4
E00065656,13.8,86.2
E00065657,20,80
E00065658,16,84
E00065659,15.7,84.3
E00065676,18.1,81.9
E00066043,18,82
E00066044,14.2,85.8
E00066045,19.4,80.6
E00066046,14,86
E00066047,12.2,87.8
E00066048,14.7,85.3
E00066049,13.9,86.1
E00066050,16.2,83.8
E00066051,14.2,85.8
E00066052,9.9,90.1
E00066053,12,88
E00066054,12.8,87.2
E00066055,9.5,90.5
E00066056,17.4,82.6
E00066057,16,84
E00066058,12,88
