geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00002387,10,32.8,6.7,46.6,3.9
E00002389,12.7,28.3,2.8,53,3.2
E00002391,13.3,21.7,4.9,55.3,4.9
E00002394,13.1,32.6,2.6,45.7,6
E00002395,9.3,30.4,5.6,47.8,6.8
E00002396,11.8,31.7,3.6,51.6,1.4
E00002397,21.9,41.2,2.9,30.8,3.2
E00002399,19.3,28.5,4.1,46.1,2
E00002400,14.2,30.9,2.1,51.8,1.1
E00002401,12.7,23.6,3.9,58.7,1.2
E00002402,19.1,26.8,3.7,48.2,2.2
E00002403,23.8,32.2,2.2,39.4,2.5
E00002404,12.6,30.8,1.4,52.8,2.3
E00002405,10.3,23.4,3.3,63.1,0
E00002413,19.5,28,2,47.2,3.2
E00002417,23.3,27.8,5.3,41.9,1.8
E00002418,20.3,29.9,4.1,42.7,2.9
E00002419,10.9,26.7,1.4,57.5,3.5
E00002422,14.4,36.1,2.4,45.3,1.8
E00002423,11.9,45.2,0.9,36.9,5.1
E00002424,18.9,34.5,2.4,40.4,3.8
E00002440,22.7,32.4,6.3,31.9,6.7
E00002445,17.4,32.8,3.6,41.5,4.7
E00002446,30.2,37.9,4.5,21.2,6.1
E00002448,26.9,31.7,2.6,35.1,3.7
E00002449,25.2,34,6.8,31.6,2.4
E00002450,21.4,32.1,2.6,40.8,3.1
E00002451,22.4,30.1,5.1,40.2,2.2
E00002452,27.4,32.4,1.4,36.8,1.9
E00002453,22.8,25.2,2.8,45.5,3.7
E00002454,24.2,34.1,3.5,34.7,3.5
E00002455,30,30.9,5.2,30.9,3
E00002456,27.6,31.3,2.9,35,3.3
E00002457,25.9,35.2,4.1,31.9,3
E00002458,21.2,33.3,4.5,38.5,2.4
E00002459,33.3,29.4,3.2,32.3,1.8
E00002460,14.8,29.7,3.9,49,2.6
E00002461,20.9,33.2,6.8,34.8,4.3
E00002462,17.2,30.2,1.9,47.7,3.1
E00002463,14.8,29.9,1.9,50,3.4
E00002464,15.6,24.4,1.7,54.6,3.7
E00002465,21.4,25.7,1.9,47.6,3.3
E00002466,15.3,22.6,3.6,56,2.4
E00002467,6.7,37.8,0.9,50.3,4.2
E00002468,19,33.6,2.4,39.3,5.7
E00002469,24.9,23.7,2.3,46.2,2.9
E00002470,22.7,25.1,3.4,44.4,4.3
E00002471,21.5,24.1,8.2,37.9,8.2
E00002472,12.7,33.8,2.5,48.4,2.5
E00002473,18,29.9,4.1,46.5,1.5
E00002474,15.2,16.4,1.5,64.5,2.4
E00002475,25.9,25.2,4.5,38.5,5.9
E00002476,24.3,31.1,5.2,35,4.3
E00002477,15.5,36.9,2.6,40.1,4.9
E00002478,12.9,27,4.6,50.2,5.3
E00002479,19,32.1,3.5,42.3,3.2
E00002480,21.6,29.8,4.2,40,4.5
E00002481,15.8,27.1,1,52,4.2
E00002482,18.9,44.9,7.1,24.4,4.7
E00002483,29.5,35.7,4.6,26.1,4.1
E00002484,27.5,29.2,5.8,32.8,4.7
E00002486,26.9,33.7,4,25.6,9.8
E00002487,25.3,41,3.4,29,1.2
E00002489,27.7,28.4,3,35.2,5.7
E00002490,31.2,34,4.7,26.2,3.9
E00002491,42.5,28.9,4.7,17.9,6
E00002492,31.3,32,6.3,25.3,5.1
E00002493,31.1,24.2,4.7,35.8,4.1
E00002494,22.8,29.5,5,36.5,6.1
E00002495,30.9,27.9,8.8,26.7,5.7
E00002531,19.1,44.3,3.5,28.3,4.8
E00002533,29.6,27.8,6.2,33,3.4
E00002534,25.2,42.4,3.6,24.5,4.3
E00002535,22.8,37.1,4.1,33.3,2.7
E00002536,10.9,25.1,3.3,57.7,3
E00002537,21.6,35.9,5.6,30.7,6.3
E00002538,28.6,37.5,4.1,26.2,3.6
E00002540,24.9,26.8,3.3,39,5.9
E00002541,20.1,37.8,3.4,35.8,2.9
E00002542,23.6,36.3,4.7,33.4,2.1
E00002544,19.5,43.7,2.5,24.2,10.1
E00002545,26.5,34.7,4.2,28.6,5.9
E00002546,30.9,35.6,3,24,6.7
E00002547,34.4,25.5,4.2,33.3,2.6
E00002548,25.8,39.3,4.4,27.9,2.6
E00002549,23.1,28.5,4.7,40.1,3.6
E00002550,21.5,30.7,2.3,38.9,6.6
E00002552,18.7,37.4,3,35.7,5.1
E00002553,15.5,37,5,38.7,3.8
E00002559,28.6,37.8,6,25.4,2.1
E00002560,25.9,42.4,2.9,24.1,4.7
E00002561,20.8,36,3.9,37.3,1.9
E00002562,20.8,36.9,2.3,37.2,2.7
E00002563,24.6,41.7,1.5,26.6,5.5
E00002564,26.2,35.1,3.2,31.2,4.3
E00002565,26.6,35.6,1.1,33.5,3.2
E00002566,29.1,32,6.3,30.6,1.9
E00002567,25.3,32,8,30,4.7
E00002568,27.4,35.9,4,28.6,4
E00002569,20.3,37.1,3.1,37.1,2.4
E00002570,26.5,34.7,3.1,33.7,2
E00002577,22.5,28.5,3.5,43.2,2.3
E00002578,16.2,32.7,2.4,46.5,2.4
E00002579,27.9,32.9,4.5,30.9,3.9
E00002580,22.1,30.9,8.5,34.6,4
E00002581,21.4,35.3,5.3,35.3,2.6
