geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00002387,41.4,23.1,11.7,6.8,17
E00002389,60.4,27,3.8,5.3,3.5
E00002391,52.7,25.5,8.5,7.1,6.1
E00002394,51.5,22.9,12.4,6.6,6.6
E00002395,56,29.6,4.8,2.8,6.8
E00002396,61.2,30.8,1.8,3.3,2.9
E00002397,56.6,31.8,4.7,2.9,4.1
E00002399,51,31.5,8.1,6.1,3.3
E00002400,60.5,27.5,7.3,2.9,1.8
E00002401,57.6,29.3,5.3,4.4,3.4
E00002402,62.7,29.4,5.8,1.8,0.3
E00002403,51.5,33.2,4.6,3.9,6.7
E00002404,61.8,30.9,3.6,1.1,2.5
E00002405,63.8,23.1,4.1,7.5,1.5
E00002413,47.2,27.4,11.2,8.3,5.9
E00002417,45.9,42.4,5.1,1.9,4.7
E00002418,44.3,38.8,7.2,6.5,3.3
E00002419,50.4,34.7,8.5,4.1,2.3
E00002422,57.1,35.3,5.6,1,1
E00002423,58.7,35.3,3.2,1.4,1.4
E00002424,43.6,33.3,11.2,6.2,5.7
E00002440,42.1,38.5,12.2,6.9,0.3
E00002445,49.1,31.7,9.8,5,4.4
E00002446,38.4,38.2,9.4,8.9,5.1
E00002448,44.1,39,6.3,5.7,4.8
E00002449,54.4,38.8,4.4,1.7,0.7
E00002450,42.1,37.2,8,7.3,5.4
E00002451,46.7,34.1,8.3,7.9,2.9
E00002452,37.3,46.2,10.6,5.4,0.5
E00002453,40.9,35.8,10,7,6.3
E00002454,48.2,39.2,5.8,4.7,2.1
E00002455,50.7,40.4,5,2.6,1.3
E00002456,46.9,40.8,7.4,3.7,1.2
E00002457,38.1,34.2,8.6,9.4,9.7
E00002458,38.1,38.1,7.9,11.4,4.5
E00002459,45.6,32.5,7.8,7.5,6.6
E00002460,59.1,24.6,7.2,6.1,2.9
E00002461,45.1,31.9,8.7,9.6,4.7
E00002462,52.1,32.5,8,5,2.4
E00002463,49.7,33.9,7.3,6.5,2.6
E00002464,49.9,33,9.9,4,3.2
E00002465,50.4,32,9.6,6.4,1.6
E00002466,59.4,25.8,7.7,4.8,2.3
E00002467,65.3,23.2,4,6.4,1.1
E00002468,45.1,28.1,10.5,10.5,5.9
E00002469,51.9,32.1,4.8,6.8,4.3
E00002470,43.5,32.1,9.3,11.4,3.7
E00002471,39.6,36.9,12.7,8.1,2.7
E00002472,62.8,27,5.7,4.2,0.3
E00002473,49.5,35,7.3,3.9,4.4
E00002474,59.7,23.1,7.3,5.4,4.5
E00002475,36.5,29.9,15.1,11.3,7.2
E00002476,44.7,34.8,10.6,5.3,4.6
E00002477,51.6,31.5,5.4,5.9,5.6
E00002478,57.6,21.7,10.8,6.7,3.2
E00002479,48.7,32.6,6.1,8.1,4.5
E00002480,43.2,37.3,7.5,7.9,4.1
E00002481,50.9,31.6,8.1,6.7,2.6
E00002482,66.9,26.1,2.7,1.3,3
E00002483,48,42.7,4.6,2,2.6
E00002484,29.2,38.8,12.9,11.5,7.5
E00002486,44.4,38.6,7.9,5.6,3.4
E00002487,57.7,31.4,4.9,3.6,2.4
E00002489,39.1,41.8,7,10.3,1.8
E00002490,36.4,41.9,9.1,7.6,5
E00002491,33.3,29.1,18.4,12.8,6.5
E00002492,32.7,39.3,11.8,8.6,7.6
E00002493,37.4,36.7,9.8,9.5,6.5
E00002494,33,40.4,10,11.5,5.1
E00002495,48.8,31.5,7.8,8,4
E00002531,59.8,34,2.3,3.6,0.3
E00002533,51.5,34.9,7.5,0.9,5.2
E00002534,54.7,33.4,5,4.2,2.6
E00002535,53.9,38,4.7,1.5,2
E00002536,43.6,35.7,12.9,3.4,4.3
E00002537,49.2,36.8,5.2,4.9,3.9
E00002538,45.9,33.8,9.4,6.2,4.7
E00002540,56.1,29.7,8.5,3.1,2.5
E00002541,58.4,28.1,5.8,5,2.6
E00002542,49.7,30.8,8.7,8.3,2.5
