geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00002387,9.7,22.4,53.4,14.5
E00002389,17.1,19.6,44.9,18.4
E00002391,15.4,11.2,55.9,17.5
E00002394,17.6,19.7,48.3,14.3
E00002395,18.9,19.5,48.1,13.5
E00002396,12.9,15.2,52.3,19.7
E00002397,16.8,25.5,47.4,10.2
E00002399,8.2,16.5,64.3,11
E00002400,10.4,17.1,61.6,11
E00002401,9.4,19.9,48.5,22.2
E00002402,15.3,19.6,55.2,9.8
E00002403,14,17.2,59.7,9.1
E00002404,13.4,22.4,49.3,14.9
E00002405,8.4,16.1,56.8,18.7
E00002413,8.1,15.3,58.3,18.3
E00002417,13.7,18.9,46.3,21.1
E00002418,9.9,28.5,52.3,9.3
E00002419,16.5,19.1,48.4,16
E00002422,9,19.2,64.1,7.8
E00002423,8,24.9,61.7,5.5
E00002424,17.4,32,38.6,12
E00002440,10.9,40.3,42.9,5.9
E00002445,13.8,21,51.4,13.8
E00002446,15.4,20.4,58.6,5.6
E00002448,11.4,19.3,57.1,12.1
E00002449,10.4,27,55.7,7
E00002450,20.8,29.6,44,5.6
E00002451,14.8,16.3,55.7,13.3
E00002452,10.4,34.7,46.1,8.8
E00002453,9.6,17.2,59.1,14.1
E00002454,15.9,22.3,51,10.8
E00002455,16.2,22.2,55.1,6.6
E00002456,15,24.4,52,8.7
E00002457,12.8,21.2,56.4,9.6
E00002458,7.3,17.4,64.6,10.7
E00002459,18.6,25,49.6,6.8
E00002460,23.8,19.3,45.5,11.4
E00002461,16.8,20.8,50.3,12.1
E00002462,10.9,22.5,54.3,12.3
E00002463,10.3,18,55.7,16
E00002464,15.2,17.4,53.8,13.6
E00002465,16,20,48,16
E00002466,11,13.3,59.5,16.2
E00002467,17.9,15.8,54.6,11.7
E00002468,10.1,29.1,52.5,8.2
E00002469,13,18.2,52.1,16.7
E00002470,12.6,19.7,56.7,11
E00002471,16,12.6,58.8,12.6
E00002472,13.5,11.5,58.3,16.7
E00002473,15.7,15.7,53.4,15.2
E00002474,17,10.9,48.5,23.6
E00002475,12.5,15.1,61.8,10.5
E00002476,12,24.5,53.8,9.6
E00002477,13,22.9,55.7,8.3
E00002478,12.1,15.9,58.6,13.4
E00002479,19.8,15.5,54.5,10.2
E00002480,11.4,21.9,58.2,8.4
E00002481,16.5,16.5,58.1,8.9
E00002482,14.3,25,50,10.7
E00002483,10.1,35.4,46.5,8.1
E00002484,13.1,18.9,60.4,7.7
E00002486,13,24,53.4,9.6
E00002487,14,25,53.7,7.3
E00002489,11.6,24,56.6,7.8
E00002490,11.5,21.9,51.6,15.1
E00002491,17.9,37.1,40.7,4.3
E00002492,12.9,24.7,55.6,6.7
E00002493,13,20.1,54.4,12.4
E00002494,12.1,24.1,50.8,13.1
E00002495,15.7,29.9,44.1,10.2
E00002531,19.1,22.7,52.7,5.5
E00002533,17.2,26.8,51.6,4.5
E00002534,14.4,28.1,48.2,9.4
E00002535,12.5,25,61,1.5
E00002536,8,16.9,61.4,13.7
E00002537,12.9,25.2,51.7,10.2
E00002538,17.7,32.1,46.5,3.7
E00002540,12.2,24.5,50.3,12.9
E00002541,17.6,21.4,47.6,13.3
E00002542,9,28.3,51.9,10.7
E00002544,11.8,22.2,55.6,10.4
E00002545,14.3,22,51,12.7
E00002546,21.9,27.5,43.3,7.3
E00002547,14.9,31.9,47.9,5.3
E00002548,17.6,22.7,50.4,9.2
E00002549,14.2,17.3,51.8,16.8
E00002550,8.6,29.6,53.7,8
E00002552,12.8,20,57.6,9.6
E00002553,21.1,25.6,46.6,6.8
E00002559,17.3,21,52.5,9.3
E00002560,12.1,29,55.6,3.2
E00002561,18.5,19.7,50.9,11
E00002562,15.6,27.9,54.4,2
E00002563,19.6,35.1,45.4,0
E00002564,10.3,25.5,53.8,10.3
E00002565,9.6,26.5,51.5,12.5
E00002566,12.8,12.8,61.7,12.8
E00002567,11.4,21.1,48.4,19.1
E00002568,6.1,26.3,49.1,18.4
E00002569,11.8,24.3,52.6,11.2
E00002570,32.5,32.5,30,5
E00002577,8.3,26.9,52.8,12
E00002578,12.2,20.4,55.2,12.2
E00002579,18.2,23,48.6,10.1
E00002580,13.2,26.4,50.2,10.1
E00002581,14.1,23.4,55.5,7
E00002582,14,18,56.2,11.8
E00002583,16.2,23.9,50.8,9.1
E00002584,10.3,16.7,53.8,19.2
E00002585,11.4,15.8,58.7,14.1
E00002586,8.8,20.8,61.5,8.8
E00002692,13.3,16,53.2,17.6
E00002695,9.8,15.3,54,20.9
E00002697,13.8,20.8,51.3,14.1
E00002699,12.2,17.6,56.8,13.5
E00002702,11.4,15.1,53.5,20
E00002707,14.1,14.7,58.2,12.9
E00002709,6.9,12.7,62.7,17.6
E00002712,12,15.7,59.3,13
E00002715,9.8,11.7,57.7,20.9
E00002717,13.7,10.6,56.8,18.9
E00002728,20.6,22.7,50.5,6.2
E00002729,11.6,22.2,55.6,10.6
E00002730,8.7,26.6,51.7,13
E00002732,8.7,23,59.1,9.1
E00002733,8,20.6,58.3,13.1
E00002735,15.7,18,59.3,7
E00002737,12.7,20.3,58.4,8.6
E00002829,11.9,15.7,63.5,8.8
E00002832,13.1,26.9,44.4,15.6
E00002836,6.3,22,55.9,15.7
E00002886,9.5,21,59,10.5
E00002887,12.2,19.8,59.9,8.1
E00002888,16,32.1,49.1,2.8
E00002891,9.8,45.4,40.4,4.4
E00002892,15.1,24.1,54.3,6.5
E00002893,14.8,36.2,43,6
E00002894,7.9,33.9,51.5,6.7
E00002897,9.9,24.7,57.7,7.7
E00002898,12.1,23.5,58.4,6
E00002899,14.1,28.1,54.7,3.1
E00002900,13.3,27.5,52.5,6.7
E00002901,16.7,29.8,49.1,4.4
E00002903,9.2,26.6,56,8.3
E00002904,6.5,34.1,56.5,2.9
E00002905,15.7,25.5,52,6.9
E00002907,13.2,28.1,53.9,4.8
E00002910,11.7,22.3,59.2,6.8
E00002911,7.9,29.9,52.8,9.4
E00002914,9.4,22,62.9,5.7
E00002915,19.3,29.7,48.3,2.8
E00002916,15.6,22.9,52.1,9.4
