geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00002387,66.6,4.3,29.1
E00002389,62.9,2,35.1
E00002391,62.6,5.3,32.2
E00002394,62.5,8.7,28.8
E00002395,57.4,8.3,34.4
E00002396,58.7,4.9,36.3
E00002397,49.3,6.1,44.6
E00002399,62.7,4.5,32.9
E00002400,58.5,5.6,35.9
E00002401,65.4,6.2,28.5
E00002402,60.1,4.7,35.3
E00002403,57.8,4.1,38.1
E00002404,61.8,3.3,34.9
E00002405,73.2,6.1,20.7
E00002413,68.5,5.5,26
E00002417,42.4,4.8,52.8
E00002418,63,4.6,32.4
E00002419,65.7,4.5,29.7
E00002422,51.4,6.7,41.9
E00002423,59.8,8.6,31.5
E00002424,57.2,6.2,36.6
E00002440,50,8.4,41.6
E00002445,53.5,7,39.5
E00002446,52.2,3.5,44.3
E00002448,51.1,4.8,44.1
E00002449,46.1,7.5,46.5
E00002450,63.8,5.6,30.6
E00002451,58,3.1,38.9
E00002452,53.3,4.7,42
E00002453,61.5,3.4,35.1
E00002454,51.6,3.9,44.5
E00002455,46,5.2,48.8
E00002456,52.1,7.6,40.3
E00002457,57.6,5.5,36.9
E00002458,54.4,5.4,40.2
E00002459,53.7,3.6,42.6
E00002460,65.1,3.5,31.4
E00002461,53.2,6.1,40.7
E00002462,52.7,4.2,43.1
E00002463,59.8,5.5,34.7
E00002464,62.5,4.4,33.1
E00002465,59.3,7.7,33
E00002466,70,5.7,24.3
E00002467,55.7,5.3,39
E00002468,63.8,5.7,30.5
E00002469,55.8,3.8,40.4
E00002470,61.5,3.9,34.6
E00002471,59.9,5.6,34.5
E00002472,56.7,3.6,39.7
E00002473,56.4,3.5,40.1
E00002474,69.3,3,27.7
E00002475,53.3,6.3,40.4
E00002476,56.4,6.4,37.2
E00002477,61.5,4.2,34.3
E00002478,59.5,8.5,32
E00002479,54.6,6.9,38.4
E00002480,59,8.5,32.6
E00002481,60.7,6.4,32.9
E00002482,32.6,15.9,51.6
E00002483,43.3,6.3,50.4
E00002484,61.2,6.1,32.7
E00002486,50.3,7.2,42.4
E00002487,51.4,5.9,42.7
E00002489,49.8,4.8,45.4
E00002490,49.7,7.9,42.4
E00002491,43.8,6.3,49.8
E00002492,55.9,8.9,35.2
E00002493,53.5,4.4,42.1
E00002494,58.2,5.1,36.7
E00002495,49.2,8.7,42
E00002531,48.5,9.4,42.1
E00002533,48.5,4.9,46.6
E00002534,49.8,8.2,41.9
E00002535,46.1,9.8,44.1
E00002536,74.6,4.8,20.6
E00002537,51.9,9.6,38.5
E00002538,52.5,6.7,40.8
E00002540,54.6,8.1,37.3
E00002541,58.5,5.7,35.8
E00002542,60.4,6.4,33.2
E00002544,51.6,7.2,41.2
E00002545,58.2,7.6,34.3
E00002546,44,7.9,48.1
E00002547,47.7,7.1,45.2
E00002548,52.2,11,36.8
E00002549,57.2,6.8,36
E00002550,53.7,4.7,41.7
E00002552,54.5,11.5,34
E00002553,55.8,8.3,35.8
E00002559,57.2,4.9,37.8
E00002560,44.7,8,47.3
E00002561,55.8,9,35.2
E00002562,50.7,10.1,39.3
E00002563,48,8.5,43.5
E00002564,52.2,7.2,40.6
E00002565,49.6,6.5,43.8
E00002566,46.8,8.4,44.8
E00002567,67.7,5.5,26.8
E00002568,45.8,6.8,47.4
E00002569,52.4,6.9,40.7
E00002570,43.9,12.2,43.9
E00002577,62.6,6.3,31
E00002578,60.2,3.7,36.1
E00002579,44.3,7.5,48.2
E00002580,60.8,6.7,32.5
E00002581,48.5,6.8,44.7
E00002582,72.2,4.8,23
E00002583,48.9,4,47.1
E00002584,63.7,3.7,32.7
E00002585,57.1,1.3,41.7
E00002586,59.8,4.8,35.4
E00002692,59.7,2.2,38
E00002695,54,3.7,42.3
E00002697,64.6,2.2,33.3
E00002699,64.6,5.4,30
E00002702,55.7,2.4,41.9
E00002707,70.1,4.1,25.7
E00002709,52.8,4.1,43
E00002712,63,4.6,32.4
E00002715,49.4,1.2,49.4
E00002717,75.4,4.4,20.2
E00002728,50.8,8.5,40.7
E00002729,66.2,3.8,30
E00002730,63.5,3.7,32.8
E00002732,68,3,29
E00002733,61,4.2,34.7
E00002735,58.3,6.8,34.9
E00002737,62.3,7.7,30
E00002829,66,5.7,28.3
E00002832,67.4,5.8,26.9
E00002836,59.4,1.9,38.7
E00002886,56.9,7.7,35.4
E00002887,53.9,5.6,40.5
E00002888,51.7,10.9,37.3
E00002891,54.6,5.9,39.5
E00002892,43.3,9.2,47.5
E00002893,55.7,4.2,40.1
E00002894,56.6,6.6,36.9
E00002897,55.1,9.6,35.2
E00002898,54,8.6,37.4
E00002899,40.1,11.5,48.4
E00002900,43.7,5.7,50.5
E00002901,47.3,8.6,44
E00002903,47.8,8.2,44
E00002904,52.9,6.9,40.2
E00002905,48.8,6.3,44.9
E00002907,40.5,6.8,52.7
E00002910,53.4,8.8,37.8
E00002911,49.8,6.4,43.8
E00002914,50.6,4.8,44.6
E00002915,45.3,6.9,47.8
E00002916,41.9,5.7,52.4
E00002918,51.9,7.5,40.7
E00002919,48.7,9,42.3
E00002926,46.6,6.2,47.2
E00003022,50,5,45
E00003023,56.5,5.8,37.8
E00003024,44.2,6.2,49.6
E00003025,58.2,7.8,34
E00003026,60.1,6.7,33.2
E00003027,62.4,7.8,29.9
E00003028,57.2,6.5,36.3
E00003029,60.2,7.3,32.4
E00003030,55.5,3.2,41.3
E00003031,50.5,10,39.5
E00003032,45.4,12.2,42.4
E00003033,51.1,11.1,37.8
E00003069,38.8,10,51.3
E00003070,47.6,6.3,46.2
E00003071,60.9,5.4,33.7
E00003072,49.3,5.7,45
E00003073,57,4.3,38.8
E00003075,61.1,5.6,33.3
E00003076,45.3,8.7,45.9
E00003077,55.9,7.3,36.7
E00003078,49.5,9.7,40.8
E00003079,55.5,6.6,37.9
E00003080,61.5,8.7,29.8
E00003081,51,6.6,42.5
E00003082,63.9,5.6,30.6
E00003083,65.8,8.4,25.7
E00003084,53.7,5.7,40.6
E00003085,59.7,6.5,33.8
E00003086,51.8,6.8,41.4
E00003087,59.2,3.9,36.9
E00003088,59.4,4.8,35.8
E00003089,71,2.9,26.1
E00003090,60.9,2.8,36.3
E00003091,57.1,5.1,37.8
E00003092,67.9,8.2,23.9
E00003093,60.2,7,32.8
E00003094,58.7,6.3,34.9
E00003095,63.5,5,31.5
E00003096,74.6,5.1,20.4
E00003097,74.9,3.6,21.5
E00003098,55.1,7.9,37
E00003099,67.3,6.4,26.3
E00003100,65.4,1.7,32.9
E00003101,72.9,5.9,21.2
E00003102,54.2,5.2,40.6
E00003103,59.1,7.7,33.2
E00003104,59.5,7.2,33.3
E00003105,68.2,5,26.9
E00003106,56.3,6.6,37.1
E00003107,61.5,4.3,34.2
E00003108,56.3,5.1,38.6
E00174688,58.3,8,33.7
E00174689,58.6,6.8,34.6
E00174691,49.8,4.7,45.5
E00174694,52.4,5.4,42.2
E00174706,49,9.4,41.7
E00174707,55.7,6.9,37.4
E00174708,52.3,3.7,43.9
E00174710,55.4,5.9,38.7
E00174712,59.3,7.6,33.1
E00174719,63.7,9,27.4
E00174726,54.3,5.8,39.9
E00178898,63.6,4.5,31.9
E00178908,61.6,4.6,33.8
E00178916,48.6,7.4,44
E00178921,52.3,9.2,38.6
E00178946,82.9,10.3,6.8
E00178952,42.2,12.8,44.9
E00178965,41.6,2.9,55.4
E00178986,46.2,7.7,46.2
E00179006,61.2,7.4,31.4
E00179014,54.6,7.1,38.3
E00179030,47.6,6.5,45.9
E00179034,50.9,6.7,42.5
E00179038,60.4,6.3,33.3
E00179046,55.2,6.7,38.1
E00179048,55.6,7.7,36.8
E00179053,55.1,6,38.9
E00179054,48,6.1,45.9
E00179058,37.9,9.6,52.5
E00179061,77.1,5.2,17.7
