geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00002387,8.7,2.4,15.9,73
E00002389,5.8,2.9,19.2,72.1
E00002391,2.8,50.9,20.8,25.5
E00002394,15.2,27.8,29.1,27.8
E00002395,15.6,45,25,14.4
E00002396,4.9,19.6,38.2,37.3
E00002397,16.7,17.5,39.2,26.7
E00002399,9.3,19.5,37.3,33.9
E00002400,1.8,9.9,32.4,55.9
E00002401,7,35.2,23.4,34.4
E00002402,4.1,17.2,29.5,49.2
E00002403,4.2,7.6,27.1,61
E00002404,4,11,48,37
E00002405,8.8,50,16.7,24.6
E00002413,40.2,34.8,12,13
E00002417,44.2,27.1,8.5,20.2
E00002418,8.3,68.3,15.8,7.5
E00002419,17.1,12.2,8.9,61.8
E00002422,13.8,15.9,52.4,17.9
E00002423,11.8,68,15.7,4.6
E00002424,23.6,49.8,19.6,7.1
E00002440,11.5,70.2,12.2,6.1
E00002445,5.6,59.5,19.8,15.1
E00002446,7.6,7.6,50,34.7
E00002448,23.5,28.7,21.7,26.1
E00002449,48.6,34.1,12.3,5.1
E00002450,36.9,56.2,3.1,3.8
E00002451,11.1,15,32.2,41.7
E00002452,52.6,35.8,8.7,2.9
E00002453,2.4,7.9,45.7,44.1
E00002454,8.3,7.4,41.3,43
E00002455,39.3,28.3,26.2,6.3
E00002456,51.6,40.6,7.7,0
E00002457,23,22.1,37.7,17.2
E00002458,9.5,16.7,31.7,42.1
E00002459,8.5,24.6,24.6,42.3
E00002460,2.4,6.3,37.8,53.5
E00002461,23.5,38.6,15,22.9
E00002462,8.6,9.5,44,37.9
E00002463,5.9,8.5,35.6,50
E00002464,21.1,33.8,25.6,19.5
E00002465,45.2,25.8,21.8,7.3
E00002466,24.2,41.9,17.7,16.1
E00002467,3.2,4.5,37,55.2
E00002468,20,50,21.5,8.5
E00002469,2.3,7.7,47.7,42.3
E00002470,50,10.3,25.9,13.8
E00002471,53.5,35.1,9.6,1.8
E00002472,5.2,5.9,44.4,44.4
E00002473,7,5.5,46.1,41.4
E00002474,15.7,27.5,20.9,35.9
