areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00001605,42.9,57.1
E00001607,52.8,47.2
E00001799,33.7,66.3
E00001804,34,66
E00001805,37.3,62.7
E00001813,33,67
E00001814,34,66
E00001821,48.9,51.1
E00001822,32,68
E00001826,33.6,66.4
E00001827,51.3,48.7
E00001828,39.5,60.5
E00001831,38.6,61.4
E00001832,54.7,45.3
E00001833,47.2,52.8
E00001834,48.8,51.2
E00001835,35.7,64.3
E00001836,43.6,56.4
E00001837,50.5,49.5
E00001838,41.1,58.9
E00001839,36.5,63.5
E00001840,37.8,62.2
E00001841,45.7,54.3
E00001844,39.8,60.2
E00001847,40.1,59.9
E00001851,42.2,57.8
E00001852,38.5,61.5
E00001853,39.2,60.8
E00001854,42.9,57.1
E00001855,40.6,59.4
E00001856,42.9,57.1
E00001857,39.9,60.1
E00001858,35,65
E00001859,37,63
E00001860,34.3,65.7
E00001861,38.8,61.2
E00001862,31.8,68.2
E00001864,54.3,45.7
E00001865,30.1,69.9
E00001866,37.4,62.6
E00001980,44.5,55.5
E00002108,40.2,59.8
E00002109,42.7,57.3
E00002110,25.5,74.5
E00002111,41.8,58.2
E00002112,30.2,69.8
E00002114,19.9,80.1
E00002115,47.4,52.6
E00002117,40.1,59.9
E00002118,34.3,65.7
E00002120,42.8,57.2
E00002121,35.7,64.3
E00002123,28.3,71.7
E00002124,41.7,58.3
E00002125,38.6,61.4
E00002126,34.6,65.4
E00002127,34.2,65.8
E00002128,44.9,55.1
E00002129,35.2,64.8
E00002130,30.2,69.8
E00002131,41.1,58.9
E00002132,27.6,72.4
E00002133,46.5,53.5
E00002134,25.2,74.8
E00002135,38.1,61.9
E00002136,40,60
E00002137,40.1,59.9
E00002138,32.6,67.4
E00002139,41.9,58.1
E00002140,42.7,57.3
E00002141,37.5,62.5
E00002142,28.4,71.6
E00011695,38.8,61.2
E00080504,33.1,66.9
E00080505,46.9,53.1
E00080506,35.1,64.9
E00080507,50.6,49.4
E00080508,36.1,63.9
E00080509,36.7,63.3
E00080513,21.9,78.1
E00080514,34.4,65.6
E00080515,42.2,57.8
E00080516,29.5,70.5
E00080517,45.1,54.9
E00080519,45,55
E00080521,50.9,49.1
E00080522,48.3,51.7
E00080523,35.4,64.6
E00080524,46.5,53.5
E00080525,48.6,51.4
E00080526,36.1,63.9
E00080527,55.9,44.1
E00080528,40.8,59.2
E00080529,41.3,58.8
E00080530,42,58
E00080531,49.1,50.9
E00080532,42.3,57.7
E00080535,38.5,61.5
E00080536,29,71
E00080537,48.8,51.2
E00080538,24.2,75.8
E00080539,31.1,68.9
E00080541,39,61
E00080542,51.5,48.5
E00080543,28.6,71.4
E00080544,47,53
E00080545,37.4,62.6
E00080546,39.7,60.3
E00080547,37.8,62.2
E00080548,42.4,57.6
E00080549,38.3,61.7
E00080550,38.9,61.1
E00080551,49.8,50.2
E00080552,44.1,55.9
E00080553,43.8,56.2
E00080554,45.9,54.1
E00080555,53.6,46.4
E00080556,22.4,77.6
E00080557,42.9,57.1
