areacd,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00001605,88.7,0,10.4,0.9
E00001607,85.9,0,11.1,3
E00001799,94.1,0,5.9,0
E00001804,96.8,0,3.2,0
E00001805,93.1,0.7,6.3,0
E00001813,91.8,0,8.2,0
E00001814,90.9,0,9.1,0
E00001821,91.6,0,7.6,0.8
E00001822,93.1,0,6.2,0.7
E00001826,96.1,0,3.9,0
E00001827,93.5,0.6,5.9,0
E00001828,88.6,0.3,11.1,0
E00001831,94.8,0.4,4.8,0
E00001832,93.6,0.3,5.4,0.6
E00001833,93.6,0.3,5.4,0.7
E00001834,93.6,0,6.4,0
E00001835,87.8,0,12.2,0
E00001836,93.3,0.2,5.2,1.3
E00001837,94.4,0,5.3,0.3
E00001838,91.3,0,7.9,0.8
E00001839,87.2,0,12.8,0
E00001840,90.7,0,8.6,0.7
E00001841,92.9,0,6.3,0.8
E00001844,90.4,0,8.3,1.3
E00001847,87.6,0,11.9,0.6
E00001851,93.1,0,6.5,0.4
E00001852,96,0.9,2.8,0.3
E00001853,92.9,0.3,6.8,0
E00001854,93.9,0,5.8,0.3
E00001855,94,0,5.7,0.4
E00001856,96,1.2,2.8,0
E00001857,93.3,0.3,6.1,0.3
E00001858,94.9,0,5.1,0
E00001859,92,0.4,4.9,2.7
E00001860,88.9,0,11.1,0
E00001861,94.1,0,5.1,0.8
E00001862,96.7,0.3,3,0
E00001864,91.2,0.3,6.7,1.8
E00001865,95.2,0.3,4.2,0.3
E00001866,93.6,0,6.4,0
E00001980,86.5,0,12.4,1.2
E00002108,92.9,0,5.7,1.4
E00002109,94,0.8,4.2,1
E00002110,95.1,1.1,3.4,0.4
E00002111,88.9,0.6,7.8,2.8
E00002112,88.2,0,11.8,0
E00002114,90.4,0,8.8,0.8
E00002115,89.5,0.3,8.9,1.3
E00002117,92.6,0.5,5.9,1
E00002118,87.8,0.3,10.5,1.5
E00002120,91.5,0.2,7.6,0.8
E00002121,99,0,1,0
E00002123,93.5,0,6.5,0
E00002124,98.7,0,0.4,0.8
E00002125,93.2,0,6.4,0.3
E00002126,91.3,0.2,8.5,0
E00002127,93.4,0,6.6,0
E00002128,92.2,0.6,5.7,1.5
E00002129,92.2,0.3,6.7,0.8
E00002130,89.3,0.2,9.8,0.7
E00002131,96.8,0,3.2,0
E00002132,87,0,13,0
E00002133,94.4,0,5.3,0.3
E00002134,96.6,0,3.4,0
E00002135,93.1,0,6.9,0
E00002136,88.9,0.6,10.5,0
E00002137,95.7,0.3,3.8,0.3
E00002138,86.5,0,11.1,2.4
E00002139,90.9,0.4,8.6,0
E00002140,95.5,0.4,3.4,0.7
E00002141,94.5,0,5.5,0
E00002142,87.4,0,12.1,0.4
E00011695,90.3,0.4,9.3,0
E00080504,93.9,0,6.1,0
E00080505,95,0,5,0
E00080506,88.1,0.3,10.8,0.9
E00080507,94.8,0,4.9,0.2
E00080508,92.9,0.3,6.8,0
E00080509,88.8,0,10.8,0.4
E00080513,88.7,0,10.2,1.1
E00080514,93.8,0.6,5.3,0.3
E00080515,91.6,0,7.8,0.7
E00080516,93.3,0.4,5.7,0.7
E00080517,94.9,0,3.9,1.2
E00080519,92.8,0,6.6,0.6
E00080521,91.4,0,7.7,0.9
E00080522,95,0,5,0
E00080523,90.4,0,9,0.6
E00080524,92.7,0,6.7,0.6
E00080525,92.6,0,7.4,0
E00080526,81.5,0,17.8,0.7
E00080527,95.5,0,4.5,0
E00080528,93.8,0,5.2,1
E00080529,96.8,0,3.2,0
E00080530,96.9,0,2.8,0.3
E00080531,97.6,0.9,1.2,0.3
E00080532,93.7,0.3,5.7,0.3
E00080535,93.8,0,5.9,0.3
E00080536,94.1,0,5.9,0
E00080537,94.1,0,4,2
E00080538,93.5,0.3,6,0.3
E00080539,88.5,0.3,10.7,0.6
E00080541,86,0,12.7,1.3
E00080542,94.1,0.3,5.6,0
E00080543,92.5,0,7.1,0.4
E00080544,93.4,0,6.3,0.3
E00080545,97,0.6,2.4,0
E00080546,90,0.6,7.1,2.4
E00080547,90.3,0.3,7.4,2
E00080548,93.7,0.3,5,1
E00080549,95.5,0.6,3,0.9
E00080550,94.8,0,5.2,0
E00080551,96.7,0,3.3,0
E00080552,94,0,6,0
E00080553,91.6,0,8,0.4
E00080554,94.5,0.6,5,0
