areacd,disability_3a-001,disability_3a-002
E00001605,11.4,88.6
E00001607,12.9,87.1
E00001799,14,86
E00001804,19.9,80.1
E00001805,16.7,83.3
E00001813,16.8,83.2
E00001814,20.1,79.9
E00001821,6.5,93.5
E00001822,15.2,84.8
E00001826,15.6,84.4
E00001827,9.4,90.6
E00001828,9.3,90.7
E00001831,16.3,83.7
E00001832,13.6,86.4
E00001833,11.7,88.3
E00001834,10.1,89.9
E00001835,12.6,87.4
E00001836,14.8,85.2
E00001837,13.5,86.5
E00001838,13.9,86.1
E00001839,20.7,79.3
E00001840,11.9,88.1
E00001841,16.8,83.2
E00001844,11.5,88.5
E00001847,16.4,83.6
E00001851,13.6,86.4
E00001852,25.1,74.9
E00001853,12.5,87.5
E00001854,19.5,80.5
E00001855,21.8,78.2
E00001856,16.6,83.4
E00001857,19.2,80.8
E00001858,26.3,73.7
E00001859,16.7,83.3
E00001860,25.4,74.6
E00001861,19.8,80.2
E00001862,22,78
E00001864,12.5,87.5
E00001865,23.6,76.4
E00001866,13.7,86.3
E00001980,16.3,83.7
E00002108,20.8,79.2
E00002109,16.3,83.7
E00002110,22,78
E00002111,8.6,91.4
E00002112,17.5,82.5
E00002114,20.7,79.3
E00002115,14.1,85.9
E00002117,9,91
E00002118,13.2,86.8
E00002120,14.5,85.5
E00002121,17.1,82.9
E00002123,33,67
E00002124,26.7,73.3
E00002125,19.9,80.1
E00002126,16.8,83.2
E00002127,14.7,85.3
E00002128,15.2,84.8
E00002129,18.1,81.9
E00002130,14.4,85.6
E00002131,15.7,84.3
E00002132,21.9,78.1
E00002133,13.4,86.6
E00002134,19.5,80.5
E00002135,17.3,82.7
E00002136,14.2,85.8
E00002137,16.6,83.4
E00002138,17.6,82.4
E00002139,11,89
E00002140,18.5,81.5
E00002141,23.7,76.3
E00002142,25.2,74.8
E00011695,14.8,85.2
E00080504,29,71
E00080505,16.7,83.3
E00080506,8.3,91.7
E00080507,11.5,88.5
E00080508,20.1,79.9
E00080509,6.6,93.4
E00080513,17.7,82.3
E00080514,16.5,83.5
E00080515,12.3,87.7
E00080516,14.6,85.4
E00080517,16.8,83.2
E00080519,10.8,89.2
E00080521,12.3,87.7
E00080522,11.8,88.2
E00080523,19.8,80.2
E00080524,14.3,85.7
E00080525,17.9,82.1
E00080526,19.3,80.7
E00080527,13.7,86.3
E00080528,21.7,78.3
E00080529,24,76
E00080530,13.4,86.6
E00080531,17.6,82.4
E00080532,21.5,78.5
E00080535,19.9,80.1
E00080536,19,81
E00080537,19.5,80.5
E00080538,17.5,82.5
E00080539,33,67
E00080541,9.1,90.9
E00080542,12.4,87.6
E00080543,26.9,73.1
E00080544,14.4,85.6
E00080545,12.8,87.2
E00080546,19,81
E00080547,15.9,84.1
E00080548,10.3,89.7
E00080549,13.3,86.7
E00080550,16.8,83.2
E00080551,17.6,82.4
E00080552,11.6,88.4
E00080553,14.1,85.9
E00080554,15.4,84.6
E00080555,20.3,79.7
E00080556,15.8,84.2
E00080557,13.1,86.9
E00080558,11.5,88.5
E00080559,13.5,86.5
E00080594,4.2,95.8
E00080596,10.8,89.2
E00080598,7,93
E00080600,8.1,91.9
E00080601,11.5,88.5
E00080602,8.1,91.9
E00080603,6.8,93.2
E00080604,8,92
E00080605,7.9,92.1
E00080607,7.5,92.5
E00080608,7.2,92.8
E00080609,10.9,89.1
E00080610,10,90
E00080650,11,89
E00080651,7.8,92.2
E00080653,15.1,84.9
E00080654,9.3,90.7
E00080655,13.3,86.7
E00080656,17.9,82.1
E00080657,5.1,94.9
E00080658,7.7,92.3
E00080659,20.1,79.9
E00080660,8.7,91.3
E00080661,17.6,82.4
E00080662,14.6,85.4
E00080663,19.3,80.7
E00080665,7.6,92.4
E00080666,11.7,88.3
E00080667,8.5,91.5
E00080668,7.4,92.6
E00080669,8.1,91.9
E00080670,10.3,89.7
E00080671,14.7,85.3
E00080672,14.8,85.2
E00080673,24.2,75.8
