geography_code,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00097971,29,23.2,33.3,14.5
E00097972,42.2,10.6,39.8,7.5
E00097973,45.6,14.4,25.6,14.4
E00097974,30.5,18.8,35.9,14.8
E00097980,48.8,11,23.2,17.1
E00097981,19.4,20.4,44.7,15.5
E00097982,47.3,11.5,32.4,8.8
E00097983,44.1,16.8,23.8,15.4
E00127314,57,7.4,22.2,13.3
E00127315,44.6,14.9,26.4,14
E00127316,43.8,15.7,23.6,16.9
E00127317,50,5.8,26.7,17.4
E00127318,46.8,9.1,20.8,23.4
E00127319,42.9,15,30.1,12
E00127320,45.5,11.4,22.7,20.5
E00127321,42.6,11.5,34.4,11.5
E00127322,47.1,11.5,26.9,14.4
E00127323,44.2,9.2,30.8,15.8
E00127324,51.2,14.3,17.9,16.7
E00127325,41.2,14.3,32.8,11.8
E00127326,49.6,13.8,23.6,13
E00127327,44.6,15.3,21.7,18.5
E00127328,48.2,14.6,23.4,13.9
E00127382,43.9,8.9,32.5,14.6
E00127383,48.1,14.7,26.9,10.3
E00127385,39.6,13.9,37.5,9
E00127386,37.4,12.2,43.2,7.2
E00127387,39.1,11.5,43.6,5.8
E00127389,44.7,12,32,11.3
E00127390,52.1,16,16.8,15.1
E00127393,60.9,10.3,8,20.7
E00127394,60.5,16.3,7,16.3
E00127397,57.9,7.9,24.6,9.6
E00127398,49.1,15.8,21.2,13.9
E00127412,28.2,25.2,31.2,15.3
E00127424,43.4,12.4,21.7,22.5
E00127425,27.9,19.8,36,16.3
E00127434,55.8,10.9,18.8,14.5
E00127435,51.7,13.5,13.5,21.3
E00127436,50,16.7,13.3,20
E00127437,50,15.1,19,15.9
E00127438,37.2,12.8,33.3,16.7
E00127439,46.4,17,12.5,24.1
E00127440,57,8.9,15.2,19
E00127441,60,13.6,8.2,18.2
E00127442,46.1,16.7,14.7,22.5
E00127443,59,8.7,14.3,18
E00127444,46.8,15.8,17.3,20.1
E00127445,52.3,14.8,14.8,18.1
E00127446,59.7,9,15.3,16
E00127447,68.8,11.7,7.8,11.7
E00127448,57.2,10.1,13.8,18.9
E00127449,55.5,10.3,15.5,18.7
E00127450,62.7,15.3,13.6,8.5
E00127451,52.1,8.5,20.2,19.1
E00127452,53.6,13.3,12,21.1
E00127453,50.7,12,15.5,21.8
E00127454,59.3,14,14,12.8
E00127455,51.8,14.3,18.8,15.2
E00127456,55,17.1,8.1,19.8
