geography_code,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00097971,57.2,33.1,9.7,0,0
E00097972,63.9,31.3,4.1,0.7,0
E00097973,62.7,26.4,10.9,0,0
E00097974,50.8,37.1,11.3,0.8,0
E00097980,42.7,39.2,17.5,0.7,0
E00097981,56,39.4,4.6,0,0
E00097982,56.8,32.4,9.9,0,0.9
E00097983,61.2,32.2,5,1.7,0
E00127314,46.9,35.2,18,0,0
E00127315,44.7,39.5,14.9,0.9,0
E00127316,18.1,47,34.9,0,0
E00127317,35.6,47.3,16.4,0.7,0
E00127318,13.7,78.6,7.6,0,0
E00127319,63,34.6,2.4,0,0
E00127320,9.8,11.4,78,0.8,0
E00127321,16.7,65.9,17.5,0,0
E00127322,24,33.6,38.4,4,0
E00127323,49.6,27.5,22.1,0,0.8
E00127324,24,52.7,23.3,0,0
E00127325,40.8,36,22.4,0.8,0
E00127326,28.1,44.8,27.1,0,0
E00127327,39.7,44.9,15.4,0,0
E00127328,33.6,43.3,23.1,0,0
E00127382,50,36,12.7,0.7,0.7
E00127383,20,52.1,26.4,1.4,0
E00127385,70.2,23.4,5.6,0.8,0
E00127386,79.5,16.7,3.8,0,0
E00127387,84.1,11.6,4.3,0,0
E00127389,16.3,45.9,37,0.7,0
E00127390,8.4,56.3,34.5,0.8,0
E00127393,11.6,25.9,56.3,6.3,0
E00127394,12.5,41.9,43.4,2.2,0
E00127397,29.2,40,30.8,0,0
E00127398,39.8,43.9,13.8,2.4,0
E00127412,47,41.7,9.9,1.3,0
E00127424,42.6,39.2,17.6,0.7,0
E00127425,59.8,29.9,8.5,1.7,0
E00127434,19,53.2,27,0.8,0
E00127435,38.3,39.1,20.3,2.3,0
E00127436,13.3,23,57,6.7,0
E00127437,22.4,31.9,38.8,4.3,2.6
E00127438,13,49,36,2,0
E00127439,42.5,36.3,17.7,3.5,0
E00127440,26.1,21.6,51.1,1.1,0
E00127441,13.5,37.3,45.2,3.2,0.8
E00127442,16.2,28.6,52.4,1.9,1
E00127443,32,48.8,18.4,0.8,0
E00127444,29.5,48.5,18.9,2.3,0.8
E00127445,35.1,45.5,17.9,0.7,0.7
E00127446,41.5,39.8,17.8,0.8,0
E00127447,8.9,23,63.7,3.7,0.7
E00127448,41.7,35,21.7,1.7,0
E00127449,31,51.2,14.7,3.1,0
E00127450,39.7,35.5,23.1,1.7,0
E00127451,14,31.6,52.6,1.8,0
E00127452,38.7,38.7,20.2,2.4,0
E00127453,44.3,35.7,15.7,3.5,0.9
E00127454,29.5,25.3,41.1,4.2,0
E00127455,28,27.1,41.5,2.5,0.8
E00127456,38.8,28.4,29.3,3.4,0
E00127457,33.3,26.9,39.8,0,0
E00127458,24.5,61.3,12.3,0.9,0.9
E00127459,43.7,27,27.8,1.6,0
E00127460,44.9,35.5,18.1,0.7,0.7
E00127461,14,42.6,38,5.4,0
E00127462,44.7,37.9,17.5,0,0
E00127463,30.8,35,33.3,0.8,0
E00127464,58.8,29.8,10.5,0.9,0
E00127465,19.3,55.3,22.8,2.6,0
E00127466,37.2,47.1,13.2,2.5,0
E00127467,53.4,37.1,8.6,0.9,0
E00127468,37.5,42.5,17.5,2.5,0
E00127469,28.6,52.6,16.9,1.9,0
E00127470,54.7,32.1,13.2,0,0
E00127471,48.7,36.1,14.3,0.8,0
E00127472,26.8,42.3,26.8,2.4,1.6
E00127473,29,23.4,46,1.6,0
E00127474,5.5,62.6,30.8,0,1.1
E00127475,34.8,28.7,34.8,1.7,0
E00127476,27.9,40.5,27.9,2.7,0.9
E00127477,42.3,36,19.8,1.8,0
E00127478,40.2,33.6,23.8,2.5,0
E00127479,32.9,40,24.7,2.4,0
E00127480,34,35.8,28.3,0.9,0.9
E00127481,26.4,43.6,28.2,1.8,0
E00127482,31.8,40.3,26.4,1.6,0
E00127483,12.3,44.8,40.4,2.5,0
E00127484,52.1,29.1,17.1,1.7,0
E00127485,43,37.4,17.8,0.9,0.9
E00127486,34.4,43.4,22.1,0,0
E00127487,42.4,33.1,21.2,3.4,0
E00127488,19.8,59.5,19,1.7,0
E00127489,13.7,28.4,52,5.9,0
E00127490,33.6,29,34.6,2.8,0
E00127491,38.4,25.3,34.3,2,0
E00127492,16.5,14.8,56.5,12.2,0
E00127493,38.1,27.4,34.5,0,0
E00127494,38.2,44.1,17.6,0,0
E00127495,23.7,34.4,35.9,4.6,1.5
E00127496,36.7,37.5,23.3,2.5,0
E00127497,26.8,30.9,36.6,5.7,0
E00127499,31.8,37.1,26.5,3.8,0.8
E00127500,12.7,46.6,37.6,3.2,0
E00127501,49.6,30.2,19.4,0.8,0
E00127502,44.5,45.4,9.2,0.8,0
E00127503,36.8,39.5,21.9,1.8,0
E00127504,43.3,45.8,10.8,0,0
E00127505,54.3,32.6,10.9,2.3,0
E00127506,48.1,31.9,20,0,0
E00127507,52.3,36.4,10.6,0.8,0
E00127508,33.3,45.2,20.6,0.8,0
E00127509,49.5,42.2,8.3,0,0
E00127512,47.3,42.7,9.2,0.8,0
E00127513,48.8,38.4,12.8,0,0
E00127514,31.8,43.2,23.5,1.5,0
E00127560,15.5,55.3,28,1.2,0
E00127561,32.4,40.7,22.8,3.4,0.7
E00127564,26.4,47.2,23.9,2.5,0
E00127565,60.8,34.2,5,0,0
E00127566,39.3,37.4,21.5,1.9,0
E00127567,31.7,50.8,15.8,1.7,0
E00127568,33.6,44.5,19.1,2.7,0
E00127569,44.1,40.9,13.4,1.6,0
E00127570,36.2,34.3,27.6,1.9,0
E00127571,10.1,35.5,52.2,2.2,0
E00127572,49.1,30.2,17.2,3.4,0
E00127573,13.9,35.2,44.2,5.5,1.2
E00127574,52,33.1,14.2,0.8,0
E00127575,30.2,28.8,39.6,1.4,0
E00127576,27.4,41.9,25.8,4.8,0
E00127577,15.7,21.3,61.1,1.9,0
E00127578,33.7,48,17.3,1,0
E00127579,42.9,35.7,21.4,0,0
E00127580,7.8,21.7,67,3.5,0
E00127581,44.8,37.1,15.5,2.6,0
E00127582,38.6,39.5,21.1,0.9,0
E00127583,8.3,33,58.7,0,0
E00127584,26.4,45.5,23.6,4.5,0
E00127585,21.4,35.9,37.9,3.9,1
E00127586,43.1,39.2,16.9,0.8,0
E00127587,36.5,26.1,36.5,0.9,0
E00127588,19.3,43.9,33.3,3.5,0
E00127589,26.1,40.5,33.3,0,0
E00127590,38.8,31.6,29.6,0,0
E00127591,9.4,18.8,71.9,0,0
E00127592,45.1,29.2,23,1.8,0.9
E00127593,25.2,27.8,41.7,5.2,0
E00127594,43.8,34.4,19.8,2.1,0
E00127595,25,37.9,35.5,1.6,0
E00127596,33.3,35.1,28.8,2.7,0
E00127666,63.2,27.1,9.8,0,0
E00127667,54.3,36.2,8.7,0.8,0
E00127668,36.8,41.4,21.1,0.8,0
E00127669,48.8,31.8,15.5,3.9,0
E00127671,55.6,28.1,16.3,0,0
E00127673,44.9,39,15.4,0.7,0
