geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00097971,0,41.4,44.8,13.8
E00097972,2,35.1,45.9,16.9
E00097973,6.3,37.8,39.6,16.2
E00097974,4.8,40.3,28.2,26.6
E00097980,10.5,39.9,31.5,18.2
E00097981,9,38.7,38.7,13.5
E00097982,4.3,36.8,38.5,20.5
E00097983,2.5,37.2,38.8,21.5
E00127314,11.5,42.3,33.1,13.1
E00127315,10.6,40.7,36.3,12.4
E00127316,38.4,38.4,15.2,7.9
E00127317,16.2,52,25,6.8
E00127318,21.1,53.4,16.5,9
E00127319,7,39.8,31.3,21.9
E00127320,39.5,46.8,11.3,2.4
E00127321,21.6,60.8,15.2,2.4
E00127322,28.5,54.5,13,4.1
E00127323,8.5,55,26.4,10.1
E00127324,22.7,59.3,16,2
E00127325,24.8,45.6,22.4,7.2
E00127326,8.3,49,29.2,13.5
E00127327,12.7,41.8,32.1,13.4
E00127328,19.1,43.4,25,12.5
E00127382,16,52,25.3,6.7
E00127383,38.3,47.5,13.5,0.7
E00127385,9.5,43.7,35.7,11.1
E00127386,6.8,50,32.6,10.6
E00127387,3.7,40.4,42.6,13.2
E00127389,44.8,41.8,11.2,2.2
E00127390,38.1,50.8,9.3,1.7
E00127393,58,30.4,10.7,0.9
E00127394,49.3,39,8.8,2.9
E00127397,33.1,49.6,14,3.3
E00127398,23.6,48.8,22.8,4.9
E00127412,4.5,26.6,44.2,24.7
E00127424,13.4,47,29.5,10.1
E00127425,4.3,30.2,46.6,19
E00127434,23.8,51.6,19.8,4.8
E00127435,17.2,37.3,29.9,15.7
E00127436,57,33.3,5.2,4.4
E00127437,47.8,40.7,8,3.5
E00127438,48,39.8,10.2,2
E00127439,22.8,40.4,28.1,8.8
E00127440,50.6,35.6,9.2,4.6
E00127441,46.8,41.3,11.1,0.8
E00127442,49.5,34.3,12.4,3.8
E00127443,15.1,42.9,32.5,9.5
E00127444,12.1,52.3,24.2,11.4
E00127445,25.7,41.2,21.3,11.8
E00127446,16.1,49.2,28,6.8
E00127447,50.4,39.3,7.4,3
E00127448,13.3,45,35,6.7
E00127449,19.5,48.4,22.7,9.4
E00127450,21.3,51.6,23,4.1
E00127451,52.6,38.6,6.1,2.6
E00127452,18.7,43.9,26,11.4
E00127453,17.5,52.6,26.3,3.5
E00127454,45.3,33.7,14.7,6.3
E00127455,46.2,31.6,15.4,6.8
E00127456,23.3,40.5,28.4,7.8
E00127457,36.2,40.4,16,7.4
E00127458,20,49.5,22.9,7.6
E00127459,24.2,50.8,18,7
E00127460,16.7,36.2,37.7,9.4
E00127461,43.3,45.7,11,0
E00127462,23.8,46.7,22.9,6.7
E00127463,34.2,44.2,14.2,7.5
E00127464,10.4,40.9,36.5,12.2
E00127465,20.9,39.1,31.3,8.7
E00127466,18.2,45.5,28.1,8.3
E00127467,18.5,48.7,25.2,7.6
E00127468,20.2,40.3,34.5,5
E00127469,12.4,42.5,32,13.1
E00127470,10.4,38.7,38.7,12.3
E00127471,11.7,41.7,31.7,15
E00127472,26,41.5,24.4,8.1
E00127473,36.3,40.3,18.5,4.8
E00127474,41.1,42.1,13.7,3.2
E00127475,44.8,37.9,16.4,0.9
E00127476,22.5,39.6,31.5,6.3
E00127477,13.5,62.2,21.6,2.7
E00127478,17.4,51.2,25.6,5.8
E00127479,34.1,47.1,17.6,1.2
E00127480,30,40.9,24.5,4.5
E00127481,20.2,50.5,23.9,5.5
E00127482,27.1,47.3,23.3,2.3
E00127483,35.5,51.2,10.8,2.5
E00127484,21.9,49.1,25.4,3.5
E00127485,20.2,49.5,22,8.3
E00127486,17.4,47.9,23.1,11.6
E00127487,19.5,51.7,21.2,7.6
E00127488,19.3,55.3,22.8,2.6
E00127489,50,37.8,7.1,5.1
E00127490,47.2,38,11.1,3.7
E00127491,47.5,36.4,12.1,4
E00127492,59.1,29.6,9.6,1.7
E00127493,23.9,48.7,18.6,8.8
E00127494,15.6,46.7,29.6,8.1
E00127495,34.4,38.2,21.4,6.1
E00127496,23.8,41,23,12.3
E00127497,28.8,48.8,16.8,5.6
E00127499,35.3,38.3,18.8,7.5
E00127500,22.4,47.4,22.4,7.8
E00127501,20,45.4,26.9,7.7
E00127502,9.2,43.3,36.7,10.8
E00127503,18.3,41.7,29.6,10.4
E00127504,11.7,44.2,32.5,11.7
E00127505,7.1,42.5,37.8,12.6
E00127506,12.6,49.6,27.4,10.4
E00127507,16.3,39.3,32.6,11.9
E00127508,9.5,51.6,26.2,12.7
E00127509,6.4,39.4,44,10.1
E00127512,11.5,40.5,34.4,13.7
E00127513,8.1,46.8,31.5,13.7
E00127514,18,48.9,24.1,9
E00127560,19.4,64.4,11.3,5
E00127561,21.5,38.9,27.1,12.5
E00127564,5.1,53.1,31.1,10.7
E00127565,4.2,35,40.8,20
E00127566,11.2,46.7,34.6,7.5
E00127567,7.6,38.7,37,16.8
E00127568,5.5,46.4,38.2,10
E00127569,17.6,53.6,25.6,3.2
E00127570,36.8,42.5,12.3,8.5
E00127571,65.4,31.6,2.2,0.7
E00127572,15.7,40,34.8,9.6
E00127573,61.4,31.9,4.8,1.8
E00127574,7.1,45.2,36.5,11.1
E00127575,56.5,31.2,10.1,2.2
E00127576,37.9,46,12.1,4
E00127577,63.9,28.7,5.6,1.9
E00127578,23.7,49.5,23.7,3.1
E00127579,18.5,46,26.6,8.9
E00127580,61.2,28.4,6,4.3
E00127581,27,40.9,27.8,4.3
E00127582,28.4,43.1,22.4,6
E00127583,48.1,45.3,4.7,1.9
E00127584,30.9,47.3,18.2,3.6
E00127585,31.1,51.5,15.5,1.9
E00127586,13.1,48.5,28.5,10
E00127587,40.7,42.4,11.9,5.1
E00127588,40.4,48.2,9.6,1.8
