geography_code,passports_all_4a-001,passports_all_4a-002,passports_all_4a-003
E00097971,84.9,1.6,13.5
E00097972,88,2.6,9.4
E00097973,86.9,0.8,12.3
E00097974,86.7,0.7,12.6
E00097980,88.6,0.6,10.8
E00097981,86,1.7,12.3
E00097982,85.2,0.4,14.5
E00097983,90,0.7,9.2
E00127314,91.3,1.3,7.4
E00127315,86.7,0.4,12.9
E00127316,73,2.2,24.8
E00127317,84.4,0.7,15
E00127318,83,0.9,16.2
E00127319,90.9,2.9,6.2
E00127320,84,2.1,13.8
E00127321,86.2,0.9,12.8
E00127322,68.6,4.2,27.2
E00127323,79.8,2.8,17.4
E00127324,71,3.6,25.4
E00127325,81.8,3.5,14.7
E00127326,83.4,2.9,13.7
E00127327,86,0.9,13.1
E00127328,87.9,0,12.1
E00127382,78.3,5.1,16.5
E00127383,74.8,8.4,16.8
E00127385,91,4.5,4.5
E00127386,89.9,4.5,5.6
E00127387,91.1,3.4,5.5
E00127389,68.7,10.4,20.8
E00127390,77.9,8,14.1
E00127393,53.7,10.5,35.8
E00127394,61.6,5.7,32.7
E00127397,63.5,10,26.5
E00127398,70.5,9.5,20
E00127412,89.4,0,10.6
E00127424,83.9,2.8,13.3
E00127425,83.9,3.1,13
E00127434,66.8,8.7,24.5
E00127435,84.7,7.7,7.7
E00127436,59,9,32
E00127437,65.5,10.6,23.9
E00127438,75.2,6.1,18.8
E00127439,75.8,6,18.1
E00127440,62.7,10.2,27.1
E00127441,72.8,10.3,16.8
E00127442,63.3,10.4,26.3
E00127443,79.4,4.5,16.1
E00127444,82.5,1.7,15.8
E00127445,76.1,5.3,18.6
E00127446,76.5,9.3,14.2
E00127447,60,8.6,31.4
E00127448,78,5.4,16.6
E00127449,68.3,6.7,25
E00127450,76.2,7.6,16.2
E00127451,59,11.8,29.2
E00127452,78.1,6.8,15.1
E00127453,72.6,8.3,19.1
E00127454,61.5,7.8,30.7
E00127455,69.9,9.2,21
E00127456,74.5,7.8,17.6
E00127457,70,4.1,25.8
E00127458,72.9,6.2,20.9
E00127459,69.3,2.5,28.2
E00127460,77.8,3.8,18.4
E00127461,70.3,9,20.8
E00127462,71.7,1.9,26.4
E00127463,78.5,3.2,18.2
E00127464,93,1.6,5.5
E00127465,67.6,6.4,26
E00127466,78.4,3.7,17.9
E00127467,81.2,1.7,17.1
E00127468,68.2,3.6,28.2
E00127469,82.3,3.4,14.2
E00127470,84.4,0.7,14.8
E00127471,84,1,14.9
E00127472,67.3,10.2,22.5
E00127473,65.5,5.6,28.8
E00127474,79.6,4.9,15.5
E00127475,56.5,16.4,27.1
E00127476,73.9,4.2,22
E00127477,69,10.4,20.5
E00127478,82.1,1.5,16.4
E00127479,68,4.1,27.9
E00127480,71.2,3.7,25.1
E00127481,69.5,7,23.5
E00127482,71.3,6.5,22.1
E00127483,69.6,9.7,20.7
E00127484,71.5,4,24.5
E00127485,76.7,4.3,19.1
E00127486,71,2.9,26.1
E00127487,75.8,4.2,19.9
E00127488,70,2.9,27.1
E00127489,68,4.4,27.7
E00127490,54.1,21.1,24.8
E00127491,58,9.8,32.2
E00127492,46.5,26.1,27.4
E00127493,75.4,9,15.6
E00127494,84.8,2.6,12.6
E00127495,59.9,6.2,33.9
E00127496,74.1,5.2,20.7
E00127497,67.5,7.7,24.8
E00127499,62.4,6,31.6
E00127500,73.7,1.4,24.9
E00127501,80.4,2.1,17.5
E00127502,83.1,0.4,16.5
E00127503,81.2,4.7,14.1
E00127504,84.5,4.3,11.2
E00127505,85.8,2.9,11.3
E00127506,81.6,0.6,17.7
E00127507,90.4,0.3,9.2
E00127508,85.5,1.8,12.7
E00127509,84.1,0.4,15.5
E00127512,89.6,1.2,9.2
E00127513,85.6,1.1,13.4
E00127514,80.5,2.5,17
E00127560,67.4,0,32.6
E00127561,75.3,3.9,20.8
E00127564,83.9,2.5,13.6
E00127565,85.7,2.6,11.7
E00127566,79.1,3.7,17.2
E00127567,83.3,2,14.7
E00127568,86.9,1.6,11.4
E00127569,73.9,6.3,19.7
E00127570,72.4,5.1,22.4
E00127571,62.6,13.8,23.6
E00127572,85.5,1.8,12.7
E00127573,50.8,16.1,33.1
E00127574,85.3,2,12.7
E00127575,65.9,9.6,24.4
E00127576,66.1,4.8,29.1
E00127577,63.7,4.5,31.8
E00127578,77.1,6.5,16.4
