geography_code,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00092757,3.4,19.7,19.7,57.3
E00092758,0.8,10,50.8,38.3
E00092759,0.8,6.8,57.6,34.7
E00092760,6.1,18.3,36.2,39.4
E00092761,0,5.3,38.6,56.1
E00092763,0,19,49.2,31.7
E00092764,0,13.6,55.1,31.4
E00092765,21.4,13,17.6,48.1
E00092766,2.3,28.9,37.5,31.3
E00092767,20.6,41.8,21.3,16.3
E00092768,1.7,19.8,28.5,50
E00092769,24.1,29.3,27.6,19
E00092770,0,18.4,55.2,26.4
E00092771,10.8,31.3,30.1,27.7
E00092772,3,49.3,44,3.7
E00092773,21.4,31.6,38.8,8.2
E00092774,0,33.3,57.4,9.3
E00092775,1.5,9.2,75.4,13.8
E00092776,3.4,20.5,59.8,16.2
E00092777,4.3,23.5,59.1,13
E00092778,2.6,30.7,55.3,11.4
E00092779,0,4.7,78.3,17.1
E00092780,30.1,8.3,35.3,26.3
E00092781,21.6,25.6,32,20.8
E00092782,24.4,10.9,38.7,26.1
E00092783,59.5,15.7,14,10.7
E00092784,5.2,32.6,50.4,11.9
E00092785,4.5,22.3,42,31.3
E00092786,0,13.3,24.4,62.2
E00092787,1.5,15,30.8,52.6
E00092788,6,3,41,50
E00092790,4,2.4,33.6,60
E00092791,4.1,22.7,42.3,30.9
E00092792,3.9,41.4,30.5,24.2
E00092793,0.8,29.5,28.8,40.9
E00092794,0.9,4.7,80.4,14
E00092795,29.2,31.9,28.3,10.6
E00092796,0,30.8,46.7,22.5
E00092797,4.9,26.8,45.1,23.2
E00092937,0,19,54.3,26.7
E00092938,2.7,34,45.6,17.7
E00092943,3.7,23.9,32.1,40.4
E00092986,0.7,16.2,35.2,47.9
E00092992,2.2,28.3,61.6,8
E00092993,0,11.5,71.9,16.5
E00092998,4.1,43.4,32.4,20
E00093002,0,14.2,72.3,13.5
E00093003,3.9,20.1,67.5,8.4
E00093071,24.8,13.2,45.7,16.3
E00093072,1.7,11.3,83.1,4
E00093073,1.4,6.4,47.1,45
E00093074,17.6,12.8,52.4,17.2
E00093075,1.5,6.9,83.1,8.5
E00093076,0,4.7,88.2,7.1
E00093077,7.4,29.8,56.4,6.4
E00093078,5,19.8,62.8,12.4
E00093080,21.8,26.8,50.3,1.1
E00093081,7.9,29.4,58.7,4
E00093082,33.1,50,14.6,2.3
E00093083,19,63.6,14.9,2.5
E00093084,23.7,46.1,27,3.3
E00093085,24.3,35.3,33.5,6.9
E00093086,15,36.6,26.8,21.6
E00093087,9.3,18,55.3,17.3
E00093088,0.9,0.9,23.6,74.5
E00093089,0,10.1,25.2,64.7
E00093144,0.7,19.6,71,8.7
E00093145,2.1,44.1,51,2.8
E00093146,2.9,19.9,75,2.2
E00093147,4.8,51.2,39.2,4.8
E00093148,1.6,30.6,64.5,3.2
E00093149,1.6,28.3,67.7,2.4
E00093150,1.9,22.9,61,14.3
E00093151,2.4,33.9,58.3,5.5
E00093152,2.3,40,45.4,12.3
E00093153,22.4,22.4,50.3,4.8
E00093154,7.2,36.8,53.6,2.4
E00093155,1.5,17.3,78.2,3
E00093156,2.3,25,69.5,3.1
E00093157,2.5,24.6,68,4.9
E00093158,8.8,50.4,35.2,5.6
E00093160,26.8,36.6,31.4,5.2
E00093161,13.1,10,71.5,5.4
E00093162,2.5,43.4,45.1,9
E00093163,2.5,31.7,52.5,13.3
E00093164,6.9,21.5,63.9,7.6
E00093165,3.2,43.2,48.8,4.8
E00093166,14.9,64.7,18.6,1.9
E00093167,3.6,69.1,25.9,1.4
E00093168,28.1,53,16.1,2.8
E00093169,8.5,59.8,27.4,4.3
E00093170,16,41,36,7
E00093171,12.9,60.2,25.1,1.8
E00093172,5.2,47.1,39.5,8.1
E00093173,2.2,24.4,34.4,38.9
E00093174,0,23.1,57.4,19.4
E00093175,1.1,27,27,44.9
E00093176,3.4,17,35.7,43.8
E00093177,1.1,23.3,40,35.6
E00093178,14.8,24.3,46.1,14.8
E00093179,0,27,25.4,47.6
E00093181,2.7,38.1,39.5,19.7
E00093182,6.5,54.8,32.3,6.5
E00093183,2.3,75.8,19.5,2.3
E00093184,23.3,33.3,34,9.3
E00093185,18.3,64.8,13.7,3.2
E00093186,4.3,59.1,33,3.5
E00093187,43.9,48.6,6.1,1.4
E00093189,30.3,26.7,25.5,17.6
E00093190,26.2,40.6,24.6,8.6
E00093191,2.9,54,41.7,1.4
E00093192,11.9,68.1,15.6,4.4
E00093193,1.7,70.3,25.4,2.5
E00093194,29.7,55.1,13,2.2
E00093195,4.3,52.2,40,3.5
E00093196,0,27.1,26.3,46.6
E00093197,0,9.5,55.2,35.3
E00093198,0.8,20.7,62,16.5
E00093199,0.8,10.7,40.5,47.9
E00093200,0,41.5,43.7,14.8
E00093201,1.4,49.3,41.5,7.7
E00093202,2.1,52.1,38,7.7
E00093203,2.4,0.8,17.3,79.5
E00093204,33.9,17.4,20,28.7
E00093205,5,33.8,47.5,13.7
