areacd,hh_family_composition_4a-001,hh_family_composition_4a-002,hh_family_composition_4a-003
E00046353,22.3,36.7,41
E00046413,21.7,23.6,54.7
E00046414,35.3,25.9,38.8
E00046416,10.8,23.3,65.8
E00046417,35.1,16,48.9
E00046418,9.8,46.2,44.1
E00046419,28.9,50.4,20.7
E00046420,17.6,27.2,55.2
E00046421,13.6,56.5,29.9
E00046422,12.6,41.2,46.2
E00046424,18,18.8,63.2
E00046427,26.3,51.9,21.9
E00046429,31.8,23.9,44.3
E00046430,13.1,20.4,66.4
E00046973,11.4,34.3,54.3
E00046974,8.3,23.8,67.9
E00046975,19.2,27.8,53
E00046976,15.3,45.2,39.5
E00046977,20.5,19.7,59.8
E00046978,13,18.5,68.5
E00046980,19.1,22.7,58.2
E00046981,17.5,22.2,60.3
E00046982,15.1,31.7,53.2
E00046983,4.9,46.7,48.4
E00046984,20.5,17.1,62.4
E00046985,20.9,27.6,51.5
E00046986,26.4,15.2,58.4
E00046987,14.3,20.9,64.8
E00046988,10,26.7,63.3
E00046989,15.9,15,69
E00046991,16.1,15.3,68.6
E00046994,14.9,6.1,78.9
E00046995,15,15,70.1
E00046996,20.6,13.5,65.9
E00046997,6.3,30.4,63.3
E00046999,19,19.8,61.2
E00047000,21.7,14.7,63.6
E00047004,19.7,18.1,62.2
E00047006,16,44,40
E00047009,25,8.6,66.4
E00047013,15.5,19,65.5
E00047015,20.8,27.5,51.7
E00047020,14.5,32.5,53
E00047022,15.4,22.8,61.8
E00047024,15.6,18.8,65.6
E00047027,16.5,10.5,72.9
E00047028,14.3,20.6,65.1
E00047030,17.6,20,62.4
E00047031,17.6,15.7,66.7
E00047032,12.1,30.5,57.4
E00047033,20.8,21.5,57.7
E00047034,19.4,24.1,56.5
E00047036,16.2,19.7,64.1
E00047037,18.5,18.5,63
E00047038,13.7,21.1,65.3
E00047039,9.4,26.6,64.1
E00047040,17.8,15.9,66.4
E00047042,22.6,17.2,60.2
E00047043,17.4,25.1,57.5
E00047044,13,25,62
E00047045,13.1,24.2,62.6
E00047047,12,25.9,62
E00047048,17.7,34.7,47.6
E00047049,19.8,16.7,63.5
E00047050,16.7,24.6,58.7
E00047052,22.6,17.4,60
E00047053,19.9,21.9,58.3
E00047054,17.7,19.2,63.1
E00047374,19,27,54
E00047375,14.4,21.6,64
E00047377,17.1,18.1,64.8
E00047378,15,30,55
E00047379,5.9,27.8,66.3
E00047383,16.8,32.9,50.3
E00047384,21.6,19.6,58.8
E00047385,15.9,22,62.1
E00047387,14.6,32.9,52.4
E00047388,15.6,25.9,58.5
E00047394,12.5,22.7,64.8
E00047397,11,35.9,53.1
E00047398,10,20.8,69.2
E00047400,12.5,22.2,65.3
E00047401,16.3,14.1,69.6
E00047402,9.3,23.5,67.2
E00047405,18.1,19.5,62.4
E00047406,11.5,30.1,58.4
E00047407,10.7,17.1,72.1
E00047409,21.8,17.6,60.5
E00047412,16.7,37,46.3
E00047413,23,16.3,60.7
E00047416,9,23.7,67.3
E00047418,16,18.5,65.5
E00047419,18.1,25.4,56.5
E00047420,7.7,22,70.2
E00047426,7.9,22,70.1
E00047427,6.4,26.4,67.2
E00047428,27.5,18.3,54.2
E00047429,18.6,11.8,69.6
E00047430,10.5,52.4,37.1
E00047433,18.4,20.7,60.9
E00047434,16.2,20.7,63.1
E00047437,16.7,23,60.3
E00047438,11.4,16.2,72.4
E00047439,8.8,21.2,70.1
E00047441,10.4,19.5,70.1
E00047442,16.5,20.5,63.1
E00047445,9,28.6,62.3
E00050267,12.2,29.8,58
E00050268,5.2,17.9,76.9
E00050269,8.5,27.9,63.6
E00050270,8.8,20.2,71.1
E00050271,4.5,41.8,53.6
E00050272,17.3,12.8,69.9
E00050273,8.1,22.5,69.4
E00050274,10.2,27.6,62.2
E00050275,15.7,17.6,66.7
E00050276,7.6,25.2,67.2
E00050277,14.7,24,61.2
E00050278,4.9,23.8,71.3
E00050279,14.3,18.3,67.5
E00050280,9.9,19,71.1
E00050282,7.5,24.2,68.3
E00050283,14.8,30.4,54.8
E00050284,8.3,21.8,69.9
E00050304,9.6,16.2,74.3
E00050305,5.1,48.3,46.6
E00050311,14.1,26.1,59.9
