areacd,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00046353,91.9,3.7,2.5,1.9
E00046413,87.3,2.8,5.4,4.5
E00046414,88.5,5.3,3.4,2.8
E00046416,93.7,2.7,2.2,1.4
E00046417,91.5,3.5,2.8,2.1
E00046418,86.8,3,3.3,6.9
E00046419,94.2,1.2,1.8,2.7
E00046420,91.3,3.1,3.1,2.6
E00046421,87.6,4,5.7,2.7
E00046422,91.2,4.8,2.2,1.8
E00046424,85.5,6.6,4.1,3.9
E00046427,92.7,2.8,2.3,2.3
E00046429,93.6,3,1.2,2.1
E00046430,92.9,1.4,2.4,3.3
E00046973,91.9,2.4,3.2,2.4
E00046974,92.5,2.9,2.5,2.1
E00046975,85.2,6.9,3.1,4.8
E00046976,93.2,3.2,1.5,2.1
E00046977,92.8,3.6,2.1,1.6
E00046978,88.4,4.9,2.8,4
E00046980,95.8,2,1.3,0.9
E00046981,93,2.2,2.4,2.4
E00046982,93.4,2.6,2,2
E00046983,91.6,2,3.6,2.8
E00046984,91.6,3,2.7,2.7
E00046985,93.9,1.8,1.8,2.5
E00046986,92.3,2.3,1.6,3.8
E00046987,87.9,6.6,2.7,2.7
E00046988,91.1,5.4,0,3.5
E00046989,90.7,5.1,1.8,2.4
E00046991,91.8,3.1,2.5,2.5
E00046994,85.8,6.1,3.2,4.8
E00046995,90.7,4.5,3.5,1.3
E00046996,89.4,6.2,2,2.5
E00046997,92.1,3.3,2.8,1.9
E00046999,93.2,3.9,1.3,1.6
E00047000,89.8,5,2.6,2.6
E00047004,87.7,8,2,2.3
E00047006,91.7,2.8,2.4,3.1
E00047009,88.1,3.7,3.5,4.7
E00047013,92.6,3.9,1.3,2.1
E00047015,95.2,2.4,0.9,1.5
E00047020,94.4,3.3,1.6,0.7
E00047022,92.1,3.5,3,1.4
E00047024,91,4.8,3.1,1
E00047027,90.9,4.2,1.9,3
E00047028,90.9,4.1,2.9,2.1
E00047030,90,2.6,3.3,4.1
E00047031,93.9,1.9,1.9,2.2
E00047032,91.8,2.4,1.3,4.5
E00047033,92.6,3.3,1.8,2.3
E00047034,95,1.5,2.1,1.5
E00047036,94.1,2.1,2.1,1.8
E00047037,93.4,2.7,2.1,1.8
E00047038,94.3,2.3,0.8,2.7
E00047039,93,1.9,1.6,3.5
E00047040,90.3,4.4,3.1,2.2
