areacd,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00046353,25.5,74.5
E00046413,41.8,58.2
E00046414,41.4,58.6
E00046416,48,52
E00046417,48,52
E00046418,30.4,69.6
E00046419,29.8,70.2
E00046420,45.7,54.3
E00046421,33.8,66.2
E00046422,28.2,71.8
E00046424,46.6,53.4
E00046427,20.7,79.3
E00046429,42.7,57.3
E00046430,42.7,57.3
E00046973,34.2,65.8
E00046974,28.1,71.9
E00046975,42.5,57.5
E00046976,37.3,62.7
E00046977,47,53
E00046978,53.2,46.8
E00046980,49.9,50.1
E00046981,43.6,56.4
E00046982,29.8,70.2
E00046983,28.4,71.6
E00046984,44,56
E00046985,44.3,55.7
E00046986,42.6,57.4
E00046987,50.7,49.3
E00046988,47.4,52.6
E00046989,57.7,42.3
E00046991,51.2,48.8
E00046994,55.8,44.2
E00046995,58.1,41.9
E00046996,56.3,43.7
E00046997,28.7,71.3
E00046999,53.9,46.1
E00047000,58.7,41.3
E00047004,52.4,47.6
E00047006,47.5,52.5
E00047009,59.8,40.2
E00047013,50.8,49.2
E00047015,42.8,57.2
E00047020,45.1,54.9
E00047022,50.8,49.2
E00047024,40,60
E00047027,50.8,49.2
E00047028,44.2,55.8
E00047030,54.3,45.7
E00047031,57.3,42.7
E00047032,46.1,53.9
E00047033,47.6,52.4
E00047034,49.2,50.8
E00047036,41.2,58.8
E00047037,54.1,45.9
E00047038,48.8,51.2
E00047039,49.4,50.6
E00047040,44.8,55.2
E00047042,55.3,44.7
E00047043,46.4,53.6
E00047044,40,60
E00047045,45.3,54.7
E00047047,42.9,57.1
E00047048,39.2,60.8
E00047049,53.8,46.2
E00047050,44.9,55.1
E00047052,45.1,54.9
E00047053,38.3,61.7
E00047054,40.8,59.2
E00047374,42.8,57.2
E00047375,43.5,56.5
E00047377,49.8,50.2
E00047378,41.1,58.9
E00047379,29.5,70.5
E00047383,33.5,66.5
E00047384,35.8,64.2
E00047385,39.9,60.1
E00047387,37,63
E00047388,27.8,72.2
E00047394,49.3,50.7
E00047397,29.4,70.6
E00047398,50,50
E00047400,48.2,51.8
E00047401,44.6,55.4
E00047402,39.2,60.8
E00047405,40.2,59.8
E00047406,44.6,55.4
E00047407,43.6,56.4
E00047409,53.6,46.4
E00047412,38.7,61.3
E00047413,46.8,53.2
E00047416,42.9,57.1
E00047418,54.1,45.9
E00047419,42.2,57.8
E00047420,45.4,54.6
E00047426,44.2,55.8
E00047427,37.2,62.8
E00047428,46.3,53.7
E00047429,52.2,47.8
E00047430,32.4,67.6
E00047433,46.9,53.1
E00047434,56.9,43.1
E00047437,50.3,49.7
E00047438,39.7,60.3
E00047439,48.8,51.2
E00047441,51.3,48.7
E00047442,43.8,56.2
E00047445,37.6,62.4
E00050267,49.5,50.5
E00050268,53.6,46.4
E00050269,43.2,56.8
E00050270,41.3,58.7
E00050271,40.7,59.3
E00050272,41.4,58.6
E00050273,54.1,45.9
E00050274,38.3,61.7
E00050275,46.9,53.1
E00050276,42.8,57.2
E00050277,37.5,62.5
E00050278,47.4,52.6
E00050279,41.2,58.8
E00050280,41.9,58.1
E00050282,41.8,58.2
E00050283,39.1,60.9
E00050284,47.8,52.2
E00050304,49.7,50.3
E00050305,31.8,68.2
E00050311,52.2,47.8
E00050313,48.8,51.2
E00050314,40.2,59.8
E00050315,38.2,61.8
E00050316,48.2,51.8
E00050317,35.1,64.9
E00050318,48.7,51.3
E00050319,58.7,41.3
E00050472,40.6,59.4
E00050506,39.9,60.1
E00050509,36.9,63.1
E00050510,38.4,61.6
E00050511,50.5,49.5
E00050512,45.9,54.1
E00050513,49.4,50.6
E00050514,62.9,37.1
E00050515,46.5,53.5
E00050516,48.3,51.7
E00050517,40,60
E00050518,47.4,52.6
E00050519,48.4,51.6
E00050520,44.1,55.9
E00050521,51.4,48.6
E00050523,45.5,54.5
E00050524,50.3,49.7
E00050525,41.7,58.3
E00050526,42.5,57.5
E00050528,45.2,54.8
E00050529,40.2,59.8
E00050530,52.3,47.7
E00050531,47,53
E00050532,45.2,54.8
E00050533,49.8,50.2
E00050534,45.8,54.2
E00050535,45.1,54.9
E00050536,42,58
E00050537,46.8,53.2
E00050538,46.4,53.6
E00050539,47.8,52.2
E00050540,42.3,57.7
E00050541,39.4,60.6
E00050542,38.3,61.7
E00050546,40.2,59.8
E00050547,43.7,56.3
E00050548,34,66
E00050549,39.5,60.5
