areacd,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00003252,5.4,37.5,3.3,51.6,2.2
E00003280,13.6,38.6,3.4,40.3,4.2
E00003283,4.4,34.8,4,55.1,1.8
E00003378,15.2,33.8,4.5,45.4,1.1
E00003379,8.4,25.1,3.8,59.3,3.4
E00003380,10,30.3,2.3,56.3,1.1
E00003381,8.2,27.8,4.7,57.6,1.6
E00003382,22.5,44.4,0,29.1,4
E00003383,11.7,41.4,3.6,41.4,1.8
E00003384,12,21.7,2.2,62.9,1.1
E00003385,9.4,30.4,2.1,53.9,4.2
E00003386,13.7,33.2,3.1,48.7,1.3
E00003387,10.9,35.4,2.6,51.1,0
E00003388,12.4,25.7,0.4,57.5,4
E00003389,14.6,32.8,3.6,46.6,2.4
E00003390,11.6,23.2,3.5,61.8,0
E00003391,7.5,35,4.3,53.1,0
E00003392,18.9,37.7,2.9,40.6,0
E00003393,6.3,30.8,5.9,53.8,3.2
E00003394,11.4,30.7,3.5,50.9,3.5
E00003395,9.8,32.2,2.9,49.3,5.9
E00003396,9.9,23.6,3,63.1,0.4
E00003397,14.3,32.3,5.3,45.5,2.6
E00003398,13.6,32.7,2.3,51.4,0
E00003399,12.2,34.4,0.6,52.8,0
E00003400,22.4,31.6,4.1,38.3,3.6
E00003401,12.8,36.3,4,45.4,1.5
E00003402,23.8,43.3,3.3,27.6,1.9
E00003403,8.3,31.3,5.2,54.8,0.4
E00003404,10.9,32.6,3,50,3.5
E00003405,4.3,34.9,0.3,60.1,0.3
E00003406,10,38.4,4.6,46.6,0.5
E00003407,11.7,28.4,1.6,54.9,3.5
E00003408,13.6,32.2,6.5,44.7,3
E00003409,11.2,35.8,2.9,48.2,1.9
E00003410,12.2,39.7,4.9,41.1,2.1
E00003411,8.7,34.7,3.7,50,2.9
E00003412,8.6,36.9,3,50.2,1.3
E00003413,16.5,31.1,6.6,41,4.7
E00003414,19,39,4.4,35.1,2.4
E00003415,15.2,32.8,2,48,2
E00003416,7.9,34.7,4.5,51,2
E00003417,10.2,34.2,2.7,51.3,1.6
E00003418,8.1,29.5,2.2,57.4,2.8
E00003419,8.2,30.1,2.4,56.7,2.6
E00003420,8.3,32.4,4.9,52.9,1.5
E00003421,8.4,32.7,1.9,57,0
E00003422,20.6,25.5,2.1,47.5,4.3
E00003423,11.3,35.2,3,49.1,1.3
E00003424,7.1,40.1,2.2,50.6,0
E00003425,9.8,31.1,0,57.3,1.8
E00003426,8.8,36.3,1.5,51.5,2
E00003427,9.8,30.4,2.7,56,1.1
E00003428,8.6,32.5,2.7,54.5,1.6
E00003429,12.6,34.3,0.4,50.4,2.2
E00003430,4.8,27.5,0.5,65.2,1.9
E00003431,8.3,34,0.4,54.2,3.2
E00003432,13.3,28.5,3,49.1,6.1
E00003433,11.7,34.3,4.2,46.6,3.2
E00003434,8.9,26.3,2.2,60.3,2.2
E00003435,13.6,34.4,3.2,47.1,1.7
E00003436,6,29.6,3.7,56,4.6
E00003437,7.9,34.9,2.8,51.2,3.2
E00003438,8.6,24.1,2.7,62.3,2.3
E00003439,21.9,29.9,3,43.3,2
E00003440,4.3,35.4,1.9,56.8,1.6
E00003441,3.9,26.6,1.2,66.5,1.8
E00003442,8.6,28,3.6,58.2,1.6
E00003443,17,36.8,2.8,41,2.4
E00003444,10.8,31.9,4.5,50.7,2.1
E00003445,6.5,25.7,4.1,63.7,0
E00003446,13.1,34,2.2,47.4,3.4
E00003447,9.7,27.9,1.9,58,2.6
E00003448,13.1,24.7,1.9,58.4,1.9
E00003449,17,29,4.5,44.5,5
E00003450,7.6,35.2,1.9,52.7,2.5
E00003451,8.9,22.9,3.9,60.9,3.5
E00003452,8.3,30.5,5.3,53.4,2.6
E00003453,18.5,29.5,3.8,47.3,1
E00003454,12.4,34.1,5.1,47,1.4
E00003455,15.7,31.9,3.3,47.6,1.4
E00003456,9.7,31.5,2.5,53.8,2.5
E00003457,6.9,32.7,4,55,1.5
E00003458,5.2,26.9,1.6,64.3,2
E00003459,7.1,35.3,2.7,53.3,1.6
E00003460,10.6,33.1,0.7,53.5,2.1
E00003461,6.8,38.7,2.6,51.3,0.5
E00003462,20.1,44,5.2,29.9,0.7
E00003463,12.9,40.4,4.1,39.2,3.5
E00003465,9.7,27.2,3.7,58.1,1.4
E00003466,9.8,28.7,3,53,5.5
E00003467,5.6,24.3,1.4,67.6,1.1
E00003468,6.4,29.6,2.5,59.4,2.2
E00003469,14.1,31.4,2.7,49.2,2.7
E00003470,8.7,28.6,5.1,54.7,2.9
E00003471,7.3,29,1.6,60.5,1.6
E00003472,11.6,28.6,0,57.1,2.6
E00003474,14,32.8,2.8,48.8,1.6
E00003475,8.3,29.4,4.4,55.6,2.4
E00003476,23.8,34.1,5.5,34.8,1.8
E00003477,6.5,34.2,6.5,52.3,0.5
E00003478,11.9,34.2,3.1,46.6,4.1
E00003479,4.8,26.5,2.6,66.1,0
E00003480,10.6,33.2,5.2,49.8,1.2
E00003481,17.3,27.2,4.3,46.9,4.3
E00003482,7.7,36,3.6,51.8,0.9
E00003483,13.4,31,0,53.9,1.7
E00003484,12.4,37.2,0.8,47.1,2.5
E00003485,8.9,30.4,4.7,53.4,2.6
E00003486,7.9,32.6,3.7,55.8,0
E00003487,6.1,37.4,5.3,48.9,2.3
E00003488,5.8,35.8,4.7,51.6,2.1
E00003489,14.6,31.8,3.8,49,0.6
E00003490,13.7,46.5,3.3,32.8,3.7
E00003491,18.7,38,3.3,35.3,4.7
E00003492,9.9,27,2.8,56,4.3
E00003599,15.4,30.3,2.2,50,2.2
E00003600,11.9,26,2.6,59.5,0
E00003601,7,18.3,3.7,69.2,1.8
E00003602,15.7,29,0.9,52.5,1.8
