areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E00003252,29.7,70.3
E00003280,33.3,66.7
E00003283,29.7,70.3
E00003378,22.2,77.8
E00003379,18.2,81.8
E00003380,17.8,82.2
E00003381,26.6,73.4
E00003382,42.3,57.7
E00003383,23.3,76.7
E00003384,22.3,77.7
E00003385,22,78
E00003386,24.7,75.3
E00003387,24.4,75.6
E00003388,21.7,78.3
E00003389,27.7,72.3
E00003390,28.1,71.9
E00003391,23.4,76.6
E00003392,32.1,67.9
E00003393,30.2,69.8
E00003394,23.6,76.4
E00003395,21.6,78.4
E00003396,20.2,79.8
E00003397,29.7,70.3
E00003398,23,77
E00003399,29.4,70.6
E00003400,18.5,81.5
E00003401,30.5,69.5
E00003402,32.5,67.5
E00003403,22.6,77.4
E00003404,28.2,71.8
E00003405,27.9,72.1
E00003406,27.2,72.8
E00003407,19.9,80.1
E00003408,28.9,71.1
E00003409,26.2,73.8
E00003410,30.1,69.9
E00003411,28.4,71.6
E00003412,26.6,73.4
E00003413,24.8,75.2
E00003414,26,74
E00003415,24.5,75.5
E00003416,28,72
E00003417,22.6,77.4
E00003418,20,80
E00003419,27,73
E00003420,20.3,79.7
E00003421,25,75
E00003422,16.9,83.1
E00003423,18.1,81.9
E00003424,28.9,71.1
E00003425,20.4,79.6
E00003426,24,76
E00003427,23.1,76.9
E00003428,26.3,73.7
E00003429,25.9,74.1
E00003430,20.3,79.7
E00003431,22.2,77.8
E00003432,30.8,69.2
E00003433,24.9,75.1
E00003434,15.8,84.2
E00003435,21.9,78.1
E00003436,22.4,77.6
E00003437,23.2,76.8
E00003438,21.1,78.9
E00003439,21.9,78.1
E00003440,17.5,82.5
E00003441,20.4,79.6
E00003442,15.2,84.8
E00003443,21.3,78.7
E00003444,19.9,80.1
E00003445,22,78
E00003446,22.5,77.5
E00003447,15.9,84.1
E00003448,18.7,81.3
E00003449,15.4,84.6
E00003450,13.7,86.3
E00003451,14.6,85.4
E00003452,14.1,85.9
E00003453,26,74
E00003454,16.8,83.2
E00003455,27.1,72.9
E00003456,23.6,76.4
E00003457,21.7,78.3
E00003458,24.8,75.2
E00003459,21.6,78.4
E00003460,37.5,62.5
E00003461,23.8,76.2
E00003462,34.7,65.3
E00003463,22.5,77.5
E00003465,19.3,80.7
E00003466,20.2,79.8
E00003467,16.7,83.3
E00003468,21.5,78.5
E00003469,20.3,79.7
E00003470,23.2,76.8
E00003471,16.1,83.9
E00003472,24,76
E00003474,30.8,69.2
E00003475,15.6,84.4
E00003476,26,74
E00003477,19.6,80.4
E00003478,22.2,77.8
E00003479,22.8,77.2
E00003480,29.4,70.6
E00003481,19.5,80.5
E00003482,25.9,74.1
E00003483,24.5,75.5
E00003484,19.1,80.9
E00003485,20.2,79.8
E00003486,22.2,77.8
E00003487,21.1,78.9
E00003488,26.3,73.7
E00003489,17.9,82.1
E00003490,30.1,69.9
E00003491,33.8,66.3
E00003492,26,74
E00003599,28.6,71.4
E00003600,26.5,73.5
E00003601,20.1,79.9
E00003602,20.6,79.4
E00003603,18.1,81.9
E00003604,23.5,76.5
E00003605,22.7,77.3
E00003606,25.6,74.4
E00003607,25.9,74.1
E00003608,31.4,68.6
E00003609,33,67
E00003610,34.1,65.9
E00003611,28.5,71.5
E00003612,28.7,71.3
E00003613,29.7,70.3
E00003614,26.7,73.3
E00003615,23.6,76.4
E00003616,25.5,74.5
E00003617,30.5,69.5
E00003618,28.6,71.4
E00003619,12.5,87.5
E00003620,20.7,79.3
E00003621,30,70
E00003622,24.7,75.3
E00003623,15.5,84.5
E00003624,15.4,84.6
E00003625,36.6,63.4
E00003626,27.6,72.4
E00003628,23.2,76.8
E00003629,23.6,76.4
E00003630,37.2,62.8
E00003631,19.4,80.6
E00003632,32.5,67.5
E00003633,38.1,61.9
E00003634,24.4,75.6
E00003635,26.2,73.8
E00003636,39.6,60.4
E00003637,18.9,81.1
E00003638,27.8,72.2
E00003639,33,67
E00003640,21.9,78.1
E00003641,15.5,84.5
E00003642,18.7,81.3
E00003643,26.9,73.1
E00003759,31.4,68.6
E00003765,29.8,70.2
E00003766,26.4,73.6
E00003767,28,72
E00003768,25,75
E00003769,25.9,74.1
E00003770,23.5,76.5
E00003771,31.4,68.6
E00003773,35.9,64.1
E00003774,28.8,71.2
E00003775,25.6,74.4
E00003776,32.5,67.5
E00003777,22.7,77.3
E00003778,31.7,68.3
E00003779,28.7,71.3
E00003780,24,76
E00003889,19.3,80.7
E00003890,26.5,73.5
E00003891,29.6,70.4
E00003892,29.6,70.4
E00003893,36.1,63.9
E00003894,29,71
E00003895,23.3,76.7
E00003896,28.6,71.4
E00003897,40.1,59.9
E00003898,24.9,75.1
E00003899,28.6,71.4
E00003900,23.1,76.9
E00003901,31.3,68.7
E00003902,26.8,73.2
E00003903,25.5,74.5
E00003904,33.1,66.9
E00003905,22.9,77.1
E00003906,18.1,81.9
E00003907,27.8,72.2
E00003908,19.2,80.8
E00003909,25.1,74.9
E00003910,20.7,79.3
E00003911,25.9,74.1
E00003912,26.5,73.5
E00003913,35.3,64.7
E00003914,24.2,75.8
E00003915,29.1,70.9
E00003916,30.4,69.6
E00003917,24.3,75.7
E00003918,30.5,69.5
E00003919,24.6,75.4
E00003920,25,75
E00003921,22.2,77.8
E00003922,21.8,78.2
E00003923,30.8,69.2
E00003924,36.6,63.4
E00003925,35.8,64.2
E00003926,29.4,70.6
E00003927,20.4,79.6
E00003928,25.6,74.4
E00003929,29.8,70.2
E00003930,27.4,72.6
E00003931,37.5,62.5
E00003932,27.5,72.5
E00003933,26.5,73.5
E00003934,22,78
E00003935,29.7,70.3
E00003936,27.9,72.1
E00003937,31.7,68.3
E00003938,24.3,75.7
E00003939,24.2,75.8
E00003940,23.4,76.6
E00003941,38.9,61.1
E00003942,29.4,70.6
E00003943,25,75
E00003944,29.6,70.4
E00003945,27.9,72.1
E00003946,28.7,71.3
E00003947,25.8,74.2
E00004044,20,80
E00004045,26.1,73.9
E00004046,20.7,79.3
E00005655,27,73
E00005656,26.1,73.9
E00005657,29.4,70.6
E00005658,17.6,82.4
E00005659,29.4,70.6
E00005660,37.7,62.3
E00005661,25.3,74.7
E00005662,36.2,63.8
E00005663,34.6,65.4
E00005664,31.6,68.4
E00005665,22.6,77.4
E00005667,32.9,67.1
E00005668,32,68
E00005669,33.3,66.7
E00005670,23.2,76.8
E00005671,37.3,62.7
E00005672,30.3,69.7
E00005673,28.4,71.6
E00005675,35.2,64.8
E00005682,23.6,76.4
E00005684,24.2,75.8
E00005685,23.4,76.6
E00005686,31.6,68.4
E00005687,15.7,84.3
E00005688,32.2,67.8
E00005689,36.7,63.3
E00005690,34.1,65.9
E00005691,23,77
E00005692,29.2,70.8
E00005693,25.3,74.7
E00005694,23.4,76.6
E00005695,33.1,66.9
E00005696,26.9,73.1
E00005697,28.8,71.2
E00005698,32.5,67.5
E00005699,24.7,75.3
E00005700,27.3,72.7
E00005701,27.1,72.9
E00005702,34.9,65.1
E00005703,25.5,74.5
E00005704,22.5,77.5
E00005705,32.3,67.7
E00005706,38.1,61.9
E00005708,27.8,72.2
E00005709,30.1,69.9
E00005710,32.7,67.3
E00005711,23.6,76.4
E00005712,26.1,73.9
E00005720,30,70
E00005736,28.4,71.6
E00005740,27.4,72.6
E00005759,27.2,72.8
E00005761,25.5,74.5
E00005769,25.5,74.5
E00005770,22.6,77.4
E00005772,31.3,68.7
E00005774,30.2,69.8
E00005775,29.6,70.4
E00005796,27.1,72.9
E00005808,18.3,81.7
E00005936,27.3,72.7
E00005937,24,76
E00015449,23.8,76.2
E00015453,23.7,76.3
E00015455,28.1,71.9
E00015457,48.9,51.1
E00015459,15.5,84.5
E00015461,30,70
E00015464,24.3,75.7
E00015465,27.2,72.8
E00015466,23.7,76.3
