areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00003252,70.6,0.6,28.9
E00003280,66.7,4.3,29.1
E00003283,68,0.4,31.6
E00003378,56.5,4.5,39
E00003379,65.4,1.1,33.5
E00003380,66,6.5,27.5
E00003381,71.5,3.9,24.6
E00003382,54.3,4.6,41.1
E00003383,77.5,1.4,21.2
E00003384,67.4,3.8,28.8
E00003385,66.7,3.7,29.6
E00003386,71.4,2.7,25.9
E00003387,73.7,5.3,21.1
E00003388,68.3,3,28.7
E00003389,63.5,3.1,33.3
E00003390,69.8,3.2,27
E00003391,79.1,2,19
E00003392,63.8,6.5,29.7
E00003393,67.8,2.7,29.4
E00003394,69.3,6.1,24.6
E00003395,71.9,4.9,23.2
E00003396,77.6,1.9,20.5
E00003397,58.5,5.3,36.2
E00003398,72.6,6.7,20.6
E00003399,65.7,4.4,29.8
E00003400,56.4,2.1,41.5
E00003401,71.6,4.4,24
E00003402,55.4,3.3,41.3
E00003403,73.9,1.6,24.5
E00003404,67.7,4.8,27.5
E00003405,73.5,1.7,24.8
E00003406,69.9,6,24.1
E00003407,74.6,0.4,25
E00003408,60.9,5.8,33.3
E00003409,68.5,1.3,30.3
E00003410,63.8,2.8,33.4
E00003411,57.9,0.4,41.7
E00003412,65.1,5.2,29.7
E00003413,58.8,6.6,34.6
E00003414,60.9,1.5,37.6
E00003415,64.9,2.9,32.2
E00003416,70.9,2.9,26.2
E00003417,70.7,3.7,25.5
E00003418,75.1,2.8,22.1
E00003419,70.5,5,24.5
E00003420,75.5,1.5,23
E00003421,71.2,4.7,24.2
E00003422,50,3.5,46.5
E00003423,61.7,3.5,34.8
E00003424,72.5,6.8,20.8
E00003425,66.2,4,29.8
E00003426,75.4,4.8,19.8
E00003427,72.8,3.8,23.4
E00003428,69.1,4.7,26.2
E00003429,71.7,3.9,24.3
E00003430,59.5,1.4,39
E00003431,76.9,2.7,20.4
E00003432,62.8,3.7,33.5
E00003433,62.6,2.1,35.3
E00003434,67.6,6.7,25.7
E00003435,65.9,3.5,30.6
E00003436,71.8,1.4,26.8
E00003437,62.2,1.6,36.3
E00003438,67.6,2.3,30.1
E00003439,63.6,5.1,31.3
E00003440,66,2.3,31.6
E00003441,61.7,2.1,36.1
E00003442,71.9,4.3,23.8
E00003443,66.5,1.9,31.6
E00003444,73.2,3.5,23.3
E00003445,71,2.9,26.1
E00003446,59.6,6.3,34.1
E00003447,68.7,2.6,28.7
E00003448,57.7,6.4,35.8
E00003449,58.9,2,39.1
E00003450,71.7,3.8,24.5
E00003451,60.8,1.9,37.3
E00003452,63.8,4.2,32.1
E00003453,51.4,3.1,45.5
E00003454,65.8,1.8,32.4
E00003455,60.8,3.3,35.9
E00003456,64.3,4.6,31.1
E00003457,70.9,1,28.1
E00003458,50,3.6,46.4
E00003459,66.8,0,33.2
E00003460,67.8,5.6,26.6
E00003461,65.4,5.8,28.8
E00003462,55.9,8.1,36
E00003463,66.9,0.6,32.5
E00003465,63.8,2.8,33.5
E00003466,72.3,1.8,25.9
E00003467,76.8,3.9,19.3
E00003468,64.5,2.5,33
E00003469,70.7,3.9,25.4
E00003470,68.9,3.2,27.9
E00003471,75.2,2.4,22.4
E00003472,63.4,4.2,32.5
E00003474,61.8,3.2,35.1
E00003475,66,3.2,30.8
E00003476,58.6,1.2,40.1
E00003477,74.6,4.9,20.5
E00003478,65.3,5.7,29
E00003479,67.6,1.1,31.4
E00003480,73.8,5.9,20.3
E00003481,49.7,3.7,46.6
E00003482,73.4,3.6,23
E00003483,48,2.2,49.8
E00003484,54.4,3.2,42.4
E00003485,60.8,2.6,36.5
