geography_code,legal_partnership_status_3a-001,legal_partnership_status_3a-002
E00037088,34.9,65.1
E00037090,49.8,50.2
E00037091,41.5,58.5
E00037092,49,51
E00037108,53.2,46.8
E00037396,62.3,37.7
E00037405,35.5,64.5
E00037406,30,70
E00037407,29.3,70.7
E00037408,33.6,66.4
E00037409,56.2,43.8
E00037410,38.2,61.8
E00037440,36,64
E00037441,33.3,66.7
E00037442,25.5,74.5
E00037443,38.8,61.2
E00037444,43.9,56.1
E00037445,44.2,55.8
E00037446,40.7,59.3
E00037447,40.1,59.9
E00037448,49.8,50.2
E00037449,25.9,74.1
E00037450,35,65
E00037451,40.2,59.8
E00037452,35.5,64.5
E00037453,51.5,48.5
E00037454,59.3,40.7
E00037455,42,58
E00037456,40.3,59.7
E00037457,48.7,51.3
E00037458,54.7,45.3
E00037459,45,55
E00037460,60.3,39.7
E00037461,31.6,68.4
E00037462,43.4,56.6
E00037463,59.2,40.8
E00037464,56.1,43.9
E00037465,53,47
E00037466,59.7,40.3
E00037467,43.8,56.2
E00037468,38.5,61.5
E00037469,31.9,68.1
E00037470,55.5,44.5
E00037471,64.4,35.6
E00037472,66.7,33.3
E00037473,44.4,55.6
E00037474,42,58
E00037475,39.1,60.9
E00037476,44.9,55.1
E00037477,35.5,64.5
E00037478,42.7,57.3
E00037479,35,65
E00037480,57.2,42.8
E00037481,60.4,39.6
E00037482,52.7,47.3
E00037483,34.3,65.7
E00037484,38.2,61.8
E00037485,42.9,57.1
E00037486,37.1,62.9
E00037487,45.8,54.2
E00037488,33,67
E00037489,32,68
E00037490,40.7,59.3
E00037491,37.5,62.5
E00037492,43,57
E00037493,40.7,59.3
E00037494,41.7,58.3
E00037495,39.9,60.1
E00037496,40.6,59.4
E00037497,34.1,65.9
E00037498,35.3,64.7
E00037499,34.2,65.8
E00037500,50.4,49.6
E00037501,60.6,39.4
E00037578,40.2,59.8
E00037579,36.5,63.5
E00037599,61.3,38.7
E00037604,66.3,33.7
E00037606,59.5,40.5
E00037607,55.7,44.3
E00037608,57.9,42.1
E00037613,63.4,36.6
E00037614,38.3,61.7
E00037615,55.2,44.8
E00037616,41.1,58.9
E00037617,35.5,64.5
E00037618,57.7,42.3
