geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00037088,9.3,12.9,76.4,1.4
E00037090,38,31.4,19,11.6
E00037091,40.8,18.4,35.2,5.6
E00037092,56.7,29.1,0.8,13.4
E00037108,55.5,37,0.7,6.8
E00037396,69,11.9,16.7,2.4
E00037405,40.8,25,22.4,11.8
E00037406,20,24.7,33.3,22
E00037407,11.7,17.5,60,10.8
E00037408,19.1,16.8,55.7,8.4
E00037409,65.8,17.9,5.1,11.1
E00037410,37.3,35.7,17.5,9.5
E00037440,29.5,21.4,21.9,27.1
E00037441,18.4,20.6,39,22.1
E00037442,10.8,27.5,48.3,13.3
E00037443,25.8,26.6,38.7,8.9
E00037444,23.9,33.3,36.8,6
E00037445,26.3,33.1,27.1,13.6
E00037446,21.2,26.5,46.4,6
E00037447,35.9,28.3,20.7,15.2
E00037448,24.8,27.8,39.1,8.3
E00037449,20.6,26.7,15.2,37.6
E00037450,22.2,20.6,20.1,37
E00037451,18.9,45.6,12.9,22.6
E00037452,23.1,23.1,20.4,33.3
E00037453,33,38,12.3,16.8
E00037454,55,37.1,2.9,5
E00037455,36,36,6.5,21.6
E00037456,25.8,31.8,23.2,19.2
E00037457,46.8,32.5,1.9,18.8
E00037458,33.8,23.5,38.2,4.4
E00037459,29.1,31.3,32.1,7.5
E00037460,66.7,13.8,6.5,13
E00037461,29.1,27.5,23.3,20.1
E00037462,20.5,25.8,50,3.8
E00037463,33.1,40,16.9,10
E00037464,54.5,17.2,13.8,14.5
E00037465,47.4,38.5,4.4,9.6
E00037466,51.2,33.3,8.5,7
E00037467,33.9,33.9,14,18.2
E00037468,13,22.5,58,6.5
E00037469,9.7,9.7,74.3,6.2
E00037470,60.2,21.9,3.1,14.8
E00037471,61.7,21.8,12.8,3.8
E00037472,66.4,26.6,0,7
E00037473,32.6,34.8,14.9,17.7
E00037474,43.1,32.1,1.5,23.4
E00037475,24.8,20.6,43.3,11.3
E00037476,23.5,47.1,17.6,11.8
E00037477,22.4,23.3,40.5,13.8
E00037478,27.6,31,34.5,6.9
E00037479,30.8,27.5,31.7,10
E00037480,73.5,22,1.5,3
E00037481,75.6,19.8,1.5,3.1
E00037482,32.2,48.7,8.5,10.6
E00037483,19,40.1,10.2,30.7
E00037484,35.7,22.7,24,17.5
E00037485,31.6,41.2,10.3,16.9
E00037486,21.2,35.6,22.9,20.3
E00037487,47.9,29.5,16.4,6.2
E00037488,11.1,22.2,57.8,8.9
E00037489,42.5,35,1.9,20.6
E00037490,30.3,26.9,19.3,23.4
E00037491,26.1,38.7,29.4,5.9
E00037492,27.4,37.7,26,8.9
E00037493,24.4,15.6,46.7,13.3
E00037494,36.2,39.1,5.7,19
E00037495,30.7,27.1,20,22.1
E00037496,24.8,14,56.2,5
E00037497,31.3,24.4,7.5,36.9
E00037498,29.8,21,39.5,9.7
E00037499,32.7,37.8,0,29.5
E00037500,53.5,25.2,1.6,19.7
E00037501,50.4,32.1,11.7,5.8
E00037578,15.3,30.6,38.9,15.3
E00037579,30.8,16.5,46.6,6
E00037599,55.4,33.1,3.4,8.1
E00037604,64.4,28.9,1.5,5.2
E00037606,50,37.9,3.2,8.9
E00037607,51.3,36.8,1.7,10.3
E00037608,50.4,28.3,10.2,11
E00037613,59,27.6,7.1,6.4
E00037614,39.7,31.7,6.3,22.2
E00037615,32.1,57.5,2.6,7.8
E00037616,20.5,25.6,46.2,7.7
E00037617,21.9,28.9,39.8,9.4
E00037618,44.4,32.3,15.2,8.1
E00037619,42.7,47.1,5.7,4.5
E00037620,23.6,31,36,9.4
E00037621,55.1,36.7,4.1,4.1
E00037622,47,34.8,9.1,9.1
E00037623,28.4,32.4,28.4,10.8
E00037624,44.6,27.7,19.3,8.4
E00037625,57.6,32.6,0,9.8
E00037626,34.4,13.8,3.1,48.8
E00037627,44,27.6,1.5,26.9
E00037739,26,13.8,40.3,19.9
E00037743,13.2,13.2,67.4,6.2
E00037744,49.6,26.7,16.3,7.4
E00037745,16.7,18.5,60.1,4.8
E00037746,25.8,35.8,13.2,25.2
E00037747,20,50.7,20,9.3
E00037748,41.5,32.6,11.9,14.1
E00037749,17.4,27.3,41.3,14
E00037751,16.4,15.6,61.7,6.3
E00037752,29.5,18.2,5.3,47
E00037758,19.3,33.3,38.7,8.7
E00037759,19.5,14.9,56.9,8.6
E00037760,29.3,38.2,19.1,13.4
E00037763,37.7,39.7,0.7,21.9
E00037764,22.6,18,38.3,21.1
E00037765,38.7,43.6,0.6,17.1
E00037767,13,14.6,62.6,9.8
E00037769,26.6,25.9,4.3,43.2
E00037775,21.9,47,16.9,14.2
E00037779,53.3,38.7,0.7,7.3
E00037780,36.4,23.6,12.1,27.9
E00037782,23.5,33.8,18.4,24.3
E00037783,30.5,32.5,25.3,11.7
E00037784,19.3,31.6,36.8,12.3
E00037785,62,28.2,2.1,7.7
E00037788,19.8,15.9,61.1,3.2
E00037789,15.6,22.1,50.8,11.6
E00037790,18.6,26.4,51.2,3.9
E00037792,24.8,18.2,43.8,13.1
E00037796,44.1,36,9.6,10.3
E00037797,38.6,29,20.7,11.7
E00037798,20.8,22.5,49.2,7.5
E00037799,35.2,35.8,13.8,15.1
E00037800,36.2,28.5,25.4,10
E00037801,9.9,16.2,61.3,12.6
E00037802,35.4,28.2,25.4,11
E00037803,18,17.2,50.8,13.9
E00037804,31.5,33.8,6.2,28.5
E00037805,63.7,20,0,16.3
E00037806,12.1,14.3,60,13.6
E00037807,21.1,34.9,36.2,7.9
E00037808,19.8,19.8,25.4,34.9
