geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00037088,70.1,18.1,11.8
E00037090,72.5,18.6,8.9
E00037091,62,23.1,14.8
E00037092,74.9,15.5,9.6
E00037108,77.9,17.4,4.7
E00037396,70.4,20.6,9
E00037405,65.7,26,8.2
E00037406,71.5,19.1,9.4
E00037407,52.8,28.3,18.9
E00037408,65.5,22.5,12
E00037409,69.7,21.8,8.5
E00037410,79.5,15,5.5
E00037440,72.7,16.4,10.9
E00037441,74.8,18.3,7
E00037442,74.6,17.5,7.9
E00037443,71.5,17.6,11
E00037444,78.9,14.3,6.8
E00037445,70.2,20.6,9.2
E00037446,72.2,15.7,12.1
E00037447,79.2,13.5,7.3
E00037448,66.3,17.4,16.3
E00037449,76.5,15.3,8.2
E00037450,72.5,16.4,11
E00037451,82.5,10.9,6.7
E00037452,74.7,17.4,7.9
E00037453,88.7,8.8,2.4
E00037454,82.7,13,4.2
E00037455,79.2,15.8,5
E00037456,79.2,16.4,4.4
E00037457,74.8,20.9,4.3
E00037458,66.7,24.2,9.1
E00037459,72.2,20.1,7.8
E00037460,73,17.7,9.3
E00037461,78.7,13.8,7.5
E00037462,65.6,18.1,16.3
E00037463,76.5,17.4,6.1
E00037464,73.1,18,8.8
E00037465,82.9,12.2,4.9
E00037466,76.3,18,5.7
E00037467,76.8,15.6,7.6
E00037468,75.4,14.8,9.9
E00037469,57.8,25.4,16.8
E00037470,77.8,17.8,4.4
E00037471,71.3,21.5,7.3
E00037472,79.2,15.8,4.9
E00037473,79.2,16.2,4.6
E00037474,80.1,13.7,6.1
E00037475,72.4,15.7,11.9
E00037476,87.2,9.5,3.3
E00037477,72.1,17.3,10.7
E00037478,73.9,16.3,9.8
E00037479,73.6,17.3,9.1
E00037480,76,20.8,3.2
E00037481,72.4,17.9,9.7
E00037482,86,11.7,2.3
E00037483,83.8,12.5,3.7
E00037484,74.3,19.1,6.6
E00037485,80.8,13.4,5.8
E00037486,67.7,21,11.4
E00037487,72.4,14.9,12.7
E00037488,72,19.3,8.7
