geography_code,in_full_time_education-001,in_full_time_education-002
E00025149,12.3,87.7
E00025150,15.4,84.6
E00025153,28.3,71.7
E00025154,26.6,73.4
E00025155,21.9,78.1
E00025158,27.6,72.4
E00025159,23.3,76.7
E00025160,16.6,83.4
E00025161,22.9,77.1
E00025162,22.9,77.1
E00025163,19.7,80.3
E00025164,16.3,83.7
E00025165,10.5,89.5
E00025166,17.6,82.4
E00025167,10.9,89.1
E00025168,20.6,79.4
E00025169,11.2,88.8
E00025170,19.9,80.1
E00025171,15.5,84.5
E00025172,18.3,81.7
E00025173,16.4,83.6
E00025460,43.9,56.1
E00025461,35.8,64.2
E00025462,7.9,92.1
E00025467,19,81
E00025469,14.3,85.7
E00025471,2,98
E00025472,5.8,94.2
E00025476,19.3,80.7
E00025480,20.8,79.2
E00025486,21.8,78.2
E00025487,14.3,85.7
E00025489,17.1,82.9
E00025492,19.4,80.6
E00025493,18.7,81.3
E00025498,23.4,76.6
E00025499,19.6,80.4
E00025500,22.7,77.3
E00025501,7.8,92.2
E00025502,20.5,79.5
E00025503,31.6,68.4
E00025504,22.6,77.4
E00025505,28.5,71.5
E00025506,26.4,73.6
E00025507,31.7,68.3
E00025508,38.5,61.5
E00025509,38.1,61.9
E00025510,34.8,65.2
E00025511,37.7,62.3
E00025512,34.5,65.5
E00025513,40.2,59.8
E00025514,37,63
E00025515,46.7,53.3
E00025516,49.5,50.5
E00025517,44.4,55.6
E00025518,42.8,57.2
E00025519,20.6,79.4
E00025520,13.2,86.8
E00025521,12.5,87.5
E00025522,16.7,83.3
E00025523,16,84
E00025524,14.3,85.7
E00025525,23.1,76.9
E00025526,20.7,79.3
E00025527,17.3,82.7
E00025528,23.3,76.7
E00025529,26.4,73.6
E00025530,21.7,78.3
E00025794,35.2,64.8
E00025795,32.9,67.1
E00025796,25.8,74.2
E00025797,29.8,70.2
E00025798,30.5,69.5
E00025799,33.3,66.7
E00025800,37.1,62.9
E00025801,35.9,64.1
E00025802,16.9,83.1
E00025803,12.4,87.6
E00025804,9.1,90.9
E00025805,21.6,78.4
E00025806,13.1,86.9
E00025807,21.6,78.4
E00025808,16.2,83.8
E00025809,31.9,68.1
E00025810,19.8,80.2
E00025811,26.4,73.6
E00025812,20.4,79.6
E00025813,32.3,67.7
E00025814,23.2,76.8
E00025815,18.4,81.6
E00025816,21.5,78.5
E00025817,26.4,73.6
E00025818,20.1,79.9
E00025819,22,78
E00025820,24.6,75.4
E00025821,32.6,67.4
E00025822,34.7,65.3
E00025823,33,67
E00025825,16.1,83.9
E00025826,25.8,74.2
E00025827,15.7,84.3
E00025828,20.8,79.2
E00025829,22.2,77.8
E00025830,31,69
E00025951,19.7,80.3
E00025953,20,80
E00025954,28.1,71.9
E00025955,29.5,70.5
E00025957,12.4,87.6
E00025958,21.3,78.7
E00025959,16.7,83.3
E00025961,17.1,82.9
E00025962,29.9,70.1
E00025964,26.5,73.5
E00025994,22.8,77.2
E00025995,38.1,61.9
E00025996,18.8,81.3
E00026000,33.9,66.1
E00026001,22.2,77.8
E00026002,30,70
E00026003,30,70
E00026004,23.4,76.6
E00026005,17.9,82.1
E00026007,26.3,73.7
E00026008,29.4,70.6
E00026010,29.9,70.1
E00026011,23.9,76.1
E00026014,33.7,66.3
E00026015,12.7,87.3
E00026018,18.3,81.7
E00026022,22.8,77.2
