geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00025149,3.8,8.4,75.6,12.2
E00025150,4.8,18.3,67.2,9.7
E00025153,13.2,27.2,56.6,2.9
E00025154,10.7,24.1,57.1,8
E00025155,9.5,15.3,66.4,8.8
E00025158,14,23.7,57.9,4.4
E00025159,10.9,21.9,60.9,6.3
E00025160,8.3,18.6,62.8,10.3
E00025161,8.2,19.9,57.3,14.6
E00025162,5.9,19.1,65.4,9.6
E00025163,7.8,22.5,60.5,9.3
E00025164,9.9,17.1,59.2,13.8
E00025165,5.9,17.6,60.3,16.2
E00025166,4.8,16.7,64.9,13.7
E00025167,6.3,12.1,73.2,8.4
E00025168,7.1,22.1,63.6,7.1
E00025169,11,20.6,62.5,5.9
E00025170,6.9,17.5,65,10.6
E00025171,8.6,13.9,70.9,6.6
E00025172,4.4,19.6,69.6,6.3
E00025173,7.8,10.9,71.3,10.1
E00025460,12,35.9,45.8,6.3
E00025461,11.8,32.5,48.5,7.1
E00025462,7.2,17.3,63.3,12.2
E00025467,10.9,19.2,59.6,10.3
E00025469,7.2,17.1,63.8,11.8
E00025471,9.4,20.8,56.6,13.2
E00025472,7.2,23.7,63.9,5.2
E00025476,9.3,17.6,63.7,9.3
E00025480,11.2,24.2,50.3,14.3
E00025486,24.1,23.4,41.6,10.9
E00025487,12.9,17.2,55.2,14.7
E00025489,8.1,22.8,58.5,10.6
E00025492,10,19.4,55.6,15
E00025493,6.6,15.9,66.2,11.3
E00025498,12.4,27.9,48.8,10.9
E00025499,10.5,20.3,66.4,2.8
E00025500,9.9,24.6,57.6,7.9
E00025501,14.6,19.8,58.3,7.3
E00025502,16,25,52.1,6.9
E00025503,15.3,30.7,45,9
E00025504,15.1,23,51.1,10.8
E00025505,8.5,19.9,58.7,12.9
E00025506,13.5,31.8,50.7,4
E00025507,14.4,20.4,59.1,6.1
E00025508,14.5,40.7,38.6,6.2
E00025509,12.8,40.6,41.7,4.8
E00025510,8.8,36.5,47,7.7
E00025511,10.4,31.7,45,12.9
E00025512,12.6,37.1,39.4,10.9
E00025513,18.6,45.7,34.2,1.5
E00025514,18.1,30.5,44.1,7.3
E00025515,13.8,47.9,31.4,6.9
E00025516,13.8,56.6,25.4,4.2
E00025517,15.6,50.8,30.7,3
E00025518,10.3,45.2,38.1,6.3
E00025519,4,12.5,71,12.5
E00025520,4.5,14.2,74.2,7.1
E00025521,9.9,16,66,8
E00025522,7.8,19.8,63,9.4
E00025523,7.2,17.4,66.2,9.2
E00025524,12.5,23.6,58.3,5.6
E00025525,7.1,21.4,65.1,6.3
E00025526,8.3,20.7,64.8,6.2
E00025527,5.8,23.2,62.3,8.7
E00025528,11.8,24.3,54.4,9.5
E00025529,10.7,24.4,58.3,6.5
E00025530,7.5,20.4,66.7,5.4
E00025794,9.5,28.6,57.1,4.8
E00025795,5.3,27.8,60.9,6
E00025796,13.1,32.3,46.9,7.7
E00025797,10.9,28.6,56.3,4.2
E00025798,8.4,23.7,61.8,6.1
E00025799,11,31.5,51.4,6.2
E00025800,14.8,23.5,57.4,4.3
E00025801,5.9,34.8,51.1,8.1
