areacd,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00070774,96.6,2.7,0.7
E00070775,93.6,6.4,0
E00070776,100,0,0
E00070778,98,1.3,0.7
E00070780,91.1,8.1,0.7
E00070781,95.7,4.3,0
E00070782,95.7,3.5,0.7
E00070784,97.9,2.1,0
E00070785,93.1,6.9,0
E00070786,97.4,2.6,0
E00070787,100,0,0
E00070788,97.1,2.9,0
E00070789,97.2,1.4,1.4
E00070790,97.6,1.2,1.2
E00071099,92.9,6.5,0.5
E00071100,95.5,4.5,0
E00071101,98.2,1.2,0.6
E00071102,95.1,2.7,2.2
E00071197,93.7,6.3,0
E00071198,92.6,7.4,0
E00071199,98.6,1.4,0
E00071201,97.5,1.7,0.8
E00071202,98.8,1.2,0
E00071203,94.3,5.7,0
E00071204,97.3,2.7,0
E00187155,97,2,1
W00002320,74.2,25.8,0
W00002321,99.2,0.8,0
W00002323,94.3,5.7,0
W00002324,61,39,0
W00002325,98.4,1.6,0
W00002376,96.9,3.1,0
W00002465,99.4,0.6,0
W00002466,97.2,2.8,0
W00002467,100,0,0
W00008075,97,3,0
W00008076,95.1,4.9,0
W00008077,98.5,0.7,0.7
W00008078,100,0,0
W00008079,99.4,0.6,0
W00008080,98.4,0.5,1
W00008153,100,0,0
W00008168,97.9,1.4,0.7
W00008172,98,2,0
W00008178,88.8,11.2,0
W00008179,97.2,2.8,0
W00008180,94.8,5.2,0
W00008181,91.9,8.1,0
W00008182,98,2,0
W00009787,90.8,8.6,0.6
W00009788,96,4,0
W00009789,94.7,4,1.3
W00009790,96.7,2.4,0.8
